#Frame   Contacts_00016[native] Contacts_00016[nonnative]
       1                     46                         0
       2                     35                        13
       3                     36                        14
       4                     30                        12
       5                     36                        17
       6                     37                        20
       7                     37                        27
       8                     33                        14
       9                     36                        20
      10                     36                        19
      11                     28                        16
      12                     32                        26
      13                     33                        21
      14                     27                        14
      15                     36                        24
      16                     26                        22
      17                     20                        17
      18                     25                        17
      19                     18                        21
      20                     30                        12
      21                     31                        17
      22                     24                        30
      23                     20                        20
      24                     33                        18
      25                     29                        23
      26                     27                        28
      27                     29                        21
      28                     36                        19
      29                     31                        15
      30                     30                        15
      31                     26                        16
      32                     31                        19
      33                     29                        15
      34                     34                        23
      35                     33                        19
      36                     35                        19
      37                     35                        17
      38                     35                        20
      39                     38                        21
      40                     32                        29
      41                     31                        28
      42                     31                        10
      43                     28                        23
      44                     31                        13
      45                     26                        18
      46                     24                        11
      47                     24                        25
      48                     24                        26
      49                     28                        20
      50                     25                        24
      51                     38                        26
      52                     32                        21
      53                     29                        23
      54                     24                        16
      55                     28                        30
      56                     23                        18
      57                     30                        23
      58                     35                        19
      59                     39                         8
      60                     37                        16
      61                     27                        20
      62                     26                        18
      63                     23                        24
      64                     31                        17
      65                     35                        20
      66                     36                        15
      67                     31                        25
      68                     32                        19
      69                     30                        14
      70                     36                        15
      71                     32                        29
      72                     32                        12
      73                     31                        16
      74                     34                        19
      75                     31                        20
      76                     34                        19
      77                     23                        16
      78                     26                        19
      79                     27                        29
      80                     24                        26
      81                     31                        16
      82                     27                        18
      83                     26                        30
      84                     27                        26
      85                     28                        19
      86                     29                        26
      87                     27                        28
      88                     27                        12
      89                     34                        16
      90                     34                        17
      91                     26                        18
      92                     29                        15
      93                     33                        24
      94                     30                        14
      95                     30                        13
      96                     26                        32
      97                     21                        26
      98                     19                        28
      99                     21                        25
     100                     34                        17
     101                     24                        18
     102                     27                        15
     103                     33                        12
     104                     26                        15
     105                     29                        18
     106                     22                        25
     107                     33                        16
     108                     26                        13
     109                     24                        24
     110                     21                        24
     111                     19                        28
     112                     25                        18
     113                     28                        16
     114                     32                         9
     115                     32                        11
     116                     31                        13
     117                     34                        18
     118                     34                        14
     119                     29                        13
     120                     28                        13
     121                     25                        10
     122                     31                        10
     123                     28                        20
     124                     29                        22
     125                     32                        17
     126                     32                        13
     127                     27                        21
     128                     28                        20
     129                     33                        21
     130                     27                        21
     131                     29                        23
     132                     27                        14
     133                     26                        16
     134                     28                        18
     135                     35                        13
     136                     26                        28
     137                     27                        20
     138                     31                        17
     139                     23                        21
     140                     21                        32
     141                     22                        15
     142                     20                        15
     143                     24                        20
     144                     26                        18
     145                     24                        19
     146                     21                        19
     147                     25                        18
     148                     21                        11
     149                     21                        19
     150                     21                        16
     151                     25                        22
     152                     24                        27
     153                     28                        19
     154                     23                        11
     155                     31                        25
     156                     26                        25
     157                     27                        19
     158                     25                        16
     159                     30                        18
     160                     28                        24
     161                     18                        22
     162                     22                        17
     163                     20                        24
     164                     20                        26
     165                     29                        14
     166                     29                        28
     167                     28                        25
     168                     22                        22
     169                     25                        19
     170                     24                        23
     171                     27                        25
     172                     20                        22
     173                     23                        23
     174                     31                        15
     175                     17                        30
     176                     24                        18
     177                     21                        23
     178                     26                        30
     179                     29                        12
     180                     27                        31
     181                     38                        11
     182                     33                        14
     183                     35                         9
     184                     34                         8
     185                     32                        15
     186                     35                        17
     187                     35                        19
     188                     32                        12
     189                     26                        18
     190                     38                        14
     191                     28                        23
     192                     26                        14
     193                     31                        17
     194                     26                        32
     195                     27                        29
     196                     18                        27
     197                     20                        19
     198                     24                        37
     199                     25                        29
     200                     28                        19
     201                     22                        25
     202                     20                        26
     203                     24                        35
     204                     29                        25
     205                     24                        36
     206                     33                        15
     207                     25                        30
