#Frame   Contacts_00016[native] Contacts_00016[nonnative]
       1                     42                         0
       2                     32                         9
       3                     24                        12
       4                     29                         9
       5                     26                         7
       6                     27                        18
       7                     28                        15
       8                     26                        10
       9                     27                        19
      10                     33                        26
      11                     25                        19
      12                     34                        10
      13                     29                        19
      14                     33                        14
      15                     26                        13
      16                     21                        12
      17                     28                        19
      18                     27                         9
      19                     29                        18
      20                     23                        19
      21                     27                        10
      22                     30                         8
      23                     32                         8
      24                     26                        12
      25                     32                        15
      26                     24                        13
      27                     25                        16
      28                     21                        20
      29                     25                        19
      30                     29                         9
      31                     31                         9
      32                     27                         9
      33                     27                        14
      34                     27                        18
      35                     27                        20
      36                     28                        17
      37                     28                        16
      38                     27                        21
      39                     25                        21
      40                     31                        19
      41                     23                        19
      42                     24                        21
      43                     29                        11
      44                     28                         9
      45                     25                        11
      46                     25                        19
      47                     22                         5
      48                     27                        12
      49                     22                        10
      50                     23                        14
      51                     23                        12
      52                     26                         7
      53                     25                        14
      54                     20                         7
      55                     28                         8
      56                     26                         9
      57                     26                        12
      58                     27                        15
      59                     22                        14
      60                     28                        14
      61                     32                        14
      62                     27                        15
      63                     25                        17
      64                     26                        16
      65                     28                        20
      66                     28                        14
      67                     26                        26
      68                     22                        15
      69                     27                        17
      70                     25                        21
      71                     27                        18
      72                     23                        23
      73                     24                        21
      74                     27                        19
      75                     23                        16
      76                     26                        23
      77                     24                        17
      78                     27                        13
      79                     30                        20
      80                     25                        21
      81                     27                        14
      82                     25                        12
      83                     21                        12
      84                     28                        19
      85                     25                        16
      86                     27                        22
      87                     24                        22
      88                     24                        23
      89                     29                        11
      90                     28                        16
      91                     25                        20
      92                     24                        20
      93                     28                        20
      94                     21                        14
      95                     28                        20
      96                     26                        18
      97                     25                        20
      98                     32                        11
      99                     26                        18
     100                     25                        16
     101                     25                        22
     102                     27                        20
     103                     23                        26
     104                     30                        11
     105                     31                        18
     106                     27                        23
     107                     27                        19
     108                     23                        13
     109                     24                        16
     110                     28                        20
     111                     23                        16
     112                     26                        15
     113                     28                         7
     114                     26                        21
     115                     30                        26
     116                     26                        12
     117                     23                        19
     118                     24                        12
     119                     33                        13
     120                     25                        14
     121                     23                        16
     122                     21                        15
     123                     23                        27
     124                     23                        14
     125                     29                        16
     126                     32                        16
     127                     26                        17
     128                     23                        22
