arm,design,n_main,n_cut_lead,n_cut_tail,cuttable,internal_run,cav_before,cav_after,env_before,env_after,rg_before,rg_after,app_before,app_after,verdict_before,verdict_after
arm3b3rasa_s3003,d020,209,48,7,1,2,0.0,0.0,0.0,0.0,24.1,14.4,11,4,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d021,249,62,22,1,2,150.1,40.0,1266.4,1267.4,24.8,15.2,17,1,F4 appendage,PASS
arm3b3rasa_s3003,d022,209,52,10,0,24,71.3,92.2,1228.8,1228.8,23.0,15.9,13,1,F4 appendage,PASS
arm3b3rasa_s3003,d023,209,46,19,0,17,76.9,119.0,1155.0,1158.9,23.2,14.6,12,1,F2 envelope,F2 envelope
arm4rep_s3004,d152,115,5,7,0,7,0.0,0.0,0.0,0.0,14.8,13.1,11,4,F1 no cavity,F1 no cavity
arm4rep_s3004,d153,189,6,0,0,11,97.4,191.8,1297.6,1297.6,17.6,17.2,7,2,F4 appendage,PASS
arm4rep_s3004,d154,172,0,0,0,17,0.0,0.0,0.0,0.0,17.2,17.2,14,14,F1 no cavity,F1 no cavity
arm4rep_s3004,d155,160,0,0,0,4,157.2,157.2,1215.4,1215.4,15.8,15.8,1,1,PASS,PASS
arm4rep_s3004,d112,185,8,0,0,15,68.3,67.6,1198.2,1213.1,18.6,17.7,4,4,PASS,PASS
arm4rep_s3004,d113,175,2,0,0,14,21.2,67.4,674.5,685.5,17.4,17.3,20,20,F2 envelope,F2 envelope
arm4rep_s3004,d114,131,17,5,1,3,0.0,0.0,0.0,0.0,17.0,13.6,7,2,F1 no cavity,F1 no cavity
arm4rep_s3004,d115,90,0,13,0,29,0.0,0.0,0.0,0.0,16.4,16.4,1,0,F1 no cavity,F1 no cavity
arm4rep_s3004,d228,182,3,0,0,4,0.0,0.0,0.0,0.0,17.0,16.8,4,2,F1 no cavity,F1 no cavity
arm4rep_s3004,d229,182,0,1,0,10,0.0,0.0,0.0,0.0,17.6,17.6,1,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d230,187,6,1,0,7,40.0,13.8,796.5,734.0,17.8,17.3,10,10,F2 envelope,F2 envelope
arm4rep_s3004,d231,174,0,0,0,21,0.0,0.0,0.0,0.0,17.5,17.5,29,29,F1 no cavity,F1 no cavity
arm4rep_s3004,d144,185,7,0,0,18,0.0,0.0,0.0,0.0,17.1,16.6,27,27,F1 no cavity,F1 no cavity
arm4rep_s3004,d145,190,12,0,0,14,28.7,30.2,514.8,488.4,17.6,15.9,22,22,F2 envelope,F2 envelope
arm4rep_s3004,d146,175,0,2,0,14,0.0,0.0,0.0,0.0,16.3,16.2,11,11,F1 no cavity,F1 no cavity
arm4rep_s3004,d147,195,2,1,1,2,0.0,0.0,0.0,0.0,16.4,16.2,7,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d232,173,0,0,0,12,0.0,0.0,0.0,0.0,15.5,15.5,10,10,F1 no cavity,F1 no cavity
arm4rep_s3004,d233,185,7,2,0,10,0.0,0.0,0.0,0.0,18.2,17.4,8,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d234,137,19,0,1,2,0.0,0.0,0.0,0.0,16.9,12.7,6,2,F1 no cavity,F1 no cavity
arm4rep_s3004,d235,190,4,1,0,16,0.0,0.0,0.0,0.0,16.3,15.9,6,6,F1 no cavity,F1 no cavity
arm4rep_s3004,d192,171,0,0,0,16,0.0,0.0,0.0,0.0,18.4,18.4,5,5,F1 no cavity,F1 no cavity
arm4rep_s3004,d193,184,2,2,1,2,0.0,0.0,0.0,0.0,15.4,15.1,1,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d194,137,5,15,0,12,0.0,0.0,0.0,0.0,17.0,15.1,19,19,F1 no cavity,F1 no cavity
arm4rep_s3004,d195,166,0,0,0,21,0.0,0.0,0.0,0.0,17.7,17.7,25,25,F1 no cavity,F1 no cavity
arm4rep_s3004,d220,165,0,0,0,7,0.0,0.0,0.0,0.0,14.8,14.8,12,12,F1 no cavity,F1 no cavity
arm4rep_s3004,d221,172,0,0,0,21,0.0,0.0,0.0,0.0,16.4,16.4,20,20,F1 no cavity,F1 no cavity
arm4rep_s3004,d222,186,3,1,0,5,84.7,85.3,1339.8,1339.8,16.7,16.3,3,3,PASS,PASS
arm4rep_s3004,d223,108,11,0,1,2,0.0,0.0,0.0,0.0,15.4,13.4,4,0,F1 no cavity,F1 no cavity
arm4rep_s3004,d240,174,1,0,0,19,0.0,0.0,0.0,0.0,17.5,17.5,26,26,F1 no cavity,F1 no cavity
arm4rep_s3004,d241,118,12,2,0,4,0.0,0.0,0.0,0.0,14.8,13.6,4,2,F1 no cavity,F1 no cavity
arm4rep_s3004,d242,164,0,0,0,17,0.0,0.0,0.0,0.0,17.3,17.3,26,26,F1 no cavity,F1 no cavity
arm4rep_s3004,d243,97,21,12,0,23,0.0,0.0,0.0,0.0,21.9,15.3,9,0,F1 no cavity,F1 no cavity
arm4rep_s3004,d164,142,0,22,0,9,0.0,0.0,0.0,0.0,19.4,13.6,14,6,F1 no cavity,F1 no cavity
arm4rep_s3004,d165,193,14,1,0,9,106.7,149.9,1323.1,1323.1,19.4,16.8,4,2,PASS,PASS
arm4rep_s3004,d166,137,0,5,0,5,0.0,0.0,0.0,0.0,15.5,14.7,8,6,F1 no cavity,F1 no cavity
arm4rep_s3004,d167,120,15,4,0,12,0.0,0.0,0.0,0.0,16.1,15.4,3,3,F1 no cavity,F1 no cavity
arm4rep_s3004,d248,135,3,14,1,3,33.9,30.7,619.2,640.2,17.6,13.7,18,4,F2 envelope,F2 envelope
arm4rep_s3004,d249,186,6,0,1,3,0.0,0.0,0.0,0.0,16.4,16.0,9,9,F1 no cavity,F1 no cavity
arm4rep_s3004,d250,165,0,1,1,3,111.5,111.5,1312.8,1312.8,15.3,15.2,1,1,PASS,PASS
arm4rep_s3004,d251,104,24,14,0,7,0.0,0.0,0.0,0.0,20.7,13.2,8,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d216,163,0,1,0,7,0.0,0.0,0.0,0.0,15.6,15.6,1,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d217,183,1,1,0,20,0.0,0.0,0.0,0.0,18.3,18.3,32,32,F1 no cavity,F1 no cavity
arm4rep_s3004,d218,165,0,1,0,5,0.0,0.0,0.0,0.0,15.6,15.6,5,5,F1 no cavity,F1 no cavity
arm4rep_s3004,d219,182,0,0,0,14,80.1,80.1,1280.2,1280.2,18.4,18.4,8,8,F4 appendage,F4 appendage
arm4rep_s3004,d252,173,0,0,0,10,0.0,0.0,0.0,0.0,16.3,16.3,1,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d253,175,0,5,0,8,0.0,9.9,0.0,501.1,14.8,14.4,8,8,F1 no cavity,F2 envelope
arm4rep_s3004,d254,193,0,0,0,17,0.0,0.0,0.0,0.0,16.3,16.3,17,17,F1 no cavity,F1 no cavity
arm4rep_s3004,d255,178,0,2,0,6,0.0,0.0,0.0,0.0,15.1,14.9,15,15,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d100,200,48,0,1,2,154.0,122.0,1048.4,1022.9,24.5,14.6,6,2,F2 envelope,F2 envelope
arm3b3rasa_s3003,d101,234,64,1,1,3,0.0,0.0,0.0,0.0,22.4,14.4,11,4,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d102,206,50,0,0,6,82.7,127.2,1357.6,1357.6,21.8,15.4,3,2,PASS,PASS
arm3b3rasa_s3003,d103,216,61,18,0,4,64.4,97.8,1330.6,1330.6,26.7,14.8,16,1,F4 appendage,PASS
arm4rep_s3004,d196,194,13,0,0,8,220.8,89.4,1314.2,1314.2,19.1,16.9,7,1,F4 appendage,PASS
arm4rep_s3004,d197,124,7,0,0,4,0.0,0.0,0.0,0.0,14.4,14.0,10,10,F1 no cavity,F1 no cavity
arm4rep_s3004,d198,191,13,1,0,8,0.0,0.0,0.0,0.0,18.5,16.6,7,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d199,195,0,0,0,17,0.0,0.0,0.0,0.0,18.7,18.7,27,27,F1 no cavity,F1 no cavity
arm4rep_s3004,d204,167,0,1,0,4,0.0,0.0,0.0,0.0,16.0,15.9,1,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d205,175,0,0,0,19,0.0,0.0,0.0,0.0,19.0,19.0,3,3,F1 no cavity,F1 no cavity
arm4rep_s3004,d206,183,2,0,0,18,0.0,0.0,0.0,0.0,18.0,17.9,26,26,F1 no cavity,F1 no cavity
arm4rep_s3004,d207,162,0,1,0,9,119.9,119.9,1154.4,1154.4,16.1,16.1,1,1,F2 envelope,F2 envelope
arm4rep_s3004,d180,134,12,18,1,3,5.6,7.1,658.9,658.9,18.1,13.2,7,0,F2 envelope,F2 envelope
arm4rep_s3004,d181,183,2,0,0,9,0.0,0.0,0.0,0.0,16.5,16.4,2,2,F1 no cavity,F1 no cavity
arm4rep_s3004,d182,126,0,6,0,4,0.0,0.0,0.0,0.0,14.4,13.7,7,3,F1 no cavity,F1 no cavity
arm4rep_s3004,d183,184,0,0,0,19,96.1,96.1,1326.6,1326.6,19.5,19.5,4,4,PASS,PASS
arm5long_s5001,d011,225,51,7,1,2,0.0,0.0,0.0,0.0,24.9,14.5,11,2,F1 no cavity,F1 no cavity
arm5long_s5001,d012,150,0,10,1,2,86.6,107.1,1330.2,1330.2,15.7,14.7,2,1,PASS,PASS
arm5long_s5001,d013,208,1,0,0,49,135.9,135.9,1157.6,1157.6,22.9,22.9,13,13,F2 envelope,F2 envelope
arm5long_s5001,d014,219,55,0,0,12,0.0,0.0,0.0,0.0,22.3,15.2,12,12,F1 no cavity,F1 no cavity
arm4rep_s3004,d212,174,0,2,1,2,0.0,0.0,0.0,0.0,15.0,14.9,7,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d213,179,3,2,0,7,115.6,115.6,1339.9,1339.8,17.0,16.6,4,2,PASS,PASS
arm4rep_s3004,d214,126,5,21,1,2,0.0,0.0,0.0,0.0,20.7,13.0,16,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d215,175,0,0,0,13,0.0,0.0,0.0,0.0,15.5,15.5,16,16,F1 no cavity,F1 no cavity
arm4rep_s3004,d172,133,0,4,1,3,0.0,0.0,0.0,0.0,13.9,13.3,6,6,F1 no cavity,F1 no cavity
arm4rep_s3004,d173,183,0,0,0,18,31.5,31.5,705.5,705.5,17.9,17.9,24,24,F2 envelope,F2 envelope
arm4rep_s3004,d174,170,0,1,1,2,49.5,49.5,935.1,935.1,16.0,16.0,1,1,F2 envelope,F2 envelope
arm4rep_s3004,d175,130,4,3,0,10,0.0,21.6,0.0,407.0,14.6,14.0,9,9,F1 no cavity,F2 envelope
arm4rep_s3004,d244,175,0,0,0,13,0.0,0.0,0.0,0.0,16.1,16.1,9,9,F1 no cavity,F1 no cavity
arm4rep_s3004,d245,180,4,0,0,6,158.5,140.8,1324.2,1324.2,17.1,16.7,1,1,PASS,PASS
arm4rep_s3004,d246,175,0,0,0,6,0.0,0.0,0.0,0.0,17.5,17.5,9,9,F1 no cavity,F1 no cavity
arm4rep_s3004,d247,194,3,10,0,21,0.0,0.0,0.0,0.0,18.4,18.0,27,27,F1 no cavity,F1 no cavity
arm4rep_s3004,d224,170,0,0,1,1,0.0,0.0,0.0,0.0,14.5,14.5,3,3,F1 no cavity,F1 no cavity
arm4rep_s3004,d225,190,1,3,0,16,0.0,0.0,0.0,0.0,17.6,17.5,11,11,F1 no cavity,F1 no cavity
arm4rep_s3004,d226,187,6,0,0,7,25.3,26.6,823.8,823.8,16.6,16.2,2,1,F2 envelope,F2 envelope
arm4rep_s3004,d227,186,1,5,0,4,129.6,148.6,1138.4,1202.1,16.5,16.2,11,7,F2 envelope,F4 appendage
arm4rep_s3004,d188,165,0,0,1,3,122.7,122.7,1119.9,1119.9,16.1,16.1,4,4,F2 envelope,F2 envelope
arm4rep_s3004,d189,184,11,0,0,5,0.0,0.0,0.0,0.0,17.7,16.0,4,4,F1 no cavity,F1 no cavity
arm4rep_s3004,d190,188,12,0,1,2,116.6,112.3,1325.2,1325.2,18.5,16.3,8,1,F4 appendage,PASS
arm4rep_s3004,d191,180,4,13,0,13,0.0,0.0,0.0,0.0,18.5,17.3,21,21,F1 no cavity,F1 no cavity
arm4rep_s3004,d200,123,25,1,0,4,5.8,4.8,821.5,924.8,18.9,12.9,11,2,F2 envelope,F2 envelope
arm4rep_s3004,d201,177,7,0,0,18,0.0,0.0,0.0,0.0,16.9,16.6,12,12,F1 no cavity,F1 no cavity
arm4rep_s3004,d202,154,16,23,1,2,0.0,0.0,0.0,0.0,20.7,13.4,17,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d203,159,0,1,0,10,107.6,107.6,1330.2,1330.1,16.2,16.2,1,1,PASS,PASS
arm5long_s5001,d071,155,3,1,0,4,0.0,0.0,0.0,0.0,14.3,14.1,3,1,F1 no cavity,F1 no cavity
arm5long_s5001,d072,193,42,17,0,9,73.2,132.6,1238.9,1253.2,24.5,14.8,15,1,F4 appendage,PASS
arm5long_s5001,d073,209,45,0,0,5,0.0,0.0,0.0,0.0,24.9,15.2,11,4,F1 no cavity,F1 no cavity
arm5long_s5001,d074,227,55,15,1,2,0.0,0.0,0.0,0.0,24.1,14.5,10,10,F1 no cavity,F1 no cavity
arm5long_s5001,d015,195,47,5,0,6,0.0,0.0,0.0,0.0,24.6,14.1,21,2,F1 no cavity,F1 no cavity
arm5long_s5001,d016,211,47,5,0,4,0.0,0.0,0.0,0.0,25.0,14.5,12,1,F1 no cavity,F1 no cavity
arm5long_s5001,d017,224,65,14,1,3,0.0,0.0,0.0,0.0,24.6,13.7,9,1,F1 no cavity,F1 no cavity
arm5long_s5001,d018,239,59,14,1,2,0.0,0.0,0.0,0.0,23.8,14.4,15,6,F1 no cavity,F1 no cavity
arm5long_s5001,d083,219,52,0,0,6,0.0,0.0,0.0,0.0,20.4,14.3,8,8,F1 no cavity,F1 no cavity
arm5long_s5001,d084,185,46,1,0,4,0.0,0.0,0.0,0.0,25.1,13.7,11,2,F1 no cavity,F1 no cavity
arm5long_s5001,d085,234,62,18,1,3,0.0,0.0,0.0,0.0,28.1,14.1,10,1,F1 no cavity,F1 no cavity
arm5long_s5001,d086,222,54,8,0,9,0.0,0.0,0.0,0.0,23.4,13.9,15,15,F1 no cavity,F1 no cavity
arm5long_s5001,d035,230,65,16,1,2,0.0,0.0,0.0,0.0,24.5,13.8,6,1,F1 no cavity,F1 no cavity
arm5long_s5001,d036,210,61,1,0,4,0.0,0.0,0.0,0.0,24.3,13.7,8,2,F1 no cavity,F1 no cavity
arm5long_s5001,d037,175,9,6,0,7,0.0,0.0,0.0,0.0,15.8,14.7,9,1,F1 no cavity,F1 no cavity
arm5long_s5001,d038,222,49,0,0,6,0.0,0.0,0.0,0.0,21.8,14.8,13,6,F1 no cavity,F1 no cavity
arm4rep_s3004,d256,165,0,0,0,14,23.5,23.5,936.8,936.8,17.9,17.9,8,8,F2 envelope,F2 envelope
arm4rep_s3004,d257,166,0,1,1,3,115.8,115.8,1320.1,1320.1,15.1,15.0,1,1,PASS,PASS
arm4rep_s3004,d258,172,7,0,0,6,0.0,0.0,0.0,0.0,15.5,15.0,16,16,F1 no cavity,F1 no cavity
arm4rep_s3004,d259,179,0,3,0,9,0.0,0.0,0.0,0.0,15.6,15.5,1,1,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d060,229,59,15,1,2,186.6,187.3,1198.0,1158.4,25.4,15.1,6,2,F4 appendage,F2 envelope
arm3b3rasa_s3003,d061,214,58,0,0,9,0.0,0.0,0.0,0.0,22.2,13.8,11,8,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d062,203,42,11,1,2,90.5,96.8,1169.8,1169.8,26.8,14.9,15,1,F2 envelope,F2 envelope
arm3b3rasa_s3003,d063,196,0,8,0,49,76.0,76.0,1325.9,1325.9,25.3,25.6,15,15,F4 appendage,F4 appendage
arm4rep_s3004,d260,172,5,0,0,4,69.1,124.0,1174.0,1269.4,16.7,16.0,2,1,F2 envelope,PASS
arm5long_s5001,d000,222,63,18,1,2,0.0,0.0,0.0,0.0,22.9,13.7,16,4,F1 no cavity,F1 no cavity
arm5long_s5001,d001,218,58,0,0,4,0.0,0.0,0.0,0.0,23.5,14.9,16,3,F1 no cavity,F1 no cavity
arm5long_s5001,d002,224,63,3,1,2,78.0,75.0,1077.9,1078.0,23.3,14.9,13,6,F2 envelope,F2 envelope
arm5long_s5001,d143,184,45,0,0,6,0.0,0.0,0.0,0.0,24.9,13.8,18,1,F1 no cavity,F1 no cavity
arm5long_s5001,d144,225,56,2,0,4,0.0,0.0,0.0,0.0,24.1,15.1,18,2,F1 no cavity,F1 no cavity
arm5long_s5001,d145,226,58,16,0,4,0.0,0.0,0.0,0.0,23.3,14.3,18,4,F1 no cavity,F1 no cavity
arm5long_s5001,d146,224,64,0,1,2,0.0,0.0,0.0,0.0,22.2,14.0,9,9,F1 no cavity,F1 no cavity
arm5long_s5001,d183,217,49,6,0,4,0.0,0.0,0.0,0.0,23.8,14.6,22,12,F1 no cavity,F1 no cavity
arm5long_s5001,d184,226,40,18,1,2,0.0,0.0,0.0,0.0,26.3,14.8,13,1,F1 no cavity,F1 no cavity
arm5long_s5001,d185,212,56,13,1,3,84.5,90.9,1203.1,1203.1,22.5,15.1,18,6,F4 appendage,F4 appendage
arm5long_s5001,d186,218,37,22,1,2,0.0,0.0,0.0,0.0,24.7,14.4,18,2,F1 no cavity,F1 no cavity
arm5long_s5001,d055,205,59,17,1,2,0.0,0.0,0.0,0.0,24.2,13.4,18,1,F1 no cavity,F1 no cavity
arm5long_s5001,d056,212,49,0,0,8,0.0,0.0,0.0,0.0,22.9,14.4,43,2,F1 no cavity,F1 no cavity
arm5long_s5001,d057,200,44,12,1,2,0.0,0.0,0.0,0.0,25.3,14.1,17,5,F1 no cavity,F1 no cavity
arm5long_s5001,d058,225,57,0,0,5,0.0,0.0,0.0,0.0,24.8,14.8,11,1,F1 no cavity,F1 no cavity
arm5long_s5001,d095,178,15,17,1,2,0.0,0.0,0.0,0.0,18.5,14.0,11,11,F1 no cavity,F1 no cavity
arm5long_s5001,d096,218,50,11,1,3,106.5,103.5,1330.8,1320.4,25.2,15.3,9,4,F4 appendage,PASS
arm5long_s5001,d097,173,6,4,0,4,0.0,0.0,0.0,0.0,16.2,15.2,12,6,F1 no cavity,F1 no cavity
arm5long_s5001,d098,202,47,16,1,1,0.0,0.0,0.0,0.0,24.7,13.3,7,2,F1 no cavity,F1 no cavity
arm5long_s5001,d135,208,48,20,1,3,0.0,0.0,0.0,0.0,25.2,13.5,9,2,F1 no cavity,F1 no cavity
arm5long_s5001,d136,212,50,11,1,2,125.5,112.3,1110.6,1110.6,24.0,14.6,25,4,F2 envelope,F2 envelope
arm5long_s5001,d137,213,0,17,0,56,0.0,0.0,0.0,0.0,24.6,24.5,13,13,F1 no cavity,F1 no cavity
arm5long_s5001,d138,207,57,3,1,3,0.0,0.0,0.0,0.0,23.5,13.8,9,6,F1 no cavity,F1 no cavity
arm5long_s5001,d063,204,47,12,1,2,0.0,0.0,0.0,0.0,24.6,14.2,8,5,F1 no cavity,F1 no cavity
arm5long_s5001,d064,227,50,0,1,3,0.0,0.0,0.0,0.0,22.0,15.2,6,5,F1 no cavity,F1 no cavity
arm5long_s5001,d065,207,53,10,0,6,0.0,0.0,0.0,0.0,21.0,13.7,14,14,F1 no cavity,F1 no cavity
arm5long_s5001,d066,224,1,19,0,53,0.0,0.0,0.0,0.0,25.8,24.5,18,11,F1 no cavity,F1 no cavity
arm5long_s5001,d247,221,52,11,1,3,0.0,0.0,0.0,0.0,22.3,14.7,10,4,F1 no cavity,F1 no cavity
arm5long_s5001,d248,197,47,0,0,8,0.0,0.0,0.0,0.0,26.3,14.6,12,12,F1 no cavity,F1 no cavity
arm5long_s5001,d249,172,19,8,1,3,0.0,0.0,0.0,0.0,19.2,14.1,11,11,F1 no cavity,F1 no cavity
arm5long_s5001,d250,213,56,3,0,8,0.0,0.0,0.0,0.0,24.1,15.0,9,4,F1 no cavity,F1 no cavity
arm5long_s5001,d067,207,51,0,0,6,0.0,0.0,0.0,0.0,20.4,14.2,16,16,F1 no cavity,F1 no cavity
arm5long_s5001,d068,212,0,0,0,53,0.0,0.0,0.0,0.0,24.3,24.3,12,12,F1 no cavity,F1 no cavity
arm5long_s5001,d069,214,59,13,1,2,0.0,0.0,0.0,0.0,24.7,13.3,22,1,F1 no cavity,F1 no cavity
arm5long_s5001,d070,199,57,0,1,3,0.0,0.0,0.0,0.0,28.5,13.7,16,3,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d108,211,52,18,0,5,127.9,78.8,1279.9,1279.9,24.5,14.9,19,1,F4 appendage,PASS
arm3b3rasa_s3003,d109,214,63,0,1,3,97.4,170.9,1097.5,1097.5,25.0,14.7,8,2,F2 envelope,F2 envelope
arm3b3rasa_s3003,d110,226,52,18,0,6,116.9,97.2,1253.2,1206.9,26.6,15.4,18,3,F4 appendage,PASS
arm3b3rasa_s3003,d111,223,51,15,1,3,156.6,106.5,1221.5,1221.5,24.4,15.3,14,3,F4 appendage,PASS
arm5long_s5001,d099,223,64,3,0,17,0.0,0.0,0.0,0.0,22.6,15.5,16,8,F1 no cavity,F1 no cavity
arm5long_s5001,d100,227,57,1,1,3,0.0,0.0,0.0,0.0,24.9,14.7,12,1,F1 no cavity,F1 no cavity
arm5long_s5001,d101,225,65,7,1,2,108.9,199.8,1257.5,1252.8,24.8,14.9,24,3,F4 appendage,PASS
arm5long_s5001,d102,215,54,15,1,3,0.0,0.0,0.0,0.0,24.3,13.8,12,2,F1 no cavity,F1 no cavity
arm5long_s5001,d075,218,45,9,1,3,0.0,0.0,0.0,0.0,24.9,14.7,14,1,F1 no cavity,F1 no cavity
arm5long_s5001,d076,197,47,0,1,2,0.0,0.0,0.0,0.0,26.2,14.5,21,7,F1 no cavity,F1 no cavity
arm5long_s5001,d077,222,61,5,1,3,0.0,0.0,0.0,0.0,24.0,14.6,9,4,F1 no cavity,F1 no cavity
arm5long_s5001,d078,193,42,0,0,8,138.5,75.8,1367.2,1367.2,23.9,15.5,7,4,F4 appendage,PASS
arm5long_s5001,d039,238,67,2,0,4,0.0,0.0,0.0,0.0,26.2,14.7,19,3,F1 no cavity,F1 no cavity
arm5long_s5001,d040,229,57,15,1,2,0.0,0.0,0.0,0.0,24.1,13.8,11,5,F1 no cavity,F1 no cavity
arm5long_s5001,d041,209,57,0,1,2,119.9,98.5,1254.2,1254.2,23.6,15.0,8,1,F4 appendage,PASS
arm5long_s5001,d042,201,51,0,1,2,81.2,148.8,1276.2,1270.5,24.8,14.9,21,2,F4 appendage,PASS
arm5long_s5001,d179,206,50,0,1,2,0.0,0.0,0.0,0.0,23.0,13.8,17,8,F1 no cavity,F1 no cavity
arm5long_s5001,d180,199,15,11,0,32,151.2,64.8,1316.8,1356.2,22.5,19.7,19,15,F4 appendage,F4 appendage
arm5long_s5001,d181,223,53,16,1,3,0.0,0.0,0.0,0.0,22.3,14.0,16,3,F1 no cavity,F1 no cavity
arm5long_s5001,d182,199,47,7,1,2,0.0,0.0,0.0,0.0,22.8,13.3,26,3,F1 no cavity,F1 no cavity
arm5long_s5001,d003,234,56,0,1,2,0.0,0.0,0.0,0.0,23.7,16.3,8,5,F1 no cavity,F1 no cavity
arm5long_s5001,d004,197,38,0,1,1,82.1,161.1,1289.0,1289.0,26.0,15.1,6,2,F4 appendage,PASS
arm5long_s5001,d005,211,59,5,0,6,0.0,0.0,0.0,0.0,23.1,14.8,7,2,F1 no cavity,F1 no cavity
arm5long_s5001,d006,242,66,0,0,15,0.0,0.0,0.0,0.0,24.8,16.0,20,2,F1 no cavity,F1 no cavity
arm5long_s5001,d127,211,47,18,1,1,34.1,20.3,865.6,846.6,25.0,13.4,8,6,F2 envelope,F2 envelope
arm5long_s5001,d128,214,46,0,1,3,0.0,0.0,0.0,0.0,24.2,14.5,15,5,F1 no cavity,F1 no cavity
arm5long_s5001,d129,215,66,8,0,4,0.0,0.0,0.0,0.0,24.2,13.7,13,4,F1 no cavity,F1 no cavity
arm5long_s5001,d130,216,47,11,1,3,0.0,0.0,0.0,0.0,24.5,14.4,11,6,F1 no cavity,F1 no cavity
arm5long_s5001,d027,205,50,12,1,2,63.9,19.7,919.2,919.2,22.7,14.0,19,1,F2 envelope,F2 envelope
arm5long_s5001,d028,221,57,16,1,2,0.0,0.0,0.0,0.0,24.2,13.9,14,2,F1 no cavity,F1 no cavity
arm5long_s5001,d029,232,42,18,1,3,117.3,81.6,1262.5,1262.5,22.4,14.9,17,2,F4 appendage,PASS
arm5long_s5001,d030,214,45,14,0,15,103.5,128.5,1264.1,1264.1,22.9,15.9,18,3,F4 appendage,PASS
arm5long_s5001,d019,215,60,0,0,8,67.8,66.7,1238.0,1238.0,24.2,14.9,8,4,F4 appendage,PASS
arm5long_s5001,d020,211,48,22,1,1,0.0,0.0,0.0,0.0,24.6,13.3,11,3,F1 no cavity,F1 no cavity
arm5long_s5001,d021,221,52,0,1,3,0.0,0.0,0.0,0.0,21.5,14.6,10,3,F1 no cavity,F1 no cavity
arm5long_s5001,d022,216,62,0,1,2,188.1,107.8,1076.2,1088.1,24.9,14.9,11,2,F2 envelope,F2 envelope
arm5long_s5001,d111,225,54,16,0,5,0.0,0.0,0.0,0.0,22.2,13.9,17,3,F1 no cavity,F1 no cavity
arm5long_s5001,d112,232,65,18,1,3,0.0,0.0,0.0,0.0,24.1,13.4,10,8,F1 no cavity,F1 no cavity
arm5long_s5001,d113,237,8,13,0,50,0.0,0.0,0.0,0.0,23.8,23.8,9,6,F1 no cavity,F1 no cavity
arm5long_s5001,d114,212,51,12,1,2,150.8,120.5,1201.0,1201.0,24.3,14.7,20,4,F4 appendage,PASS
arm5long_s5001,d207,204,48,8,0,5,0.0,0.0,0.0,0.0,21.4,14.1,14,5,F1 no cavity,F1 no cavity
arm5long_s5001,d208,222,48,12,1,3,0.0,0.0,0.0,0.0,24.4,14.6,6,3,F1 no cavity,F1 no cavity
arm5long_s5001,d209,204,47,11,1,3,0.0,0.0,0.0,0.0,26.5,13.6,7,2,F1 no cavity,F1 no cavity
arm5long_s5001,d210,207,48,5,1,3,0.0,0.0,0.0,0.0,22.7,14.0,24,2,F1 no cavity,F1 no cavity
arm5long_s5001,d239,215,44,11,1,2,0.0,0.0,0.0,0.0,24.0,14.8,17,1,F1 no cavity,F1 no cavity
arm5long_s5001,d240,207,47,16,1,3,0.0,0.0,0.0,0.0,22.4,13.0,12,4,F1 no cavity,F1 no cavity
arm5long_s5001,d241,211,52,0,1,2,0.0,0.0,0.0,0.0,22.1,14.1,6,2,F1 no cavity,F1 no cavity
arm5long_s5001,d242,219,41,19,1,3,0.0,0.0,0.0,0.0,24.2,14.2,9,1,F1 no cavity,F1 no cavity
arm5long_s5001,d119,217,59,0,1,3,92.2,103.7,1359.5,1359.5,26.1,14.8,10,0,F4 appendage,PASS
arm5long_s5001,d120,215,58,3,0,4,0.0,0.0,0.0,0.0,23.7,14.2,17,1,F1 no cavity,F1 no cavity
arm5long_s5001,d121,188,43,17,0,4,84.2,125.3,1356.8,1309.8,22.8,14.2,11,2,F4 appendage,PASS
arm5long_s5001,d122,200,53,1,1,2,0.0,0.0,0.0,0.0,22.0,14.4,15,2,F1 no cavity,F1 no cavity
arm5long_s5001,d043,235,60,0,0,6,80.8,90.9,1242.4,1244.1,26.8,15.7,11,4,F4 appendage,PASS
arm5long_s5001,d044,225,54,16,1,2,0.0,0.0,0.0,0.0,25.3,14.4,9,3,F1 no cavity,F1 no cavity
arm5long_s5001,d045,231,61,22,0,4,0.0,0.0,0.0,0.0,24.1,14.3,7,4,F1 no cavity,F1 no cavity
