arm,design,n_main,n_cut_lead,n_cut_tail,cuttable,internal_run,cav_before,cav_after,env_before,env_after,rg_before,rg_after,app_before,app_after,verdict_before,verdict_after
arm3b3rasa_s3003,d074,216,42,22,0,4,120.1,71.7,1360.1,1360.1,26.6,14.7,15,5,F4 appendage,F4 appendage
arm3b3rasa_s3003,d075,218,60,15,1,2,45.6,0.0,1066.1,0.0,24.6,13.7,13,3,F2 envelope,F1 no cavity
arm4rep_s3004,d064,150,0,23,0,13,4.3,0.0,726.0,0.0,20.6,14.1,24,10,F2 envelope,F1 no cavity
arm4rep_s3004,d065,179,0,0,0,16,48.4,48.4,1015.4,1015.4,16.7,16.7,8,8,F2 envelope,F2 envelope
arm4rep_s3004,d066,123,2,0,0,14,0.0,0.0,0.0,0.0,14.9,14.8,17,17,F1 no cavity,F1 no cavity
arm4rep_s3004,d067,190,0,0,1,3,0.0,0.0,0.0,0.0,16.4,16.4,4,4,F1 no cavity,F1 no cavity
arm4rep_s3004,d048,176,0,1,0,15,0.0,0.0,0.0,0.0,16.1,16.1,16,16,F1 no cavity,F1 no cavity
arm4rep_s3004,d049,167,0,1,0,6,105.6,105.6,1263.6,1263.8,16.0,15.9,2,2,PASS,PASS
arm4rep_s3004,d050,197,5,4,1,3,0.0,0.0,0.0,0.0,16.4,15.8,12,12,F1 no cavity,F1 no cavity
arm4rep_s3004,d051,164,24,22,0,4,0.0,0.0,0.0,0.0,20.1,12.8,15,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d012,177,5,1,0,8,30.0,31.3,771.1,771.1,17.5,16.9,5,5,F2 envelope,F2 envelope
arm4rep_s3004,d013,127,11,2,0,16,0.0,0.0,0.0,0.0,16.5,16.2,10,10,F1 no cavity,F1 no cavity
arm4rep_s3004,d014,184,6,2,0,16,0.0,0.0,0.0,0.0,18.6,18.2,8,8,F1 no cavity,F1 no cavity
arm4rep_s3004,d015,171,3,2,0,5,114.0,119.0,1365.4,1365.4,16.5,16.2,1,1,PASS,PASS
arm3b3rasa_s3003,d012,239,58,13,0,10,9.3,0.0,640.6,0.0,21.5,15.1,14,14,F2 envelope,F1 no cavity
arm3b3rasa_s3003,d013,159,5,6,1,2,67.8,116.2,1251.6,1251.6,16.0,14.9,7,2,F4 appendage,PASS
arm3b3rasa_s3003,d014,206,50,3,1,2,0.0,0.0,0.0,0.0,22.0,14.1,9,4,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d015,222,53,18,0,13,0.0,0.0,0.0,0.0,23.6,14.7,14,4,F1 no cavity,F1 no cavity
arm4rep_s3004,d072,145,10,2,1,3,0.0,0.0,0.0,0.0,15.1,13.5,7,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d073,133,0,0,0,15,0.0,0.0,0.0,0.0,17.8,17.8,4,4,F1 no cavity,F1 no cavity
arm4rep_s3004,d074,176,0,0,1,3,78.0,78.0,1203.6,1203.6,16.5,16.5,5,5,F4 appendage,F4 appendage
arm4rep_s3004,d075,159,0,0,0,5,120.3,120.3,1189.0,1189.0,15.6,15.6,1,1,PASS,PASS
arm4rep_s3004,d124,170,0,0,0,6,0.0,0.0,0.0,0.0,15.9,15.9,1,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d125,147,15,0,0,21,0.0,0.0,0.0,0.0,19.9,19.2,26,26,F1 no cavity,F1 no cavity
arm4rep_s3004,d126,164,18,0,0,23,0.0,0.0,0.0,0.0,19.6,19.0,31,31,F1 no cavity,F1 no cavity
arm4rep_s3004,d127,118,15,0,1,3,0.0,0.0,0.0,0.0,15.0,13.6,8,4,F1 no cavity,F1 no cavity
arm4rep_s3004,d132,196,4,0,0,20,0.0,0.0,0.0,0.0,18.2,18.0,8,8,F1 no cavity,F1 no cavity
arm4rep_s3004,d133,178,0,0,0,16,0.0,0.0,0.0,0.0,16.4,16.4,7,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d134,173,6,0,0,12,0.0,0.0,0.0,0.0,16.6,15.9,13,13,F1 no cavity,F1 no cavity
arm4rep_s3004,d135,192,11,0,1,1,144.9,140.2,1309.0,1309.0,17.7,15.7,7,2,F4 appendage,PASS
arm3b3rasa_s3003,d084,207,52,18,0,4,0.0,0.0,0.0,0.0,25.5,13.5,8,2,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d085,222,59,23,1,2,152.7,98.7,1234.0,1234.0,23.5,14.4,21,1,F4 appendage,PASS
arm3b3rasa_s3003,d086,211,42,16,0,5,0.0,0.0,0.0,0.0,22.9,13.8,11,6,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d087,209,57,0,1,2,129.2,140.8,1200.1,1229.9,24.7,15.3,12,2,F4 appendage,PASS
arm3b3rasa_s3003,d016,222,51,14,1,3,155.1,91.6,1278.4,1292.8,25.1,15.1,18,2,F4 appendage,PASS
arm3b3rasa_s3003,d017,204,42,23,0,5,81.2,71.5,1345.4,1345.4,24.2,14.8,12,1,F4 appendage,PASS
arm3b3rasa_s3003,d018,235,51,6,1,2,0.0,0.0,0.0,0.0,26.8,14.8,11,3,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d019,211,65,1,1,2,0.0,0.0,0.0,0.0,24.0,13.7,8,3,F1 no cavity,F1 no cavity
arm4rep_s3004,d060,168,0,0,0,8,0.0,0.0,0.0,0.0,15.5,15.5,1,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d061,190,12,0,0,16,89.2,116.4,1346.4,1346.2,19.4,17.9,6,4,F4 appendage,PASS
arm4rep_s3004,d062,83,10,4,0,9,0.0,0.0,0.0,0.0,15.8,14.1,9,5,F1 no cavity,F1 no cavity
arm4rep_s3004,d063,175,0,0,0,13,116.2,116.2,1234.9,1234.9,17.6,17.6,5,5,F4 appendage,F4 appendage
arm3b3rasa_s3003,d056,199,2,13,0,45,134.8,134.8,1164.5,1164.5,20.7,20.4,15,15,F2 envelope,F2 envelope
arm3b3rasa_s3003,d057,229,61,15,1,2,0.0,0.0,0.0,0.0,26.1,13.7,9,2,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d058,233,52,17,1,2,0.0,0.0,0.0,0.0,26.2,13.6,6,5,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d059,229,63,20,0,8,127.7,100.4,1296.1,1296.1,26.8,14.9,12,3,F4 appendage,PASS
arm3b3rasa_s3003,d068,209,53,9,1,2,76.7,58.1,1273.8,1273.8,26.2,15.1,9,1,F4 appendage,PASS
arm3b3rasa_s3003,d069,222,52,19,0,5,0.0,0.0,0.0,0.0,24.6,14.1,20,11,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d070,202,48,3,0,5,0.0,0.0,0.0,0.0,23.4,14.8,12,9,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d071,203,50,1,0,4,166.1,85.5,1167.0,1051.6,23.3,15.2,11,4,F2 envelope,F2 envelope
arm4rep_s3004,d032,159,0,0,0,5,187.1,187.1,1375.1,1375.1,16.0,16.0,1,1,PASS,PASS
arm4rep_s3004,d033,197,9,0,0,6,165.7,134.4,1207.8,1207.8,18.2,16.9,8,2,F4 appendage,PASS
arm4rep_s3004,d034,145,0,0,0,5,63.5,63.5,1228.1,1228.1,15.7,15.7,1,1,PASS,PASS
arm4rep_s3004,d035,123,1,4,0,9,0.0,0.0,0.0,0.0,14.9,14.7,6,5,F1 no cavity,F1 no cavity
arm4rep_s3004,d120,181,3,0,1,3,0.0,0.0,0.0,0.0,15.7,15.5,3,3,F1 no cavity,F1 no cavity
arm4rep_s3004,d121,168,0,0,0,8,83.4,83.4,1301.5,1301.5,16.4,16.4,1,1,PASS,PASS
arm4rep_s3004,d122,178,0,0,0,14,0.0,0.0,0.0,0.0,15.6,15.6,10,10,F1 no cavity,F1 no cavity
arm4rep_s3004,d123,154,0,0,0,7,144.1,144.1,1346.9,1346.9,16.4,16.4,1,1,PASS,PASS
arm3b3rasa_s3003,d048,211,62,11,1,3,131.5,100.9,1331.0,1317.0,26.1,14.5,13,3,F4 appendage,PASS
arm3b3rasa_s3003,d049,204,46,20,1,1,0.0,0.0,0.0,0.0,25.0,13.2,18,3,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d050,223,56,16,1,3,192.5,179.3,1129.2,1129.2,24.3,14.8,21,2,F2 envelope,F2 envelope
arm3b3rasa_s3003,d051,201,55,6,1,3,0.0,0.0,0.0,0.0,27.2,13.4,9,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d004,189,13,2,0,6,164.2,87.3,1381.1,1381.1,18.9,16.6,4,2,PASS,PASS
arm4rep_s3004,d005,131,4,3,0,13,0.0,0.0,0.0,0.0,16.0,15.5,8,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d006,206,12,2,0,19,0.0,0.0,0.0,0.0,19.3,18.0,28,28,F1 no cavity,F1 no cavity
arm4rep_s3004,d007,148,0,0,0,9,74.7,74.7,1358.4,1358.4,15.1,15.1,1,1,PASS,PASS
arm4rep_s3004,d116,168,2,0,0,10,0.0,0.0,0.0,0.0,16.4,16.1,1,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d117,152,0,2,0,7,96.6,96.6,1337.1,1337.1,15.8,15.8,1,1,PASS,PASS
arm4rep_s3004,d118,199,6,0,0,18,0.0,0.0,0.0,0.0,18.5,18.1,28,28,F1 no cavity,F1 no cavity
arm4rep_s3004,d119,166,2,0,0,6,0.0,0.0,0.0,0.0,16.0,15.7,1,1,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d092,208,49,0,0,9,147.1,84.5,1102.5,1102.5,24.9,15.6,10,3,F2 envelope,F2 envelope
arm3b3rasa_s3003,d093,209,55,9,1,2,134.4,97.0,1274.0,1274.0,26.5,14.8,6,1,F4 appendage,PASS
arm3b3rasa_s3003,d094,204,53,1,0,5,0.0,0.0,0.0,0.0,24.6,14.7,11,1,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d095,165,3,17,0,4,97.6,149.5,1261.8,1261.8,17.1,14.5,18,2,F4 appendage,PASS
arm4rep_s3004,d084,168,0,2,0,6,138.9,138.9,1366.4,1366.2,16.2,16.2,1,1,PASS,PASS
arm4rep_s3004,d085,105,16,13,0,24,0.0,0.0,0.0,0.0,19.2,17.0,26,26,F1 no cavity,F1 no cavity
arm4rep_s3004,d086,157,5,23,0,7,0.0,0.0,0.0,0.0,18.9,14.7,26,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d087,148,21,15,0,17,0.0,0.0,0.0,0.0,19.9,16.1,16,11,F1 no cavity,F1 no cavity
arm4rep_s3004,d080,160,0,11,0,9,110.8,108.9,1311.2,1311.2,17.3,16.2,12,2,F4 appendage,PASS
arm4rep_s3004,d081,182,0,0,0,21,0.0,0.0,0.0,0.0,17.5,17.5,16,16,F1 no cavity,F1 no cavity
arm4rep_s3004,d082,204,9,0,0,19,0.0,0.0,0.0,0.0,19.5,19.3,25,25,F1 no cavity,F1 no cavity
arm4rep_s3004,d083,177,2,1,0,8,0.0,0.0,0.0,0.0,17.4,17.2,5,5,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d008,197,40,17,1,2,98.3,103.5,1359.1,1359.1,26.8,14.8,5,1,F4 appendage,PASS
arm3b3rasa_s3003,d009,201,54,1,1,3,0.0,0.0,0.0,0.0,24.9,14.9,11,5,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d010,227,52,18,0,4,0.0,0.0,0.0,0.0,23.9,14.7,13,5,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d011,209,58,16,1,2,0.0,0.0,0.0,0.0,24.6,13.7,18,1,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d040,224,59,8,0,12,145.8,100.0,1291.5,1291.5,24.3,15.2,11,5,F4 appendage,F4 appendage
arm3b3rasa_s3003,d041,208,42,0,0,8,0.0,0.0,0.0,0.0,23.4,14.9,18,18,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d042,146,5,1,1,2,0.0,0.0,0.0,0.0,14.2,13.8,6,4,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d043,207,51,18,0,9,135.4,106.3,1264.1,1264.1,24.3,15.1,14,1,F4 appendage,PASS
arm3b3rasa_s3003,d064,214,64,1,1,2,0.0,0.0,0.0,0.0,24.3,13.6,12,7,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d065,228,16,13,0,35,0.0,0.0,0.0,0.0,22.1,20.0,18,9,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d066,237,61,14,0,4,0.0,0.0,0.0,0.0,24.1,14.1,15,4,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d067,209,12,5,0,46,214.7,104.5,1246.9,1246.9,23.0,22.7,13,12,F4 appendage,F4 appendage
arm4rep_s3004,d148,111,2,0,1,3,0.0,0.0,0.0,0.0,14.0,13.9,3,3,F1 no cavity,F1 no cavity
arm4rep_s3004,d149,186,1,5,0,4,0.0,0.0,0.0,0.0,15.9,15.3,6,2,F1 no cavity,F1 no cavity
arm4rep_s3004,d150,135,3,0,0,15,3.9,3.9,765.6,765.6,15.9,15.7,20,20,F2 envelope,F2 envelope
arm4rep_s3004,d151,164,0,0,1,3,0.0,0.0,0.0,0.0,14.0,14.0,2,2,F1 no cavity,F1 no cavity
arm4rep_s3004,d136,118,10,0,0,5,0.0,0.0,0.0,0.0,14.6,12.7,10,4,F1 no cavity,F1 no cavity
arm4rep_s3004,d137,166,10,0,0,4,140.4,79.3,1419.0,1419.0,17.9,16.3,7,2,F4 appendage,PASS
arm4rep_s3004,d138,135,13,0,0,19,0.0,0.0,0.0,0.0,18.2,17.7,8,8,F1 no cavity,F1 no cavity
arm4rep_s3004,d139,182,0,6,1,2,0.0,0.0,0.0,0.0,14.9,14.5,10,10,F1 no cavity,F1 no cavity
arm4rep_s3004,d100,196,5,0,0,19,0.0,0.0,0.0,0.0,17.6,17.5,27,27,F1 no cavity,F1 no cavity
arm4rep_s3004,d101,119,4,0,1,2,0.0,0.0,0.0,0.0,13.6,13.4,7,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d102,165,0,0,0,17,0.0,0.0,0.0,0.0,16.0,16.0,6,6,F1 no cavity,F1 no cavity
arm4rep_s3004,d103,169,0,0,0,9,67.2,67.2,1340.5,1340.5,16.5,16.5,1,1,PASS,PASS
arm3b3rasa_s3003,d076,168,2,13,0,6,0.0,0.0,0.0,0.0,15.4,13.9,10,5,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d077,218,48,21,0,12,115.3,149.5,1248.6,1277.0,25.6,15.0,17,4,F4 appendage,PASS
arm3b3rasa_s3003,d078,224,52,16,1,2,0.0,0.0,0.0,0.0,26.2,14.2,7,4,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d079,194,40,5,1,2,0.0,0.0,0.0,0.0,24.6,14.3,16,5,F1 no cavity,F1 no cavity
arm4rep_s3004,d096,180,7,0,0,5,0.0,0.0,0.0,0.0,17.0,16.1,7,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d097,212,10,0,0,19,0.0,0.0,0.0,0.0,18.7,18.1,9,9,F1 no cavity,F1 no cavity
arm4rep_s3004,d098,184,8,0,0,12,0.0,0.0,0.0,0.0,16.5,15.9,24,24,F1 no cavity,F1 no cavity
arm4rep_s3004,d099,184,14,0,0,10,0.0,0.0,0.0,0.0,18.7,16.3,10,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d140,128,10,0,0,4,0.0,0.0,0.0,0.0,14.6,13.9,8,8,F1 no cavity,F1 no cavity
arm4rep_s3004,d141,178,1,0,0,13,0.0,0.0,0.0,0.0,17.3,17.3,6,6,F1 no cavity,F1 no cavity
arm4rep_s3004,d142,123,2,11,1,2,0.0,0.0,0.0,0.0,16.3,13.3,15,4,F1 no cavity,F1 no cavity
arm4rep_s3004,d143,145,0,0,1,2,141.0,141.0,1266.8,1266.8,15.6,15.6,1,1,PASS,PASS
arm4rep_s3004,d016,191,0,0,0,20,119.9,119.9,1164.5,1164.5,18.9,18.9,4,4,F2 envelope,F2 envelope
arm4rep_s3004,d017,149,22,19,1,2,0.0,0.0,0.0,0.0,18.9,13.1,9,3,F1 no cavity,F1 no cavity
arm4rep_s3004,d018,113,0,0,0,4,0.0,0.0,0.0,0.0,12.9,12.9,2,2,F1 no cavity,F1 no cavity
arm4rep_s3004,d019,189,1,0,0,19,0.0,0.0,0.0,0.0,17.4,17.3,27,27,F1 no cavity,F1 no cavity
arm4rep_s3004,d076,182,3,2,0,12,115.3,115.3,1337.9,1338.0,18.0,17.8,5,5,F4 appendage,F4 appendage
arm4rep_s3004,d077,203,16,6,1,2,0.0,0.0,0.0,0.0,17.6,14.9,9,9,F1 no cavity,F1 no cavity
arm4rep_s3004,d078,180,0,0,0,12,0.0,0.0,0.0,0.0,17.1,17.1,5,5,F1 no cavity,F1 no cavity
arm4rep_s3004,d079,136,15,11,0,4,0.0,0.0,0.0,0.0,17.3,13.2,16,5,F1 no cavity,F1 no cavity
arm4rep_s3004,d168,188,2,0,0,14,0.0,0.0,0.0,0.0,17.7,17.7,27,27,F1 no cavity,F1 no cavity
arm4rep_s3004,d169,158,0,0,0,5,294.8,294.8,1223.0,1223.0,15.5,15.5,1,1,PASS,PASS
arm4rep_s3004,d170,195,17,2,0,21,0.0,0.0,0.0,0.0,18.9,17.4,15,13,F1 no cavity,F1 no cavity
arm4rep_s3004,d171,148,5,0,0,22,0.0,0.0,0.0,0.0,18.1,18.1,10,10,F1 no cavity,F1 no cavity
arm4rep_s3004,d208,190,9,1,0,15,40.2,21.4,877.2,877.2,18.2,17.4,10,7,F2 envelope,F2 envelope
arm4rep_s3004,d209,166,0,0,0,4,0.0,0.0,0.0,0.0,16.7,16.7,10,10,F1 no cavity,F1 no cavity
arm4rep_s3004,d210,180,2,0,0,14,0.0,0.0,0.0,0.0,16.0,15.8,8,8,F1 no cavity,F1 no cavity
arm4rep_s3004,d211,165,0,0,0,10,0.0,0.0,0.0,0.0,15.5,15.5,4,4,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d052,219,64,12,1,3,185.8,97.4,1287.1,1287.1,25.9,14.6,16,1,F4 appendage,PASS
arm3b3rasa_s3003,d053,192,47,14,1,3,102.4,94.2,1226.9,1226.9,23.1,14.3,14,2,F4 appendage,PASS
arm3b3rasa_s3003,d054,188,42,15,0,4,176.9,97.8,1305.9,1305.9,26.5,14.4,15,0,F4 appendage,PASS
arm3b3rasa_s3003,d055,209,59,0,1,1,75.2,114.0,1227.0,1227.0,22.7,14.5,12,2,F4 appendage,PASS
arm4rep_s3004,d104,182,4,0,0,19,0.0,0.0,0.0,0.0,17.7,17.5,8,8,F1 no cavity,F1 no cavity
arm4rep_s3004,d105,189,2,0,0,18,30.9,30.9,891.2,891.2,19.4,19.4,20,20,F2 envelope,F2 envelope
arm4rep_s3004,d106,175,3,0,0,10,151.4,151.4,1364.4,1364.5,17.4,17.1,7,7,F4 appendage,F4 appendage
arm4rep_s3004,d107,198,1,0,0,19,0.0,0.0,0.0,0.0,17.5,17.5,25,25,F1 no cavity,F1 no cavity
arm4rep_s3004,d160,126,0,2,0,23,0.0,0.0,0.0,0.0,18.0,18.0,17,17,F1 no cavity,F1 no cavity
arm4rep_s3004,d161,128,3,19,1,3,0.0,0.0,0.0,0.0,16.5,12.7,8,2,F1 no cavity,F1 no cavity
arm4rep_s3004,d162,112,17,2,0,17,0.0,0.0,0.0,0.0,19.4,17.5,4,2,F1 no cavity,F1 no cavity
arm4rep_s3004,d163,173,2,1,1,2,0.0,0.0,0.0,0.0,15.2,14.9,5,5,F1 no cavity,F1 no cavity
arm4rep_s3004,d128,162,0,10,0,8,164.4,105.6,1333.6,1286.0,17.3,16.4,7,1,F4 appendage,PASS
arm4rep_s3004,d129,188,1,1,0,13,0.0,0.0,0.0,0.0,16.3,16.2,7,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d130,155,16,17,0,4,0.0,0.0,0.0,0.0,20.6,14.3,20,3,F1 no cavity,F1 no cavity
arm4rep_s3004,d131,183,9,1,0,12,0.0,0.0,0.0,0.0,15.7,14.8,18,18,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d080,202,59,0,1,3,187.9,117.7,1082.9,1173.9,25.1,14.7,26,3,F2 envelope,F2 envelope
arm3b3rasa_s3003,d081,224,62,1,0,15,0.0,0.0,0.0,0.0,24.2,16.6,11,8,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d082,212,57,8,0,4,0.0,0.0,0.0,0.0,22.2,13.8,13,1,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d083,234,64,18,0,5,180.1,122.5,1171.4,1318.8,23.5,15.3,11,5,F2 envelope,F4 appendage
arm3b3rasa_s3003,d000,229,54,16,0,7,0.0,0.0,0.0,0.0,23.6,14.5,26,6,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d001,238,62,16,1,3,0.0,0.0,0.0,0.0,24.5,15.0,15,4,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d002,223,57,11,0,4,0.0,0.0,0.0,0.0,25.7,14.0,11,8,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d003,200,45,1,0,4,138.2,140.2,1122.5,1016.5,25.1,15.0,10,2,F2 envelope,F2 envelope
arm4rep_s3004,d184,197,6,0,0,10,0.0,0.0,0.0,0.0,17.5,16.9,6,3,F1 no cavity,F1 no cavity
arm4rep_s3004,d185,173,0,0,0,18,0.0,0.0,0.0,0.0,17.9,17.9,5,5,F1 no cavity,F1 no cavity
arm4rep_s3004,d186,180,0,0,1,3,128.7,128.7,1254.6,1254.6,16.3,16.3,1,1,PASS,PASS
arm4rep_s3004,d187,177,0,0,0,12,0.0,0.0,0.0,0.0,16.7,16.7,1,1,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d028,216,61,0,1,3,97.8,116.0,1196.9,1327.8,26.7,15.0,11,5,F4 appendage,F4 appendage
arm3b3rasa_s3003,d029,230,55,17,1,3,137.2,123.1,1106.4,1106.4,28.2,14.9,10,2,F2 envelope,F2 envelope
arm3b3rasa_s3003,d030,214,48,19,1,2,0.0,0.0,0.0,0.0,23.7,14.0,13,7,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d031,197,59,1,0,4,0.0,0.0,0.0,0.0,24.9,13.9,22,1,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d044,218,50,1,1,2,0.0,0.0,0.0,0.0,25.1,14.8,22,4,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d045,227,55,10,0,5,127.0,122.7,1207.8,1207.8,25.3,16.3,10,1,F4 appendage,PASS
arm3b3rasa_s3003,d046,218,0,1,0,47,75.8,75.8,1351.6,1351.6,24.8,24.8,17,17,F4 appendage,F4 appendage
arm3b3rasa_s3003,d047,220,61,8,1,3,116.2,62.0,1272.0,1121.2,24.3,15.1,16,1,F4 appendage,F2 envelope
arm3b3rasa_s3003,d004,237,58,1,1,3,0.0,0.0,0.0,0.0,29.4,14.7,8,2,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d005,217,56,3,0,12,0.0,28.9,0.0,1124.8,25.4,15.3,9,6,F1 no cavity,F2 envelope
arm3b3rasa_s3003,d006,207,48,0,1,3,171.1,79.9,1203.0,1023.0,27.8,15.4,14,2,F4 appendage,F2 envelope
arm3b3rasa_s3003,d007,198,48,11,1,3,152.3,84.5,1229.0,1247.0,23.7,14.4,24,2,F4 appendage,PASS
arm4rep_s3004,d088,180,8,0,0,8,0.0,0.0,0.0,0.0,17.4,16.5,10,10,F1 no cavity,F1 no cavity
arm4rep_s3004,d089,170,4,2,0,4,114.5,101.1,1313.1,1313.0,16.9,16.3,2,1,PASS,PASS
arm4rep_s3004,d090,190,8,1,0,7,0.0,0.0,0.0,0.0,17.2,16.4,8,8,F1 no cavity,F1 no cavity
arm4rep_s3004,d091,188,10,0,0,4,86.6,136.7,1348.2,1348.2,17.9,16.5,4,3,PASS,PASS
arm3b3rasa_s3003,d096,194,49,0,1,3,0.0,0.0,0.0,0.0,24.9,13.8,13,5,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d097,196,49,0,1,3,0.0,0.0,0.0,0.0,26.3,13.4,16,3,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d098,212,43,1,0,17,0.0,0.0,0.0,0.0,25.9,16.4,13,3,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d099,202,9,4,0,43,196.8,179.7,1237.8,1123.8,24.0,24.1,16,16,F4 appendage,F2 envelope
arm3b3rasa_s3003,d104,209,61,0,1,2,138.9,132.6,1178.9,1026.8,27.2,14.8,13,1,F2 envelope,F2 envelope
arm3b3rasa_s3003,d105,210,48,11,0,5,0.0,0.0,0.0,0.0,21.7,14.2,13,6,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d106,229,53,5,1,3,186.4,183.6,1091.6,1091.6,25.3,15.2,11,1,F2 envelope,F2 envelope
arm3b3rasa_s3003,d107,165,7,2,1,3,163.1,98.7,1252.4,1205.4,16.1,15.1,10,3,F4 appendage,PASS
arm4rep_s3004,d156,198,0,0,0,19,0.0,0.0,0.0,0.0,19.3,19.3,3,3,F1 no cavity,F1 no cavity
arm4rep_s3004,d157,183,0,1,0,12,0.0,0.0,0.0,0.0,15.3,15.2,12,12,F1 no cavity,F1 no cavity
arm4rep_s3004,d158,181,0,1,0,17,0.0,0.0,0.0,0.0,17.3,17.3,24,24,F1 no cavity,F1 no cavity
arm4rep_s3004,d159,177,4,1,0,21,0.0,0.0,0.0,0.0,18.3,18.3,30,30,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d116,204,57,0,1,3,73.7,119.2,1194.0,1194.0,25.1,14.9,17,4,F4 appendage,PASS
arm3b3rasa_s3003,d117,217,58,0,1,2,172.6,156.8,1209.8,1257.2,23.3,15.4,12,2,F4 appendage,PASS
arm3b3rasa_s3003,d118,177,11,13,0,10,0.0,0.0,0.0,0.0,17.2,15.0,10,4,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d119,218,1,8,0,55,0.0,0.0,0.0,0.0,24.0,24.1,10,10,F1 no cavity,F1 no cavity
arm4rep_s3004,d236,194,0,0,0,19,0.0,0.0,0.0,0.0,17.4,17.4,7,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d237,129,2,8,1,2,0.0,0.0,0.0,0.0,14.6,12.8,9,5,F1 no cavity,F1 no cavity
arm4rep_s3004,d238,175,0,1,0,13,0.0,0.0,0.0,0.0,17.1,17.1,1,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d239,126,1,0,0,16,0.0,0.0,0.0,0.0,16.8,16.8,7,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d176,162,0,0,1,1,0.0,0.0,0.0,0.0,14.1,14.1,1,1,F1 no cavity,F1 no cavity
arm4rep_s3004,d177,176,0,0,0,8,0.0,0.0,0.0,0.0,14.9,14.9,7,7,F1 no cavity,F1 no cavity
arm4rep_s3004,d178,125,16,0,1,3,5.2,3.5,605.8,605.8,16.3,13.1,9,2,F2 envelope,F2 envelope
arm4rep_s3004,d179,112,4,7,0,10,0.0,0.0,0.0,0.0,15.7,13.8,8,1,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d024,208,48,16,1,2,0.0,0.0,0.0,0.0,25.6,13.7,16,2,F1 no cavity,F1 no cavity
arm3b3rasa_s3003,d025,202,45,19,1,3,16.4,23.5,1032.2,1032.2,24.8,14.0,19,7,F2 envelope,F2 envelope
arm3b3rasa_s3003,d026,177,49,0,0,4,95.0,95.3,1170.4,1170.4,22.9,14.1,17,2,F2 envelope,F2 envelope
arm3b3rasa_s3003,d027,220,56,2,0,6,98.3,116.4,1247.5,1247.5,25.6,15.5,15,4,F4 appendage,PASS
