#Frame            sb1          sb2
       1       4.4202       2.6965
       2       4.5669       2.6874
       3       4.9901       2.8617
       4       4.8294       2.7551
       5       5.0119       2.7958
       6       4.7641       2.7927
       7       5.0206       2.9750
       8       4.7022       2.7249
       9       4.9464       2.8813
      10       4.4360       2.6570
      11       4.7758       2.6406
      12       4.5840       2.6672
      13       4.3893       2.7287
      14       4.4879       2.6099
      15       4.3660       2.6362
      16       4.3143       2.6935
      17       4.9140       3.0284
      18       4.4192       2.7566
      19       4.8218       2.8836
      20       4.0871       2.6913
      21       4.4715       2.8580
      22       4.3852       2.7288
      23       4.4987       2.6671
      24       4.6678       2.6552
      25       4.4964       2.6816
      26       4.6139       2.7707
      27       4.6163       2.5674
      28       4.9389       3.0039
      29       5.0072       2.8942
      30       4.5993       2.7231
      31       4.6162       2.6629
      32       4.6781       2.6966
      33       4.7343       2.7161
      34       4.3686       2.6717
      35       4.6598       2.7897
      36       4.6203       2.6775
      37       4.8031       2.7967
      38       4.6633       2.7851
      39       4.4898       2.7157
      40       4.7745       2.8566
      41       4.6910       2.8192
      42       4.5159       2.6727
      43       4.7124       2.7224
      44       4.6623       2.7767
      45       4.5501       2.7906
      46       4.4986       2.7537
      47       4.5551       2.6960
      48       4.7260       2.7369
      49       4.9227       2.8519
      50       4.8408       2.8689
      51       4.6589       2.8517
      52       4.8570       2.9858
      53       4.5534       2.7545
      54       4.7535       2.7675
      55       4.3538       2.6025
      56       4.5625       2.6360
      57       4.5191       2.7822
      58       4.8031       2.7298
      59       5.1475       3.0706
      60       4.5150       2.7415
      61       4.5192       2.6850
      62       5.3244       3.6768
      63       4.9725       3.5988
      64       4.7675       2.7467
      65       4.6274       2.6913
      66       4.5962       2.7808
      67       4.6059       2.6318
      68       4.7017       2.5869
      69       4.4036       2.6194
      70       4.6415       2.9508
      71       4.5392       2.7438
      72       4.5100       2.7263
      73       4.6783       2.9076
      74       5.6068       4.0108
      75       5.5513       3.9008
      76       5.2288       3.6062
      77       5.6226       4.0495
      78       5.5667       4.1622
      79       5.6329       4.1605
      80       5.7669       4.2110
      81       4.9866       4.0633
      82       5.4162       4.1478
      83       5.6292       4.4634
      84       5.8813       4.0596
      85       5.5401       3.9642
      86       5.5195       3.7258
      87       5.4011       3.7524
      88       5.7873       4.0682
      89       6.2144       4.7350
      90       5.6069       4.2645
      91       6.7496       5.3273
      92       5.6682       4.3113
      93       6.4824       5.2986
      94       5.3895       3.8600
      95       6.5419       5.1166
      96       6.1155       4.5729
      97       5.9145       4.3662
      98       5.5979       4.2742
      99       6.3980       5.4068
     100       5.0808       3.5539
     101       5.6980       4.2467
     102       5.8630       4.1955
     103       5.8495       4.3301
     104       6.0395       4.2240
     105       5.4863       4.1163
     106       5.9154       4.2779
     107       5.1569       3.3703
     108       5.5765       4.1242
     109       5.7698       4.0664
     110       5.9802       4.1251
     111       4.8060       2.8458
     112       4.6675       2.6222
     113       4.8241       2.8765
     114       4.6844       2.8097
     115       5.6249       4.0090
     116       5.6692       4.1814
     117       5.6180       3.9852
     118       4.4682       2.8212
     119       4.5649       2.8130
     120       4.1856       2.6556
     121       4.4314       2.8492
     122       4.4197       2.7043
     123       4.5506       2.9841
     124       4.3824       2.7711
     125       4.6132       2.6747
     126       4.5799       2.6509
     127       4.5540       2.8137
     128       4.5316       2.8020
     129       4.6585       2.6981
     130       4.3683       2.7956
     131       4.8324       2.9451
     132       4.5444       2.6943
     133       4.5319       2.6523
     134       4.5808       2.8358
     135       4.4880       2.8322
     136       4.4248       2.7347
     137       4.6207       2.7804
     138       4.5375       2.7414
     139       4.3774       2.6354
     140       4.3011       2.7948
     141       4.6168       2.7213
     142       4.5924       2.9720
     143       4.5123       2.8254
     144       4.6844       2.8856
     145       4.4463       3.2064
     146       4.4537       2.7731
     147       4.3615       2.7282
     148       4.1366       2.7977
     149       4.7125       2.8205
     150       4.5321       2.7661
     151       4.5279       2.6729
     152       4.4251       2.7718
     153       4.5225       2.6873
     154       4.4425       2.6995
     155       4.2868       2.6608
     156       4.4446       2.7873
     157       4.2911       2.7959
     158       4.5956       2.7718
     159       4.6482       2.7423
     160       4.6195       2.8482
     161       4.3962       2.7181
     162       4.5455       2.9953
     163       4.5107       2.8228
     164       4.2630       2.6433
     165       4.4410       2.8991
     166       4.3297       2.6501
     167       4.6564       3.2861
     168       4.4323       2.8748
     169       4.5471       2.7456
     170       4.6337       2.6441
     171       4.2346       2.6521
     172       4.6295       2.8182
     173       4.5574       2.8238
     174       4.4596       2.7194
     175       4.6026       2.7528
     176       4.5599       2.9091
     177       4.4925       2.6872
     178       4.2179       2.6305
     179       4.5803       2.7324
     180       4.6464       2.7680
     181       4.7027       2.7499
     182       4.7269       2.7367
     183       4.5975       2.8145
     184       4.6858       2.7559
     185       4.7579       2.9539
     186       4.6098       2.8530
     187       4.4544       2.8091
     188       4.4293       2.7467
     189       4.6999       2.7378
     190       4.4978       2.7564
     191       4.6814       2.9015
     192       4.7426       2.8432
     193       4.5153       2.6381
     194       4.8241       3.0540
     195       4.7703       2.9002
     196       4.5726       2.8667
     197       4.6555       2.8233
     198       4.6151       2.7792
     199       4.4344       2.7603
     200       4.5856       2.6648
     201       4.7168       2.9174
     202       4.4182       2.6875
     203       4.9968       3.1455
     204       4.4072       2.8006
     205       4.7459       2.8683
     206       4.6231       2.7192
     207       4.5491       2.7401
     208       4.5931       2.7344
     209       4.7394       2.7926
     210       4.6567       2.7871
     211       4.6520       2.8226
     212       4.5087       2.7040
     213       4.7512       2.7867
     214       4.7453       2.8162
     215       5.7592       4.2928
     216       5.7562       4.3780
     217       5.9592       4.3694
     218       6.1420       4.3257
     219       5.9888       4.5013
     220       5.7431       4.3193
     221       6.6515       5.0111
     222       7.0309       5.5925
     223       5.9538       4.4926
     224       5.6032       4.1318
     225       6.2121       4.3802
     226       5.5292       4.2345
     227       6.3521       4.8657
     228       6.2579       4.6525
     229       6.4766       4.9503
     230       6.4682       5.0164
     231       6.4389       5.1277
     232       6.1601       4.7514
     233       6.0970       4.6666
     234       6.1039       4.5134
     235       6.5673       5.0557
     236       5.6422       4.2800
     237       6.1092       4.4750
     238       5.9837       4.6340
     239       6.3195       4.8625
     240       6.2969       5.0063
     241       7.1671       5.6401
     242       6.1928       4.6620
     243       6.4198       5.0098
     244       5.5025       4.0502
     245       7.1062       5.4813
     246       6.4972       5.0711
     247       7.2227       5.8024
     248       7.2122       5.7556
     249       6.8090       5.2697
     250       6.9993       5.5144
     251       7.2046       5.6305
     252       6.9637       5.6717
     253       6.2963       4.7226
     254       6.3458       4.7005
     255       6.3549       4.9764
     256       6.2275       4.6489
     257       6.9462       5.7306
     258       6.8333       5.6692
     259       6.4760       4.9559
     260       7.1975       5.7655
     261       6.6402       5.1100
     262       7.0465       5.7095
     263       6.8605       5.3564
     264       6.1184       4.9949
     265       6.5388       5.0513
     266       5.7824       4.5072
     267       6.8661       5.3322
     268       5.9891       4.6712
     269       6.1657       4.8778
     270       6.0890       4.6653
     271       6.4818       5.0160
     272       7.0401       5.5751
     273       6.9397       5.6045
     274       6.8125       5.5398
     275       6.2459       5.1122
