#Frame            sb1          sb2
     276       6.9096       5.3790
     277       7.1162       5.6844
     278       6.1307       5.0340
     279       6.1177       4.6928
     280       6.2707       4.8499
     281       6.8475       5.5064
     282       7.1058       5.4854
     283       6.6291       5.3186
     284       7.1902       5.7538
     285       7.1048       5.5887
     286       6.3125       4.5830
     287       6.5846       5.3769
     288       6.2315       5.0238
     289       6.8547       5.4693
     290       5.9426       4.4470
     291       6.7994       5.4383
     292       7.1027       5.5010
     293       6.9754       5.4451
     294       6.8149       5.3736
     295       6.4590       5.0638
     296       7.4231       6.0970
     297       7.0414       5.6429
     298       6.8158       5.1657
     299       6.1947       4.6492
     300       6.5901       4.9099
     301       6.9682       5.6697
     302       6.8859       5.2522
     303       6.5506       4.8155
     304       7.3533       5.8889
     305       6.8754       5.4062
     306       7.0058       5.5452
     307       6.5409       5.1317
     308       6.7263       5.2597
     309       6.9822       5.6709
     310       6.8013       5.4843
     311       6.9483       5.4639
     312       7.4662       6.2433
     313       6.9914       5.5833
     314       6.5227       5.1649
     315       6.9884       5.3493
     316       7.1253       5.6717
     317       7.1011       5.6895
     318       6.9559       5.4504
     319       6.7770       5.1342
     320       6.9938       5.7537
     321       6.4489       5.2006
     322       6.6221       5.2268
     323       7.1793       5.8143
     324       6.9321       5.5116
     325       6.7132       5.2256
     326       7.1651       5.6101
     327       6.6224       5.2891
     328       7.1602       5.8234
     329       6.7333       5.0898
     330       6.5456       5.1389
     331       6.6147       5.1046
     332       7.3326       5.8699
     333       5.9856       4.2601
     334       7.2704       5.7831
     335       6.7190       5.3815
     336       7.0251       5.5325
     337       6.2800       5.2048
     338       7.0936       5.5752
     339       6.9735       5.4816
     340       6.4677       5.0931
     341       6.7282       5.5330
     342       7.0344       5.6958
     343       6.9210       5.4008
     344       7.1442       5.6721
     345       6.9691       5.5686
     346       6.6343       5.1034
     347       6.1298       4.6465
     348       6.1203       4.7700
     349       6.6176       5.0503
     350       6.6821       5.1710
     351       6.5736       5.2233
     352       6.9008       5.4725
     353       6.5691       5.1713
     354       6.3301       4.6776
     355       6.3047       4.7400
     356       6.8646       5.4966
     357       6.8417       5.2994
     358       6.2155       4.8640
     359       7.0591       5.6914
     360       6.5283       5.1523
     361       6.6275       5.2491
     362       6.7751       5.6077
     363       6.1287       4.7447
     364       6.0367       4.5550
     365       6.4631       4.8191
     366       6.2246       4.8956
     367       6.6269       5.2863
     368       6.5848       5.2737
     369       6.5884       5.0864
     370       6.6052       5.3584
     371       6.1105       4.8460
     372       6.0720       4.5032
     373       6.5769       5.0948
     374       6.9583       5.7907
     375       6.9805       5.8016
     376       6.7568       5.4583
     377       6.6578       5.4265
     378       5.9861       5.0148
     379       7.1240       5.5935
     380       6.1814       5.0372
     381       5.8143       4.3774
     382       5.7652       4.6527
     383       6.6665       5.4133
     384       6.4146       5.1022
     385       6.3937       5.1775
     386       6.5621       5.3767
     387       6.0805       4.4812
     388       6.1020       5.0256
     389       6.1703       5.0105
     390       5.9465       4.5198
     391       6.1890       4.6698
     392       6.1018       4.6398
     393       6.0000       4.7362
     394       6.4243       5.0808
     395       5.6052       4.2331
     396       6.3767       4.9171
     397       6.2712       5.0204
     398       5.5886       4.0316
     399       5.9599       4.4953
     400       5.6442       4.4529
     401       6.0531       4.6615
     402       5.7869       4.5153
     403       5.4425       4.1611
     404       6.1246       4.8726
     405       7.3270       6.0621
     406       6.1440       4.8390
     407       5.9636       4.6690
     408       6.1710       4.7582
     409       5.9036       4.5604
     410       6.0091       4.4766
     411       5.7754       4.4519
     412       6.1014       4.8232
     413       5.7259       4.3779
     414       6.0934       4.7749
     415       5.5762       4.3196
     416       5.8214       4.8780
     417       5.6732       4.1056
     418       5.5774       4.2506
     419       5.9883       4.5188
     420       5.9733       4.3548
     421       5.7799       4.4206
     422       5.9894       4.4701
     423       5.6417       4.4684
     424       5.8645       4.4327
     425       5.6644       4.1175
     426       5.5449       4.1047
     427       5.7890       4.2878
     428       5.9172       4.2062
     429       5.5489       3.9286
     430       5.4457       3.8896
     431       5.5849       4.4684
     432       5.8463       4.2417
     433       5.7422       4.5550
     434       5.7098       4.3413
     435       5.8313       4.5106
     436       5.2653       3.5817
     437       5.7979       4.3422
     438       5.7201       4.0926
     439       5.7721       4.4278
     440       6.7768       5.4810
     441       6.5600       5.3143
     442       6.1123       4.9137
     443       5.8005       4.4178
     444       5.7648       4.4489
     445       5.3096       4.0783
     446       5.7707       4.4189
     447       5.7123       4.7167
     448       5.6879       4.1938
     449       6.4175       4.9123
     450       6.0736       4.6060
     451       5.7687       4.3893
     452       5.6159       4.1011
     453       6.0525       4.5368
     454       5.8957       4.3017
     455       6.3065       4.8616
     456       5.9293       4.5813
     457       6.0654       4.8053
     458       6.3193       4.9970
     459       6.1385       4.4510
     460       5.5468       4.1349
     461       6.0408       4.5163
     462       6.0359       4.3165
     463       6.6054       5.5176
     464       5.9977       4.8459
     465       5.8900       4.6059
     466       6.5666       5.2567
     467       6.5570       5.2987
     468       6.2187       4.9882
     469       6.2869       5.0725
     470       5.7850       4.6757
     471       6.2070       4.6664
     472       6.9017       5.2558
     473       6.7161       5.5252
     474       6.8750       5.3345
     475       6.4793       4.8749
     476       6.1605       4.5199
     477       6.2233       4.5547
     478       6.3874       4.6682
     479       6.0293       4.3627
     480       6.3166       4.7646
     481       6.0069       4.5575
     482       5.9251       4.2978
     483       6.9617       5.5425
     484       6.7741       5.3299
     485       6.1488       4.5623
     486       6.0167       4.5352
     487       6.8736       5.5856
     488       6.6514       5.2461
     489       6.2251       4.8491
     490       6.9598       5.5575
     491       6.5896       5.2919
     492       6.1096       4.5848
     493       6.0903       4.6224
     494       5.5514       4.1394
     495       5.6392       4.0372
     496       5.8974       4.5183
     497       5.5618       4.0078
     498       5.7723       4.1951
     499       5.6956       4.2839
     500       5.8719       4.2957
     501       5.7478       4.3302
     502       5.5844       4.0541
     503       5.8695       4.5366
     504       5.9635       4.6827
     505       5.9557       4.6365
     506       5.5207       4.1227
     507       6.0222       4.3793
     508       6.0916       4.3227
     509       6.1167       4.9223
     510       5.5852       4.3040
     511       6.4584       5.0156
     512       6.1241       4.3745
     513       6.1477       4.9381
     514       5.6541       4.4747
     515       6.1641       4.8096
     516       6.3507       4.8091
     517       5.7314       4.6267
     518       6.0291       4.7357
     519       5.9951       4.5225
     520       5.9704       4.4484
     521       5.8755       4.4392
     522       6.2616       5.0515
     523       6.0227       4.6083
     524       5.5191       4.7173
     525       5.8457       4.3539
     526       5.4562       3.8408
     527       5.7380       4.4183
     528       6.0772       4.4469
     529       5.8131       4.5727
     530       6.1796       4.6329
     531       5.8622       4.3168
     532       5.5772       4.0147
     533       5.5971       4.1482
     534       6.2112       4.7208
     535       5.9378       4.3253
     536       5.9750       4.5858
     537       5.5279       4.0415
     538       5.6806       4.1091
     539       6.3428       4.7435
     540       5.8679       4.0902
     541       6.0909       4.4406
     542       5.7260       4.0778
     543       5.9256       4.6899
     544       5.4340       4.2837
     545       5.9519       4.2959
     546       5.3891       4.2341
     547       6.0364       4.4995
     548       5.5888       4.4380
     549       6.0985       4.7406
     550       6.1838       4.5065
     551       6.1905       4.3374
     552       5.7950       4.4443
     553       5.8265       4.3434
     554       6.2832       4.8219
     555       6.0341       4.4335
     556       5.9282       4.3349
     557       5.4529       3.9567
     558       5.9192       4.4783
     559       6.1590       4.6941
     560       5.7653       4.1992
     561       6.3426       4.6392
     562       5.6252       3.9443
     563       5.3517       3.8515
     564       5.7710       4.2272
     565       5.4967       4.0351
     566       5.6420       4.0886
     567       5.6135       4.1852
     568       5.6576       4.7932
     569       5.3411       4.1096
     570       5.6085       4.1751
     571       5.2346       4.1676
     572       5.6291       4.2539
     573       5.7364       4.3311
     574       5.6497       4.1162
     575       5.8519       4.5075
     576       5.4905       4.0754
     577       5.2150       3.7833
     578       5.8382       4.1563
     579       4.7464       2.9152
     580       4.7527       2.7709
     581       4.8469       2.9560
     582       4.9554       3.0563
     583       4.7435       2.9394
     584       4.6991       2.8435
     585       4.8962       3.0057
     586       4.7367       2.7286
     587       4.7448       2.7795
     588       4.8119       2.8115
     589       4.7659       2.7945
     590       4.4722       2.7068
     591       4.3282       2.7788
     592       4.5889       2.7100
     593       4.6292       2.7375
     594       4.6411       2.6497
     595       4.4712       2.6525
     596       4.6089       2.6547
     597       4.7474       2.9129
     598       4.7176       2.6795
     599       4.7496       2.8443
     600       4.8298       2.9071
     601       4.7607       2.9309
     602       4.7135       2.8237
     603       4.6987       2.8134
     604       4.7903       2.7196
     605       4.8735       2.8430
     606       4.7485       2.8747
     607       4.5881       2.6753
     608       4.6145       2.7823
     609       4.7090       2.7381
     610       4.6605       2.7733
     611       4.8189       2.7702
     612       4.7706       2.8152
     613       4.8137       2.8888
     614       4.7364       2.9068
     615       4.6425       2.8364
     616       4.7391       2.8103
     617       4.6770       2.8436
     618       4.8152       3.1029
     619       4.7723       2.7679
     620       4.8218       2.8627
     621       4.8553       2.8602
     622       4.6329       2.7787
     623       4.7011       2.8717
     624       4.5148       2.7004
     625       4.7822       2.7225
     626       4.8163       2.8698
     627       4.6238       2.7968
     628       4.7899       2.8454
     629       4.9688       2.9873
     630       4.7104       2.8703
     631       4.6781       2.8677
     632       4.8513       2.7951
     633       4.7145       2.7076
     634       6.2480       4.9205
     635       4.6783       2.6798
     636       4.7301       2.7453
     637       4.6603       2.9025
     638       4.8256       2.9088
     639       4.5689       2.7302
     640       4.7575       2.7612
     641       4.6733       2.7707
     642       4.7216       2.7406
     643       4.8373       2.9652
     644       4.7747       2.8717
     645       4.8174       2.9217
     646       4.6208       2.6896
     647       5.0216       3.1165
     648       4.8317       2.7586
     649       4.7502       2.7728
     650       4.9832       2.8743
     651       4.8024       2.7911
     652       4.5863       2.6872
     653       4.6922       2.7675
     654       4.8104       2.8752
     655       4.6391       2.7713
     656       4.6770       2.7330
     657       4.9056       3.0825
     658       4.7496       2.9145
     659       4.5532       2.6727
     660       4.7815       2.8058
     661       4.7028       2.8667
     662       4.7254       2.7074
     663       4.6374       2.7261
     664       4.7271       2.7657
     665       4.6631       2.7440
     666       4.8320       2.7593
     667       4.6651       2.7039
     668       4.7786       2.7335
     669       4.6917       2.7870
     670       4.7860       2.9161
     671       5.8966       4.1666
     672       4.6870       2.7841
     673       4.7000       2.7552
     674       4.9693       3.1773
     675       4.8179       2.8065
     676       4.6848       2.8773
     677       4.6719       3.0143
     678       4.6180       2.6669
     679       4.7645       2.8709
     680       4.9743       2.9521
     681       4.7469       2.9183
     682       4.6097       2.7317
     683       4.8439       2.9140
     684       4.8417       2.8517
     685       4.6243       2.7284
     686       4.8096       2.9225
     687       4.7478       2.7554
     688       4.6325       2.6734
     689       4.6953       2.9002
     690       4.7645       2.7292
     691       4.7338       2.7060
     692       4.6618       2.7278
     693       4.7206       2.7477
     694       4.8647       2.8586
     695       4.8443       2.9103
     696       4.6542       2.6834
     697       4.4464       2.6322
     698       4.5593       2.9032
     699       4.6498       2.7493
     700       4.7205       2.7398
     701       4.6447       2.8811
     702       4.6480       2.8542
     703       4.6345       2.7449
     704       4.8903       3.1236
     705       4.5829       2.8024
     706       4.7271       2.7980
     707       4.7201       2.7085
     708       4.9633       2.8263
     709       4.6023       2.6724
     710       5.9322       4.5451
     711       4.6701       2.7484
     712       4.7597       2.9109
     713       4.8009       2.7865
     714       4.5639       2.9303
     715       4.6516       2.6589
     716       4.7027       2.6540
     717       4.5642       2.6408
     718       4.6707       2.7750
     719       4.6873       2.9033
     720       4.7185       2.6667
     721       4.5648       2.8102
     722       4.5099       2.7404
     723       4.5886       2.5682
     724       4.6634       2.7321
     725       4.9184       2.7718
     726       5.6626       3.9582
     727       4.7841       2.8219
     728       4.8171       2.8184
     729       5.9922       4.6518
     730       4.9877       3.0556
     731       4.8076       2.7388
     732       4.7724       2.7387
     733       5.3809       3.4898
     734       4.8109       2.7138
     735       5.7336       4.0812
     736       4.9707       3.0823
     737       4.4816       2.7491
     738       4.8949       2.7643
     739       4.6404       2.6591
     740       4.6523       2.7437
     741       4.8088       2.8152
     742       4.8068       2.7785
     743       5.7349       3.8597
     744       4.7796       2.9218
     745       4.8598       3.0992
     746       4.7180       2.8481
     747       4.7112       2.7516
     748       4.6981       2.7049
     749       4.6918       2.7500
     750       4.8574       2.7891
     751       4.6654       2.7374
     752       4.9663       2.9619
     753       4.8610       2.9432
     754       4.6465       2.7066
     755       4.6789       2.8198
     756       4.7821       2.7418
     757       4.5922       2.6563
     758       4.3841       2.6842
     759       4.6364       2.7233
     760       5.0478       2.9497
     761       4.7688       2.7752
     762       4.7120       2.7766
     763       4.7951       2.6779
     764       4.8575       2.8305
     765       4.6165       2.8187
     766       4.5183       2.6192
     767       4.4275       2.7108
     768       4.4316       2.7168
     769       4.6912       2.7464
     770       4.7335       2.6834
     771       4.8824       3.0575
     772       4.7140       2.7388
     773       5.2653       3.5589
     774       4.8008       2.6886
     775       4.6693       2.6346
     776       4.5686       2.6701
     777       4.7800       2.7729
     778       4.6869       2.7081
     779       5.5558       3.6382
     780       4.5374       2.6459
     781       4.8380       2.7712
     782       4.6576       2.8306
     783       4.8948       2.8574
     784       4.6695       2.7107
     785       4.2251       2.8634
     786       4.7905       2.8305
     787       4.8003       2.7501
     788       4.8436       2.7260
     789       4.5460       2.7701
     790       4.7073       2.8849
     791       4.5798       2.6379
     792       4.6590       2.6220
     793       4.5110       2.8508
     794       4.5484       2.6359
     795       4.6880       2.7481
     796       4.8328       2.9630
     797       4.8075       2.9253
     798       5.1246       3.0464
     799       4.9122       2.8469
     800       4.7861       2.8008
     801       4.7647       2.8716
     802       4.6626       2.6453
     803       4.5634       2.6381
     804       4.7762       3.0838
     805       4.6220       2.7488
     806       4.6578       2.8565
     807       4.7371       2.7846
     808       4.7268       2.7262
     809       4.7865       2.8469
     810       4.6018       2.6093
     811       4.6831       2.7448
     812       4.5342       2.6201
     813       4.5633       2.6138
     814       4.6257       2.7350
     815       4.8856       2.8670
     816       4.6564       2.6730
     817       4.6905       2.8272
     818       4.7499       2.6970
     819       5.8541       3.8798
     820       4.8844       2.9260
     821       4.4805       2.6572
     822       4.6703       2.7731
     823       4.5667       2.7490
     824       4.5295       2.6667
     825       4.7185       2.8654
     826       4.7534       2.7053
     827       4.4204       2.8075
     828       4.7173       2.6459
     829       4.7287       2.7284
     830       4.4441       2.5544
     831       4.6231       2.6908
     832       4.6616       2.7738
     833       4.7697       2.7592
     834       4.6289       2.7380
     835       4.2901       2.6503
     836       4.6312       2.8308
     837       4.3730       2.6326
     838       4.7634       2.8321
     839       4.7322       2.7029
     840       4.8566       2.9213
     841       4.5036       2.7546
     842       4.6957       2.9795
     843       4.6722       2.8433
     844       4.5010       2.6542
     845       4.5918       2.7144
     846       4.8231       2.8485
     847       4.7280       2.7342
     848       4.6695       2.7183
     849       5.0235       2.9557
     850       4.9623       2.9595
     851       4.5144       2.7179
     852       4.7449       2.7623
     853       4.4995       2.6808
     854       4.4972       2.6784
     855       4.4797       2.6560
     856       4.6416       2.7289
     857       4.5781       2.6726
     858       4.9601       2.9154
     859       4.7318       2.7712
     860       4.6516       2.7631
     861       4.5221       2.6861
     862       4.4097       2.7054
     863       4.7575       2.7708
     864       4.4890       2.7169
     865       4.5616       2.7768
     866       4.5700       2.8044
     867       4.7117       2.8523
     868       4.8101       2.8380
     869       4.4951       2.6828
     870       4.9601       2.9219
     871       5.8035       4.2518
     872       5.6828       4.0480
     873       4.8157       2.7979
     874       5.7190       3.8853
     875       5.9302       4.2348
     876       5.6408       3.8950
     877       5.9004       4.2226
     878       4.7633       2.7535
     879       5.5575       4.1489
     880       6.3936       4.5861
     881       5.7854       4.0274
     882       6.2192       4.6336
     883       6.3918       4.7058
     884       6.4641       4.7503
     885       5.6776       4.2560
     886       4.5488       2.6246
     887       4.7938       2.8260
     888       4.5535       2.7353
     889       4.5602       2.8096
     890       4.7112       2.6785
     891       4.4770       2.7653
     892       4.6967       2.7540
     893       4.7253       2.8470
     894       4.6875       2.7985
     895       4.7962       2.7638
     896       4.6493       2.6750
     897       4.6489       2.6387
     898       4.8144       2.7569
     899       4.5093       2.7688
     900       4.7038       2.9067
     901       4.6747       2.6947
     902       4.5720       2.6850
     903       4.6696       2.7266
     904       4.8752       2.9359
     905       4.7683       2.9612
     906       4.7925       2.8464
     907       4.6026       2.7271
     908       4.7500       2.7154
     909       4.5569       2.7278
     910       4.5624       2.7441
     911       4.8502       2.7760
     912       4.5902       2.5454
     913       4.7180       2.6179
     914       4.3178       2.7512
     915       4.6005       2.8488
     916       4.8618       2.8500
     917       4.6451       2.6993
     918       4.7959       2.6853
     919       4.6842       2.6672
     920       4.7201       2.8002
     921       4.8372       2.7960
     922       4.8215       2.8392
     923       4.7892       2.7405
     924       4.7877       2.8643
     925       4.6678       2.6791
     926       4.4479       2.7419
     927       4.8259       2.7755
     928       4.8512       2.7986
     929       4.7339       2.8027
     930       4.8742       2.8614
     931       4.8594       2.8023
     932       4.7423       2.7656
     933       4.6430       2.8389
     934       4.3609       2.6243
     935       4.6775       2.7145
     936       4.4088       2.7486
     937       4.5402       2.7181
     938       4.6714       2.7345
     939       4.4589       2.7144
     940       4.2416       2.6288
     941       4.3353       2.7819
     942       4.6564       2.6394
     943       4.3017       2.6818
     944       4.5542       2.6604
     945       4.2884       2.6863
     946       4.6361       2.7554
     947       4.4181       2.7305
     948       4.6217       2.8502
     949       4.5255       3.0776
     950       4.3126       2.7399
     951       4.6564       2.9219
     952       4.7645       2.7989
     953       4.7811       2.8531
     954       4.5237       2.6387
     955       4.6847       2.7131
     956       4.6164       2.7691
     957       4.2923       2.6315
     958       4.4456       2.7336
     959       4.6597       2.7748
     960       4.6670       2.6493
     961       4.5302       2.8324
     962       4.4425       2.6996
     963       4.7609       2.8155
     964       4.6854       2.6315
     965       4.7653       2.7039
     966       4.2976       2.9047
     967       4.3251       2.6575
     968       4.6350       2.8866
     969       4.7199       2.6887
     970       4.2909       2.6467
     971       4.7230       2.6782
     972       4.4840       2.8778
     973       4.6319       2.8146
     974       4.9067       3.0494
     975       4.6614       2.8004
     976       4.7425       2.7162
     977       4.2087       2.8510
     978       4.3871       2.7914
     979       4.5419       2.7158
     980       4.5565       2.8800
     981       4.6436       2.7888
     982       4.6020       2.8645
     983       4.7657       2.8110
     984       4.6574       2.9026
     985       4.4923       2.7439
     986       4.7101       2.7112
     987       4.6528       2.8030
     988       4.4059       2.7089
     989       4.4537       2.6492
     990       4.9148       3.1248
     991       4.8088       2.9936
     992       4.6640       2.7669
     993       5.0016       3.0511
     994       4.3520       2.8073
     995       4.6574       2.7317
     996       4.6567       2.7610
     997       4.5523       2.6863
     998       4.5167       2.6148
     999       5.0178       2.9630
    1000       4.6536       2.8329
