name,hit,heavy_atoms,mw,length_A,npr1,npr2,asphericity,shape_class
"Dehydroepiandrosterone acetate",0,24,330.5,11.99,0.138,0.952,0.645,ROD
"Delafloxacin Meglumine",0,30,440.8,11.55,0.460,0.622,0.212,DISC
"Delamanid",0,38,534.5,18.28,0.177,0.855,0.562,ROD
"Delapril Hydrochloride",0,33,452.6,9.79,0.550,0.919,0.113,SPHERE
"Delavirdine (mesylate)",0,32,456.6,15.61,0.196,0.895,0.524,ROD
"Delta-Gluconolactone",0,12,178.1,5.87,0.451,0.750,0.187,DISC
"Demecarium Bromide",0,40,556.8,21.41,0.123,0.957,0.678,ROD
"Demeclocycline HCl",0,32,464.9,11.63,0.301,0.945,0.359,ROD
"Demeclocycline Hydrochloride",0,32,464.9,11.63,0.301,0.945,0.359,ROD
"Demeclocycline Hydrochloride",0,32,464.9,11.63,0.301,0.945,0.359,ROD
"Deoxycholic acid",0,28,392.6,15.47,0.105,0.963,0.720,ROD
"Deoxycholic acid sodium salt",0,28,392.6,15.47,0.105,0.963,0.720,ROD
"Deoxycorticosterone acetate",0,27,372.5,13.96,0.152,0.951,0.615,ROD
"Deoxygedunol Acetate",0,37,510.6,13.62,0.343,0.855,0.296,ROD
"Dequalinium Chloride",0,34,456.7,19.09,0.064,0.979,0.822,ROD
"Dequalinium Dichloride",0,34,456.7,19.09,0.064,0.979,0.822,ROD
"Desipramine Hydrochloride",0,20,266.4,7.81,0.569,0.758,0.104,SPHERE
"Desloratadine",0,22,310.8,9.13,0.404,0.746,0.232,DISC
"Desonide",0,30,416.5,12.94,0.234,0.918,0.458,ROD
"Desoximetasone",0,27,376.5,12.36,0.190,0.932,0.538,ROD
"Desvenlafaxine",0,19,263.4,8.59,0.404,0.771,0.229,DISC
"Desvenlafaxine Succinate",0,19,263.4,8.59,0.404,0.771,0.229,DISC
"Detomidine HCl",0,14,186.3,6.72,0.279,0.885,0.385,ROD
"Dexamethasone (DHAP)",0,28,392.5,13.14,0.187,0.939,0.544,ROD
"Dexamethasone Acetate",0,31,434.5,12.67,0.235,0.985,0.466,ROD
"Dexamethasone palmitate",0,28,392.5,13.14,0.187,0.939,0.544,ROD
"Dexamethasone phosphate disodium",0,28,392.5,13.14,0.187,0.939,0.544,ROD
"Dexamethasone Sodium Phosphate",0,32,472.4,14.60,0.161,0.939,0.595,ROD
"Dexlansoprazole",0,25,369.4,10.15,0.400,0.672,0.252,DISC
"Dexrazoxane",0,19,268.3,9.79,0.280,0.923,0.387,ROD
"Dexrazoxane HCl (ICRF-187, ADR-529)",0,19,268.3,9.79,0.280,0.923,0.387,ROD
"Dextrose",0,12,180.2,5.44,0.583,0.831,0.091,SPHERE
"Diacerein",0,27,368.3,10.60,0.359,0.740,0.283,DISC
"Dianthrol",0,17,226.2,7.51,0.275,0.725,0.402,ROD
"Diatrizoate sodium",0,20,613.9,8.97,0.521,0.557,0.198,DISC
"Diatrizoic acid",0,20,613.9,8.97,0.521,0.557,0.198,DISC
"Diaveridine",0,19,260.3,10.68,0.210,0.914,0.500,ROD
"Diazolidinyl urea",0,19,278.2,6.90,0.641,0.815,0.064,SPHERE
"Diazoxide",0,14,230.7,8.23,0.261,0.801,0.412,ROD
"Dibucaine",0,25,343.5,10.81,0.440,0.712,0.204,DISC
"Dibucaine HCl",0,25,343.5,10.81,0.440,0.712,0.204,DISC
"Dibutyl sebacate",0,22,314.5,9.72,0.361,0.756,0.278,DISC
"Dibutyryl-cAMP (Bucladesine)",0,32,469.4,13.22,0.326,0.787,0.319,ROD
"Dichlorophene",0,17,269.1,7.93,0.328,0.727,0.325,ROD
"Dichlorphenamide (Diclofenamide)",0,16,305.2,7.50,0.396,0.674,0.256,DISC
"Diclofenac acid",0,19,296.2,7.85,0.523,0.763,0.131,DISC
"Diclofenac Diethylamine",0,19,296.2,7.85,0.523,0.763,0.131,DISC
"Diclofenac Potassium",0,19,296.2,7.85,0.523,0.763,0.131,DISC
"Diclofenac Sodium",0,19,296.2,7.85,0.523,0.763,0.131,DISC
"Dicloxacillin Sodium",0,30,470.3,11.10,0.406,0.936,0.233,DISC
"Dicloxacillin Sodium hydrate",0,30,470.3,11.10,0.406,0.936,0.233,DISC
"Dicoumarol",0,25,336.3,10.97,0.250,0.886,0.429,ROD
"Dicyclomine HCl",0,22,309.5,10.14,0.332,0.887,0.312,ROD
"Didanosine",0,17,236.2,9.51,0.157,0.900,0.601,ROD
"Dienestrol",0,20,266.3,12.11,0.145,0.943,0.628,ROD
"Dienogest",0,23,311.4,10.87,0.224,0.995,0.487,ROD
"Diethylcarbamazine citrate",0,14,199.3,7.65,0.263,0.899,0.410,ROD
"Diethyldithiocarbamic Acid Sodium Salt",0,8,149.3,4.90,0.487,0.600,0.200,DISC
"Diethylstilbestrol",0,20,268.4,12.00,0.146,0.944,0.627,ROD
"Diflorasone",0,29,410.5,12.62,0.217,0.916,0.487,ROD
"Difloxacin hydrochloride",0,29,399.4,12.00,0.392,0.659,0.264,DISC
"Diflufenican",0,28,394.3,11.67,0.360,0.707,0.288,DISC
"Diflunisal",0,18,250.2,9.98,0.179,0.875,0.557,ROD
"Diflunisal",0,18,250.2,9.98,0.179,0.875,0.557,ROD
"Difluprednate",0,36,508.6,14.13,0.253,0.959,0.433,ROD
"Digoxigenin",0,28,390.5,13.89,0.156,0.972,0.608,ROD
"Dihydralazine sulphate",0,14,190.2,6.92,0.418,0.640,0.244,DISC
"Dihydro-Obliquin",0,18,246.3,10.43,0.147,0.942,0.624,ROD
"Dihydroartemisinin (DHA)",0,20,284.4,7.09,0.569,0.694,0.115,SPHERE
"Dihydroergotamine Mesylate",0,43,583.7,17.54,0.175,0.901,0.564,ROD
"Dihydrofissinolide",0,37,514.6,13.33,0.369,0.806,0.265,DISC
"Dihydromunduletone",0,31,424.5,12.09,0.377,0.822,0.256,DISC
"Dihydromundulone",0,31,424.5,12.09,0.377,0.822,0.256,DISC
"Dihydrorotenone",0,29,396.4,14.85,0.120,0.925,0.683,ROD
"Dihydrostreptomycin sulfate",0,40,583.6,13.94,0.336,0.885,0.306,ROD
"Dihydrotestosterone(DHT)",0,21,290.4,10.94,0.157,0.910,0.601,ROD
"Diiodohydroxyquinoline",0,13,397.0,7.10,0.299,0.701,0.371,ROD
"Diltiazem HCl",0,29,414.5,11.87,0.389,0.792,0.243,DISC
"Dimefuron",0,23,338.8,13.10,0.128,0.894,0.664,ROD
"Dimemorfan phosphate",0,19,255.4,8.13,0.521,0.821,0.128,DISC
"Dimercaprol",0,6,124.2,3.48,0.497,0.755,0.150,DISC
"Dimethomorph",0,27,387.9,11.26,0.434,0.769,0.200,DISC
"Dimethyl Fumarate",0,10,144.1,7.63,0.122,0.878,0.678,ROD
"Dimethyl phthalate",0,14,194.2,6.30,0.509,0.642,0.167,DISC
"Dimethylamine hydrochloride",0,3,45.1,2.40,0.148,0.852,0.621,ROD
"Dimetridazole",0,10,141.1,5.91,0.266,0.734,0.415,ROD
"Diminazene Aceturate",0,21,281.3,13.97,0.079,0.958,0.783,ROD
"Dinitolmide",0,16,225.2,6.95,0.510,0.543,0.214,DISC
"Dinoprost tromethamine",0,25,354.5,10.56,0.526,0.808,0.126,DISC
"Dioscin",0,61,869.1,24.34,0.162,0.887,0.590,ROD
"Diosgenin",0,30,414.6,9.56,0.435,0.773,0.199,DISC
"Diosmetin",0,22,300.3,11.83,0.156,0.874,0.603,ROD
"Diosmin",0,43,608.5,14.46,0.427,0.721,0.214,DISC
"Diphemanil Methylsulfate",0,21,278.4,8.28,0.487,0.660,0.177,DISC
"Diphenhydramine HCl",0,19,255.4,8.63,0.457,0.657,0.203,DISC
"Diphenidol HCl",0,23,309.5,10.92,0.298,0.819,0.356,ROD
"Diphenylamine Hydrochloride",0,13,169.2,7.77,0.129,0.912,0.663,ROD
"Diphenyleneiodonium Chloride",0,13,279.1,7.12,0.437,0.563,0.262,DISC
"Diphenylpropynone",0,16,206.2,10.02,0.132,0.925,0.656,ROD
"Diphenylpyraline hydrochloride",0,21,281.4,9.67,0.395,0.737,0.243,DISC
"Dipivefrin Hydrochloride",0,25,351.4,10.31,0.386,0.784,0.247,DISC
"Dipotassium glycyrrhizinate",0,58,822.9,17.93,0.238,0.961,0.457,ROD
"Dipyridamole",0,36,504.6,11.79,0.491,0.611,0.192,DISC
"Diquafosol Tetrasodium",0,49,790.3,12.23,0.554,0.862,0.107,SPHERE
"Dirithromycin",0,58,835.1,16.32,0.601,0.655,0.111,SPHERE
"Diroximel Fumarete",0,18,255.2,9.78,0.267,0.810,0.402,ROD
"Disodium Cromoglycate",0,34,468.4,16.36,0.146,0.959,0.629,ROD
"Disopyramide",0,25,339.5,8.26,0.630,0.837,0.068,SPHERE
"Disopyramide Phosphate",0,25,339.5,8.26,0.630,0.837,0.068,SPHERE
"Disulfiram",0,16,296.6,8.96,0.416,0.972,0.228,DISC
"Dithiothreitol (DTT)",0,8,154.3,5.46,0.305,0.901,0.349,ROD
"Dithranol",0,17,226.2,7.55,0.273,0.727,0.405,ROD
"Diuron",0,14,233.1,9.33,0.156,0.862,0.605,ROD
"Dl-6,8-Thioctic Acid",0,12,206.3,6.82,0.272,0.913,0.397,ROD
"DL-Arginine",0,12,174.2,6.59,0.314,0.872,0.334,ROD
"DL-Carnitine",0,11,162.2,6.61,0.267,0.839,0.402,ROD
"DL-Carnitine HCl",0,11,161.2,5.11,0.454,0.798,0.180,DISC
"DL-Citrulline",0,12,175.2,5.85,0.396,0.836,0.234,DISC
"DL-Glutamine",0,10,146.1,5.91,0.295,0.850,0.360,ROD
"DL-Menthol",0,11,156.3,6.62,0.368,0.886,0.268,DISC
"DL-Methionine",0,9,149.2,6.33,0.188,0.889,0.539,ROD
"Dl-Mevalonic Acid",0,10,148.2,5.95,0.289,0.889,0.371,ROD
"DL-Norepinephrine hydrochloride",0,12,169.2,6.92,0.238,0.816,0.449,ROD
"DL-Panthenol",0,14,205.3,7.07,0.323,0.844,0.321,ROD
"DL-Penicillamine",0,9,149.2,4.95,0.337,0.873,0.304,ROD
"DL-Serine",0,7,105.1,3.83,0.440,0.766,0.195,DISC
"DL-Tartaric acid",0,10,150.1,4.34,0.678,0.943,0.052,SPHERE
"Docetaxel",0,58,807.9,13.73,0.573,0.899,0.098,SPHERE
"Docetaxel Trihydrate",0,58,807.9,13.73,0.573,0.899,0.098,SPHERE
"Docosahexaenoic Acid",0,24,328.5,11.71,0.245,0.977,0.448,ROD
"Docusate Sodium",0,28,422.6,11.08,0.442,0.809,0.190,DISC
"Dofetilide",0,29,441.6,12.16,0.316,0.828,0.330,ROD
"Dolutegravir (GSK1349572)",0,30,419.4,14.56,0.136,0.959,0.650,ROD
"Dolutegravir Sodium",0,30,419.4,14.56,0.136,0.959,0.650,ROD
"Domiphen Bromide",0,24,334.6,13.64,0.234,0.860,0.456,ROD
"Domperidone",0,30,425.9,14.12,0.149,0.926,0.620,ROD
"Donepezil",0,28,379.5,8.56,0.538,0.774,0.120,DISC
"Donepezil HCl",0,28,379.5,8.56,0.538,0.774,0.120,DISC
"Dopamine HCl",0,11,153.2,6.80,0.234,0.804,0.457,ROD
"Doramectin",0,64,899.1,21.73,0.281,0.793,0.382,ROD
"Doravirine (MK-1439)",0,29,425.8,10.11,0.550,0.697,0.125,SPHERE
"Doripenem",0,27,420.5,10.23,0.457,0.826,0.177,DISC
"Doripenem Hydrate",0,27,420.5,10.23,0.457,0.826,0.177,DISC
"Dorzolamide HCl",0,19,324.4,8.37,0.385,0.719,0.257,DISC
"DOTAP chloride",0,47,663.1,16.48,0.390,0.864,0.243,DISC
"Doxapram",0,28,378.5,10.59,0.469,0.946,0.176,DISC
"Doxapram HCl",0,28,378.5,10.59,0.469,0.946,0.176,DISC
"Doxazosin",0,33,451.5,15.86,0.159,0.894,0.598,ROD
"Doxazosin Mesylate",0,33,451.5,15.86,0.159,0.894,0.598,ROD
"Doxepin HCl",0,21,279.4,9.47,0.357,0.751,0.283,DISC
"Doxercalciferol",0,30,412.7,14.10,0.247,0.837,0.434,ROD
"Doxifluridine",0,17,246.2,8.39,0.259,0.791,0.417,ROD
"Doxofylline",0,19,266.3,9.25,0.223,0.831,0.475,ROD
"Doxorubicin (Adriamycin) HCl",0,39,543.5,13.48,0.363,0.754,0.276,DISC
"Doxycycline",0,32,444.4,11.78,0.294,0.938,0.368,ROD
"Doxycycline Hyclate",0,32,444.4,11.78,0.294,0.938,0.368,ROD
"Doxycycline Hydrochloride",0,32,444.4,11.78,0.294,0.938,0.368,ROD
"Doxycycline Hydrochloride",0,32,444.4,11.78,0.294,0.938,0.368,ROD
"Doxycycline monohydrate",0,32,444.4,11.78,0.294,0.938,0.368,ROD
"Doxylamine Succinate",0,20,270.4,9.08,0.470,0.688,0.183,DISC
"Dracohodin perochlorate",0,20,267.3,10.73,0.163,0.850,0.589,ROD
"Drofenine Hydrochloride",0,23,317.5,11.19,0.328,0.844,0.315,ROD
"Dronedarone",0,39,556.8,15.60,0.378,0.887,0.257,DISC
"Dronedarone HCl",0,39,556.8,15.60,0.378,0.887,0.257,DISC
"Droperidol",0,28,379.4,15.70,0.103,0.956,0.725,ROD
"Dropropizine",0,17,236.3,9.76,0.158,0.917,0.599,ROD
"Drospirenone",0,27,366.5,12.60,0.174,0.897,0.568,ROD
"Drostanolone Propionate",0,26,360.5,13.28,0.156,0.908,0.603,ROD
"Droxidopa",0,15,213.2,8.83,0.200,0.881,0.516,ROD
"Dulcitol",0,12,182.2,6.99,0.330,0.923,0.318,ROD
"Duloxetine",0,21,297.4,9.67,0.278,0.872,0.385,ROD
"Duloxetine HCl",0,21,297.4,9.67,0.278,0.872,0.385,ROD
"Dutasteride",0,37,528.5,17.33,0.145,0.900,0.626,ROD
"Duvelisib (IPI-145, INK1197)",0,30,416.9,11.78,0.329,0.744,0.320,ROD
"Dyclonine HCl",0,21,289.4,11.60,0.232,0.882,0.460,ROD
"Dydrogesterone",0,23,312.5,12.38,0.141,0.926,0.637,ROD
"Dyphylline",0,18,254.2,9.09,0.258,0.801,0.418,ROD
"Ebastine",0,35,469.7,18.57,0.101,0.960,0.729,ROD
"Ebselen",0,16,274.2,9.11,0.215,0.809,0.492,ROD
"Ebselen",0,16,274.2,9.11,0.215,0.809,0.492,ROD
"Ecabet sodium",0,26,380.5,10.50,0.220,0.886,0.480,ROD
"Ecamsule.2Na",0,38,562.7,16.46,0.156,0.906,0.604,ROD
"Econazole",0,24,381.7,11.62,0.326,0.924,0.323,ROD
"Econazole nitrate",0,24,381.7,11.62,0.326,0.924,0.323,ROD
"Econazole Nitrate",0,24,381.7,11.62,0.326,0.924,0.323,ROD
"Edaravone",0,13,174.2,7.49,0.227,0.773,0.474,ROD
"edetate calcium disodium",0,20,292.2,8.48,0.458,0.845,0.176,DISC
"Edetate Trisodium",0,20,292.2,8.48,0.458,0.845,0.176,DISC
"Edoxaban",0,37,548.1,16.91,0.367,0.705,0.280,DISC
"Edoxaban tosylate Monohydrate",0,37,548.1,16.91,0.367,0.705,0.280,DISC
"Edoxudine",0,18,256.3,8.70,0.322,0.774,0.326,ROD
"Edrophonium chloride",0,12,166.2,6.22,0.358,0.914,0.282,DISC
"Efaproxiral Sodium",0,25,341.4,12.96,0.167,0.901,0.581,ROD
"Efinaconazole",0,25,348.4,12.30,0.294,0.860,0.362,ROD
"Eflornithine hydrochloride hydrate",0,12,182.2,6.65,0.482,0.821,0.157,DISC
"Efonidipine",0,45,631.7,14.05,0.373,0.885,0.262,DISC
"Efonidipine hydrochloride monoethanolate",0,45,631.7,14.05,0.373,0.885,0.262,DISC
"Eicosapentaenoic Acid",0,22,302.5,9.86,0.496,0.640,0.177,DISC
"Eicosapentaenoic acid ethyl ester",0,24,330.5,18.98,0.049,0.995,0.861,ROD
"Elagolix Sodium",0,45,631.6,15.30,0.451,0.842,0.182,DISC
"Elbasvir",0,65,882.0,27.19,0.152,0.903,0.612,ROD
"Eletriptan HBr",0,27,382.5,10.74,0.324,0.795,0.321,ROD
"Eliglustat",0,29,404.6,12.01,0.344,0.820,0.294,ROD
"Eliglustat hemitartrate",0,29,404.6,12.01,0.344,0.820,0.294,ROD
"Eltrombopag",0,33,442.5,17.20,0.120,0.912,0.682,ROD
"Eltrombopag Olamine",0,33,442.5,17.20,0.120,0.912,0.682,ROD
"Elvitegravir (GS-9137, JTK-303)",0,31,447.9,12.37,0.269,0.847,0.398,ROD
"Emamectin Benzoate",0,63,886.1,23.28,0.231,0.836,0.461,ROD
"Embelin",0,21,294.4,10.91,0.296,0.906,0.362,ROD
"Emedastine",0,22,302.4,10.32,0.373,0.733,0.268,DISC
"Emedastine Difumarate",0,22,302.4,10.32,0.373,0.733,0.268,DISC
"Emodin",0,20,270.2,9.87,0.268,0.732,0.412,ROD
"Empagliflozin (BI 10773)",0,31,450.9,12.02,0.422,0.744,0.215,DISC
"Emtricitabine",0,16,247.3,8.50,0.241,0.813,0.445,ROD
"Enalapril Maleate",0,27,376.5,9.45,0.532,0.893,0.123,DISC
"Enalaprilat Dihydrate",0,25,348.4,8.52,0.524,0.745,0.132,DISC
"Enarodustat (JTZ-951)",0,25,340.3,11.31,0.272,0.839,0.394,ROD
"Enasidenib (AG-221)",0,33,473.4,14.74,0.198,0.826,0.521,ROD
"Enasidenib Mesylate",0,33,473.4,14.74,0.198,0.826,0.521,ROD
"Enclomiphene Citrate",0,29,406.0,12.80,0.291,0.841,0.366,ROD
"Endothall",0,13,186.2,5.12,0.614,0.664,0.102,SPHERE
"Enoxacin",0,23,320.3,11.49,0.187,0.840,0.542,ROD
"Enoxacin Sesquihydrate",0,23,320.3,11.49,0.187,0.840,0.542,ROD
"Enoxolone",0,34,470.7,13.32,0.160,0.928,0.596,ROD
"Enrofloxacin",0,26,359.4,13.47,0.195,0.871,0.525,ROD
"Ensulizole",0,19,274.3,11.22,0.086,0.940,0.764,ROD
"Entacapone",0,22,305.3,10.84,0.224,0.870,0.472,ROD
"Entecavir",0,20,277.3,9.86,0.225,0.916,0.473,ROD
"Entecavir Hydrate",0,20,277.3,9.86,0.225,0.916,0.473,ROD
"Entinostat (MS-275)",0,28,376.4,13.03,0.226,0.880,0.469,ROD
"Entrectinib (RXDX-101)",0,41,560.6,17.20,0.261,0.781,0.414,ROD
"Enzalutamide (MDV3100)",0,32,464.4,16.11,0.136,0.964,0.649,ROD
"Enzastaurin (LY317615)",0,39,515.6,14.62,0.333,0.969,0.321,ROD
"Epalrestat",0,21,319.4,13.14,0.125,0.932,0.672,ROD
"Eperisone hydrochloride",0,19,259.4,9.44,0.340,0.781,0.301,ROD
"Epiafzelechin Trimethyl Ether",0,23,316.4,10.32,0.316,0.942,0.339,ROD
"Epiandrosterone",0,21,290.4,10.98,0.156,0.909,0.604,ROD
"Epinastine HCl",0,19,249.3,7.53,0.447,0.675,0.206,DISC
"Epinephrine bitartrate",0,13,183.2,7.05,0.275,0.947,0.397,ROD
"Epinephrine HCl",0,13,183.2,7.05,0.275,0.947,0.397,ROD
"Epirubicin HCl",0,39,543.5,13.70,0.380,0.727,0.261,DISC
"Eplerenone",0,30,414.5,12.49,0.252,0.899,0.427,ROD
"Eprazinone 2HCl",0,28,380.5,15.47,0.126,0.943,0.670,ROD
"Eprodisate disodium",0,11,204.2,7.25,0.154,0.984,0.615,ROD
"Eprosartan Mesylate",0,30,424.5,10.63,0.597,0.710,0.097,SPHERE
"Erdafitinib (JNJ-42756493)",0,33,446.6,14.08,0.388,0.815,0.244,DISC
"Erdosteine",0,15,249.3,7.85,0.273,0.976,0.404,ROD
"Eriodictyol",0,21,288.3,10.78,0.168,0.895,0.580,ROD
"Erlotinib",0,29,393.4,10.56,0.552,0.839,0.108,SPHERE
"Erlotinib HCl (OSI-744)",0,29,393.4,10.56,0.552,0.839,0.108,SPHERE
"Ertapenem sodium",0,33,475.5,13.32,0.313,0.806,0.336,ROD
"Ertugliflozin",0,30,436.9,13.03,0.268,0.879,0.402,ROD
"Ertugliflozin L-pyroglutamic acid",0,30,436.9,13.03,0.268,0.879,0.402,ROD
"Erythritol",0,8,122.1,4.65,0.417,0.774,0.216,DISC
"Erythromycin",0,51,733.9,14.32,0.490,0.710,0.162,DISC
"Erythromycin Cyclocarbonate",0,51,733.9,14.32,0.490,0.710,0.162,DISC
"Erythromycin estolate",0,55,790.0,14.39,0.440,0.742,0.198,DISC
"Erythromycin Ethylsuccinate",0,60,862.1,17.08,0.336,0.916,0.309,ROD
"Erythromycin thiocyanate",0,51,733.9,14.32,0.490,0.710,0.162,DISC
"Erythrosin B",0,29,835.9,10.88,0.395,0.710,0.249,DISC
"Escitalopram Oxalate",0,24,324.4,11.85,0.378,0.746,0.260,DISC
"Esculetin",0,13,178.1,7.61,0.182,0.818,0.554,ROD
"Esculin",0,24,340.3,12.18,0.159,0.933,0.599,ROD
"Esculin Sesquihydrate",0,24,340.3,12.18,0.159,0.933,0.599,ROD
"Esfenvalerate",0,30,419.9,9.58,0.532,0.628,0.157,DISC
"Eslicarbazepine Acetate",0,22,296.3,8.58,0.561,0.768,0.107,SPHERE
"Esmolol",0,21,295.4,13.03,0.117,0.989,0.694,ROD
"Esmolol HCl",0,21,295.4,13.03,0.117,0.989,0.694,ROD
"Esomeprazole sodium",0,24,345.4,9.84,0.367,0.722,0.277,DISC
"Estradiol Benzoate",0,28,376.5,15.95,0.064,0.976,0.821,ROD
"Estradiol Cypionate",0,29,396.6,16.60,0.072,0.960,0.799,ROD
"Estradiol dipropionate(17-Beta-Estradiol-3,17-Dipropionate)",0,28,384.5,15.49,0.110,0.952,0.707,ROD
"Estradiol valerate",0,26,356.5,12.72,0.177,0.881,0.561,ROD
"Estramustine phosphate sodium",0,33,520.4,17.16,0.092,0.931,0.750,ROD
"Estriol",0,21,288.4,11.25,0.141,0.899,0.636,ROD
"Estrone",0,20,270.4,10.85,0.145,0.895,0.628,ROD
"Estropipate",0,24,350.4,12.95,0.109,0.964,0.710,ROD
"ETC-1002",0,24,344.5,8.40,0.550,0.673,0.132,DISC
"Ethacridine lactate",0,19,253.3,11.07,0.145,0.865,0.628,ROD
"Ethacridine lactate monohydrate",0,19,253.3,11.07,0.145,0.865,0.628,ROD
"Ethacrynate Sodium",0,19,303.1,9.91,0.341,0.850,0.298,ROD
"Ethacrynic Acid",0,19,303.1,9.91,0.341,0.850,0.298,ROD
"Ethambutol 2HCl",0,14,204.3,10.21,0.162,0.985,0.599,ROD
"Ethamsylate",0,12,190.2,6.21,0.331,0.773,0.314,ROD
"Ethanolamine hydrochloride",0,4,61.1,2.79,0.245,0.804,0.438,ROD
"Ethephon",0,7,144.5,4.78,0.285,0.962,0.385,ROD
"Ethidium bromide",0,24,314.4,9.91,0.402,0.651,0.256,DISC
"Ethinyl Estradiol",0,22,296.4,10.71,0.180,0.938,0.558,ROD
"Ethionamide",0,11,166.2,7.21,0.210,0.845,0.498,ROD
"Ethopabate",0,17,237.3,10.04,0.247,0.776,0.439,ROD
"Ethosuximide",0,10,141.2,6.09,0.334,0.839,0.307,ROD
"Ethotoin",0,15,204.2,8.36,0.225,0.887,0.471,ROD
"Ethoxyquin",0,16,217.3,8.95,0.224,0.847,0.472,ROD
"Ethoxzolamide",0,16,258.3,9.81,0.135,0.915,0.650,ROD
"Ethyl Everninate",0,15,210.2,9.55,0.206,0.816,0.506,ROD
"Ethyl gallate",0,25,360.8,9.07,0.639,0.823,0.064,SPHERE
"Ethyl Oleate",0,22,310.5,13.73,0.235,0.814,0.455,ROD
"Ethylvanillin",0,12,166.2,8.27,0.192,0.808,0.534,ROD
"Ethynodiol diacetate",0,28,384.5,14.36,0.145,0.945,0.630,ROD
"Etidronate",0,11,206.0,5.61,0.466,0.924,0.175,DISC
"Etodolac",0,21,287.4,9.14,0.272,0.831,0.394,ROD
"Etofenamate",0,26,369.3,9.98,0.375,0.831,0.258,DISC
"Etofylline",0,16,224.2,7.80,0.315,0.744,0.339,ROD
"Etonogestrel",0,24,324.5,10.53,0.260,0.917,0.416,ROD
"Etoposide",0,42,588.6,14.75,0.322,0.845,0.323,ROD
"Etoricoxib",0,24,358.9,10.38,0.378,0.681,0.273,DISC
"Etravirine (TMC125)",0,28,435.3,16.80,0.159,0.922,0.598,ROD
"Etretinate",0,26,354.5,17.78,0.069,0.992,0.809,ROD
"Eugenol",0,12,164.2,7.36,0.293,0.749,0.370,ROD
"Eupatilin",0,25,344.3,13.46,0.138,0.899,0.643,ROD
"Evans Blue",0,58,872.9,27.76,0.050,0.966,0.857,ROD
"Exalamide",0,16,221.3,9.39,0.241,0.849,0.443,ROD
"Exemestane",0,22,296.4,10.34,0.224,0.897,0.474,ROD
"Ezetimibe",0,30,409.4,11.47,0.453,0.839,0.180,DISC
"Fabomotizole��hydrochloride",0,21,307.4,13.56,0.149,0.930,0.619,ROD
"Fadrozole",0,17,223.3,9.47,0.186,0.904,0.544,ROD
"Famciclovir",0,23,321.3,8.70,0.503,0.812,0.141,DISC
"Famotidine",0,20,337.5,7.73,0.482,0.671,0.178,DISC
"Fangchinoline",0,45,608.7,12.07,0.567,0.732,0.109,SPHERE
"Fargesin",0,27,370.4,14.09,0.112,0.942,0.702,ROD
"Farnesol",0,16,222.4,11.57,0.154,0.899,0.607,ROD
"Faropenem Sodium",0,19,285.3,9.42,0.263,0.843,0.408,ROD
"Farrerol",0,22,300.3,11.97,0.182,0.852,0.552,ROD
"Fasudil (HA-1077) HCl",0,20,291.4,9.70,0.249,0.887,0.432,ROD
"Favipiravir (T-705)",0,11,157.1,5.95,0.341,0.659,0.325,DISC
"Febantel",0,31,446.5,13.01,0.382,0.876,0.251,DISC
"Febuxostat",0,22,316.4,13.79,0.108,0.898,0.710,ROD
"Fedratinib (SAR302503, TG101348)",0,37,524.7,14.54,0.368,0.822,0.265,DISC
"Felbamate",0,17,238.2,8.63,0.447,0.704,0.199,DISC
"Felodipine",0,25,384.3,8.64,0.609,0.753,0.084,SPHERE
"Felodipine",0,25,384.3,8.64,0.609,0.753,0.084,SPHERE
"Fenbendazole",0,21,299.4,11.03,0.202,0.866,0.513,ROD
"Fenbufen",0,19,254.3,11.82,0.138,0.895,0.642,ROD
"Fenclorim",0,14,225.1,7.53,0.322,0.678,0.345,DISC
"Fendiline hydrochloride",0,24,315.5,11.63,0.241,0.847,0.444,ROD
"Fenipentol",0,12,164.2,7.75,0.196,0.969,0.531,ROD
"Fenofibrate",0,25,360.8,15.24,0.088,0.953,0.761,ROD
"Fenofibric acid",0,22,318.8,11.86,0.181,0.873,0.553,ROD
"Fenoldopam mesylate",0,21,305.8,9.74,0.335,0.930,0.312,ROD
"Fenoprofen Calcium",0,18,242.3,8.88,0.274,0.854,0.391,ROD
"Fenoprofen calcium hydrate",0,18,242.3,8.88,0.274,0.854,0.391,ROD
"Fenoterol",0,22,303.4,8.67,0.533,0.658,0.146,DISC
"Fenoterol hydrobromide",0,22,303.4,8.67,0.533,0.658,0.146,DISC
"Fenpyroximat",0,31,421.5,11.56,0.354,0.867,0.283,DISC
"Fenretinide",0,29,391.6,19.29,0.054,0.976,0.847,ROD
"Fenspiride HCl",0,19,260.3,11.34,0.102,0.967,0.727,ROD
"Fenticonazole Nitrate",0,30,455.4,13.69,0.243,0.912,0.442,ROD
"Ferulic Acid",0,14,194.2,8.73,0.147,0.869,0.624,ROD
"Ferulic Acid",0,14,194.2,7.65,0.262,0.911,0.412,ROD
"Fesoterodine Fumarate",0,30,411.6,9.91,0.578,0.743,0.101,SPHERE
"Fexofenadine HCl",0,37,501.7,16.42,0.128,0.941,0.666,ROD
"Fimasartan",0,36,501.7,13.46,0.366,0.751,0.274,DISC
"Finasteride",0,27,372.6,14.67,0.096,0.951,0.740,ROD
"Fingolimod",0,22,307.5,13.71,0.161,0.902,0.594,ROD
