name,hit,heavy_atoms,mw,length_A
"Amikacin Sulfate Salt",0,40,585.6,15.822747470689226
"Amiloride",0,15,229.6,8.462825663550733
"Amiloride HCl",0,15,229.6,8.416888469758042
"Amiloride HCl dihydrate",0,15,229.6,8.416888469758042
"Amiloxate",0,18,248.3,12.181934959783604
"Aminoglutethimide",0,17,232.3,9.731532910069225
"Aminoguanidine hydrochloride",0,5,74.1,3.509242514220875
"Aminophylline",0,13,180.2,5.838660771336022
"Aminopterin",0,32,440.4,15.933057416810609
"Aminopterin",0,32,440.4,15.933057416810609
"Amiodarone HCl",0,31,645.3,14.629873661620012
"Amisulpride",0,25,369.5,11.225399465990828
"Amitraz",0,22,293.4,13.698582442542351
"Amitriptyline",0,21,277.4,9.429450870415037
"Amitriptyline HCl",0,21,277.4,9.429450870415037
"Amlexanox",0,22,298.3,11.47671707024446
"Amlodipine",0,28,408.9,10.885978134717249
"Amlodipine Besylate",0,28,408.9,10.885978134717249
"Amlodipine maleate",0,28,408.9,10.885978134717249
"Ammonium formate",0,3,46.0,2.2366815749394355
"Ammonium Glycyrrhizate",0,58,822.9,17.92682899998496
"Ammonium Glycyrrhizinate",0,58,822.9,17.92682899998496
"Ammonium lactate",0,6,90.1,3.6347872064006914
"Amodiaquine",0,25,355.9,9.75085763019357
"Amodiaquine dihydrochloride dihydrate",0,25,355.9,9.75085763019357
"Amodiaquine hydrochloride",0,25,355.9,9.75085763019357
"Amonafide",0,21,283.3,9.200438238828175
"Amorolfine HCl",0,23,317.5,10.900421569941612
"Amoxapine",0,22,313.8,8.50227676738535
"Amoxicillin",0,25,365.4,9.961421537193196
"Amoxicillin Sodium",0,25,365.4,9.961421537193196
"Amoxicillin trihydrate",0,25,365.4,9.961421537193196
"Ampalex (CX-516)",0,18,241.3,9.657698324305942
"Ampicillin sodium",0,24,349.4,12.291690666215422
"Ampicillin Trihydrate",0,24,349.4,12.291690666215422
"Ampiroxicam",0,31,447.5,11.126591726894011
"Amprenavir",0,35,505.6,13.714300639926055
"Amprolium",0,18,243.3,8.818251055770645
"Amprolium HCl",0,18,243.3,8.818251055770645
"Amsacrine hydrochloride",0,28,393.5,11.37152664553733
"Amygdalin",0,32,457.4,12.476863549585705
"Amylmetacresol",0,13,178.3,8.298936019501099
"Anagliptin",0,28,383.5,12.337981388811189
"Anagrelide HCl",0,16,256.1,9.883137587386301
"Anamorelin",0,40,546.7,12.6406776940957
"Anastrozole",0,22,293.4,9.248343715334416
"Andrographolide",0,25,350.5,11.519212362937536
"Androsta-1,4-Dien-3,17-Dione",0,21,284.4,9.413194054727466
"Androsterone",0,21,290.4,10.935729630659468
"Anethole trithione",0,14,240.4,9.89557387858898
"Aniracetam",0,16,219.2,9.480932044656056
"Anisindione",0,19,252.3,10.125251684434733
"Anisodamine Hydrobromide",0,22,305.4,9.456514098077
"Anisotropine Methylbromide",0,20,282.4,8.658756592731848
"Anlotinib (AL3818) dihydrochloride",0,30,407.4,13.834572284019645
"Ansamitocin p-3 (Maytansinol isobutyrate, NSC292222)",0,44,635.2,13.24765776613061
"Anthothecol",0,19,255.3,8.611770100438115
"Anthracene-9-Carboxylic Acid",0,17,222.2,7.500148879604042
"Antimycin A",0,39,548.6,15.903307646658945
"Antimycin A",0,39,548.6,15.903307646658945
"Antineoplaston A10",0,18,246.3,10.026790610308458
"Antipyrine",0,14,188.2,7.590291959228202
"Apalutamide?(ARN-509)",0,33,477.4,16.490515180163637
"Apatinib",0,30,397.5,14.659787986241449
"Apigenin",0,20,270.2,10.811996038353442
"Apixaban",0,34,459.5,15.066061918407655
"Apraclonidine HCI",0,15,245.1,8.467148839539261
"Apramycin Sulfate",0,37,539.6,15.610894947602429
"Apremilast (CC-10004)",0,32,460.5,13.39405272524917
"Aprepitant",0,37,534.4,14.244414616036666
"Apronal",0,13,184.2,7.945319721562683
"Arbidol HCl",0,29,477.4,10.292812859982803
"Arbutin",0,19,272.3,9.649645747006552
"Arecoline HBr",0,11,155.2,6.307922804836874
"Arformoterol Tartrate",0,25,344.4,12.560782715727637
"Argatroban",0,35,508.6,11.981498600424239
"Argatroban Monohydrate",0,35,508.6,11.981498600424239
"Aripiprazole",0,30,448.4,19.518299853664736
"Aristolochic acid A",0,25,341.3,9.713639943509603
"Arteether",0,22,312.4,7.323227304459433
"Artemisinin",0,20,282.3,
"Artemisinin",0,20,282.3,7.372663136097372
"Artesunate",0,27,384.4,9.664993390131555
"Articaine HCl",0,19,284.4,8.948420638176428
"Asarinin (-)",0,26,354.4,13.103539192232045
"Ascomycin (FK520)",0,56,792.0,16.70308344102097
"Asenapine maleate",0,20,285.8,8.500080029064524
"Asiatic Acid",0,35,488.7,13.362150946735714
"Aspartame",0,21,294.3,10.771158108240648
"Aspirin",0,13,180.2,6.337092028890679
"Astemizole",0,34,458.6,16.63188569109235
"Astragaloside IV",0,55,785.0,19.06377065785757
"Asulam",0,15,230.2,8.182280605420043
"Asunaprevir",0,51,748.3,13.544945583347982
"Ataluren (PTC124)",0,21,284.2,11.248193596243295
"Atazanavir",0,51,704.9,15.293431187135264
"Atazanavir Sulfate",0,51,704.9,15.293431187135264
"Atenolol",0,19,266.3,12.644428180340496
"Atipamezole",0,16,212.3,7.143935386948342
"Atomoxetine HCl",0,19,255.4,8.720297993676844
"atorvastatin",0,41,558.7,14.867491619838047
"Atorvastatin Calcium",0,41,558.7,14.867491619838047
"Atovaquone",0,26,366.8,14.952071100761437
"ATP",0,31,507.2,9.145834832243256
"ATP disodium",0,31,507.2,9.145834832243256
"Atrazine",0,14,215.7,6.954996776016368
"Atrazine",0,14,215.7,6.954996776016368
"Atropine",0,21,289.4,9.726992171595926
"Atropine sulfate",0,21,289.4,9.726992171595926
"Atropine sulfate monohydrate",0,21,289.4,9.726992171595926
"Aucubin",0,24,346.3,9.931385050306963
"Aurintricarboxylic Acid",0,31,422.3,11.431660817731721
"Avanafil",0,34,484.0,14.908328728414867
"Avatrombopag",0,42,649.7,19.332071688794816
"Avermectin B1(Abamectin)",0,62,873.1,21.583083592009245
"Avibactam sodium",0,17,265.2,8.906777767034635
"Avobenzone",0,23,310.4,12.6555014405042
"Axitinib",0,28,386.5,14.506379791929366
"Azacitidine",0,17,244.2,8.212118193085383
"Azamethiphos",0,19,324.7,10.135768138116612
"Azaperone",0,24,327.4,15.452656685648039
"Azasetron HCl",0,24,349.8,10.533580823815983
"Azatadine dimaleate",0,22,290.4,8.763383242514768
"Azathioprine",0,19,277.3,7.412506863549395
"Azathramycin",0,51,735.0,15.261113132010903
"Azelaic acid",0,13,188.2,8.891843418270941
"Azelastine HCl",0,27,381.9,11.075145638646745
"Azelnidipine",0,43,582.7,15.873199520632825
"Azilsartan",0,34,456.5,12.14610320237195
"Azilsartan Medoxomil",0,42,568.5,13.8160809348513
"Azithromycin",0,52,749.0,15.114292488210337
"Azithromycin Dihydrate",0,52,749.0,15.114292488210337
"Azlocillin sodium salt",0,32,461.5,14.020873664718687
"Aztreonam",0,28,435.4,11.439430571243712
"BAF312 (Siponimod)",0,37,516.6,14.137934514799317
"Baicalein",0,20,270.2,10.493056667605664
"Baicalin",0,32,446.4,13.903200273892075
"Balofloxacin",0,28,389.4,13.068551767940296
"Balofloxacin Dihydrate",0,28,389.4,13.068551767940296
"Baloxavir",0,34,483.5,10.337373198461297
"Baloxavir marboxil",0,40,571.6,11.53740136147604
"Balsalazide",0,26,357.3,16.18012947385277
"Balsalazide disodium",0,26,357.3,16.18012947385277
"Bambuterol HCl",0,26,367.4,11.097666978480442
"Barban",0,16,258.1,11.158805242041135
"Baricitinib (LY3009104, INCB028050)",0,26,371.4,12.977747514426913
"Baricitinib phosphate",0,26,371.4,12.977747514426913
"Barnidipine",0,36,491.5,9.450924173805923
"Batyl alcohol",0,24,344.6,16.11254774973123
"Bay 11-7085",0,17,249.3,10.750660235877822
"Bay K 8644",0,25,356.3,7.819979836814723
"Bazedoxifene Acetate",0,35,470.6,15.062707529034753
"Bazedoxifene HCl",0,35,470.6,15.062707529034753
"Beclamide",0,13,197.7,8.868258055194724
"Beclomethasone dipropionate",0,36,521.1,13.28173003712883
"Bedaquiline",0,37,555.5,12.832423778326866
"Bedaquiline fumarate",0,37,555.5,12.832423778326866
"Bekanamycin",0,33,483.5,9.7208805607894
"Belinostat (PXD101)",0,22,318.4,10.269424477145275
"Belotecan (CKD-602) hydrochloride",0,32,433.5,13.858216859966506
"Bemegride",0,11,155.2,5.488379579659912
"Benactyzine hydrochloride",0,24,327.4,9.14541435980678
"Benazepril",0,31,424.5,10.983120920693107
"Benazepril HCl",0,31,424.5,10.983120920693107
"Bendamustine",0,23,358.3,13.078652182311881
"Bendamustine HCl",0,23,358.3,13.078652182311881
"Bendazac",0,21,282.3,7.803020700313235
"Bendazac L-lysine",0,21,282.3,7.803020700313235
"Bendazol",0,16,208.3,8.897106401229902
"Bendroflumethiazide",0,27,421.4,11.317055226104404
"Benidipine HCl",0,37,505.6,11.435680198706857
"Benorylate",0,23,313.3,12.774220252407147
"Benproperine phosphate",0,23,309.5,11.54620564036827
"Benserazide HCl",0,18,257.2,9.869486365331806
"Bentiromide",0,30,404.4,13.077207993807416
"Benzalkonium chloride",0,23,318.6,12.292556246352115
"Benzalkonium Chloride",0,23,318.6,12.292556246352115
"Benzamide",0,9,121.1,5.086281822952557
"Benzamidine HCl",0,9,120.2,5.1113624672499425
"Benzathine penicilline",0,23,334.4,9.080505689541267
"Benzenebutyric acid",0,12,164.2,7.293584999006409
"Benzenesulfonamide",0,10,157.2,5.202804575706405
"Benzethonium Chloride",0,30,412.6,13.637620377720918
"Benzidine Hcl",0,14,184.2,9.936035740525098
"Benznidazole",0,19,260.3,9.175037106912885
"Benzocaine",0,12,165.2,8.382151765096213
"Benzocaine hydrochloride",0,12,165.2,8.382151765096213
"Benzoic Acid",0,9,122.1,5.070748280037488
"Benzonatate",0,42,603.8,12.487080761591146
"Benzthiazide",0,26,431.9,11.97379605072322
"Benztropine mesylate",0,23,307.4,9.755784655640587
"Benzydamine HCl",0,23,309.4,11.16690525326169
"Benzyl alcohol",0,8,108.1,4.969643815405923
"Benzyl benzoate",0,16,212.2,9.405677781301785
"Benzyl isothiocyanate",0,10,149.2,6.242973866599475
"Benzylpenicillin potassium",0,23,334.4,9.080505689541267
"Bepotastine",0,27,388.9,11.244902521459656
"Bepotastine Besilate",0,27,388.9,11.244902521459656
"Bepridil hydrochloride",0,27,366.5,11.118120635555002
"Berbamine",0,45,608.7,12.90713274199163
"Berbamine (dihydrochloride)",0,45,608.7,12.90713274199163
"Berberine",0,25,336.4,12.926355481813916
"Berberine chloride",0,25,336.4,12.926355481813916
"Berberine Chloride",0,25,336.4,12.926355481813916
"Berberine Sulfate",0,25,336.4,12.926355481813916
"Berberine Sulfate",0,25,336.4,12.926355481813916
"Bergapten",0,16,216.2,8.076544843393172
"Bergenin",0,23,328.3,9.724537615958933
"Besifloxacin HCl",0,27,393.8,11.780000190385023
"Besifovir",0,20,299.2,9.509673561001968
"Bestatin",0,22,308.4,8.698440801089118
"Beta Carotene",0,40,536.9,27.91084973963911
"Beta-Carotene",0,40,536.9,18.9698140504006
"Beta-Naphthaleneacetic Acid",0,14,186.2,6.450153035528104
"Betahistine",0,10,136.2,5.673592237477102
"Betahistine 2HCl",0,10,136.2,5.673592237477102
"Betahistine mesylate",0,10,136.2,5.673592237477102
"Betain",0,8,117.1,4.57062446371512
"Betaine",0,8,118.2,4.885247413580227
"Betamethasone",0,28,392.5,11.4991592645548
"Betamethasone",0,28,392.5,11.4991592645548
"Betamethasone 17,21-Dipropionate",0,36,504.6,14.33404247526102
"Betamethasone Dipropionate",0,36,504.6,14.33404247526102
"Betamethasone sodium phosphate",0,32,472.4,14.515648541361045
"Betamethasone Valerate",0,34,476.6,13.200821836839408
"Betamipron",0,14,193.2,8.269190772423778
"Betaxolol",0,22,307.4,14.51164885417351
"Betaxolol HCl",0,22,307.4,14.51164885417351
"Bethanechol chloride",0,11,161.2,6.043951115289635
"Betrixaban",0,32,451.9,14.794733873094799
"Betrixaban maleate",0,32,451.9,14.794733873094799
"Betulin",0,32,442.7,12.60301300331874
"Bevantolol hydrochloride",0,25,345.4,8.74362460514383
"Bexarotene",0,26,348.5,12.239070962933303
"Bezafibrate",0,25,361.8,12.16766581090888
"Biapenem",0,24,350.4,12.240830892912735
"Bictegravir",0,32,449.4,15.622661529273701
"Bictegravir Sodium",0,32,449.4,15.622661529273701
"Bicyclol",0,28,390.3,11.645950245516177
"Bifendate",0,30,418.4,11.648713870853689
"Bifenox",0,22,342.1,12.31888836577115
"Bifonazole",0,24,310.4,11.517967080790214
"Bilastine",0,34,463.6,18.982279242101914
"Bimatoprost",0,30,415.6,14.071937895364579
"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0,27,441.2,12.681100528979611
"Biotin (Vitamin B7)",0,16,244.3,9.9458414951243
"Bis(2-ethylhexyl) phthalate",0,28,390.6,11.007093966163477
"Bisacodyl",0,27,361.4,12.886364859503523
"Bisoprolol",0,23,325.4,12.127702646862645
"Bisoprolol fumarate",0,23,325.4,12.127702646862645
"Bisphenol A",0,17,228.3,9.3772184350432
"Bitertanol",0,25,337.4,12.075235696256405
"Bithionol",0,19,356.1,10.081681987536037
"Boceprevir",0,37,519.7,10.111812158110181
"Boldenone Undecylenate",0,33,452.7,13.503644185113105
"Boldine",0,24,327.4,9.226574761914653
"Boric Acid",0,4,61.8,2.5042874236093646
"Bornyl acetate",0,14,196.3,7.326191310457615
"Bortezomib (PS-341)",0,28,384.2,9.70371137027528
"Bosentan Hydrate",0,39,551.6,13.812625333009052
"Bosutinib (SKI-606)",0,36,530.5,11.490204890905401
"Bovinocidin (3-Nitropropionic Acid)",0,8,119.1,4.9749926913794
"Brefeldin A",0,20,280.4,10.43989406829645
"Brequinar",0,28,375.4,14.716704158648257
"Brexpiprazole",0,31,433.6,15.248003516755892
"Brigatinib (AP26113)",0,40,584.1,19.1582318685089
"Brilliant Blue G",0,59,832.1,19.13212495130117
"Brimonidine",0,17,292.1,9.704969047420867
"Brimonidine Tartrate",0,17,292.1,9.704969047420867
"Brinzolamide",0,23,383.5,10.537436250505912
"Brivudine",0,19,333.1,9.654757345092673
"Bromfenac Sodium",0,20,334.2,11.99109409052763
"Bromfenac sodium hydrate",0,20,334.2,11.99109409052763
"Bromhexine",0,18,376.1,9.890186407767187
"Bromhexine HCl",0,18,376.1,9.890186407767187
"Bromisoval",0,11,223.1,6.265081042756298
"Bromocriptine Mesylate",0,43,654.6,16.490141929206487
"Bromoenol Lactone",0,19,317.2,10.361379569974154
"Bromopropylate",0,22,428.1,10.285094959906232
"Brompheniramine hydrogen maleate",0,19,319.2,9.393697315369177
"Bronopol",0,9,200.0,4.66392559000171
"Broxyquinoline",0,13,303.0,6.887548376111341
"Broxyquinoline",0,13,303.0,6.887548376111341
"Brucine sulfate heptahydrate",0,29,394.5,10.196406227726076
"Budesonide",0,31,430.5,11.570117982737083
"Bufexamac",0,16,223.3,9.947296512714509
"Buflomedil HCl",0,22,307.4,11.918615516731812
"Bulleyaconi cine A",0,45,627.8,
"Buparvaquone",0,24,326.4,9.917374629140731
"Bupivacaine HCl",0,21,288.4,9.23872199690124
"Buspirone HCl",0,28,385.5,12.012314168318193
"Busulfan",0,14,246.3,7.353139479454612
"Butamben",0,14,193.2,8.763206769148425
"Butenafine",0,24,317.5,13.10991738333477
"Butenafine HCl",0,24,317.5,13.10991738333477
"Butoconazole",0,25,411.8,11.169117178615238
"Butoconazole nitrate",0,25,411.8,11.169117178615238
"Butylated hydroxytoluene",0,16,220.4,7.66367024156631
"Butylscopolamine Bromide",0,26,360.5,11.35719411383627
"Cabazitaxel",0,60,835.9,15.61332470393113
"Cabergoline",0,33,451.6,11.227007460604153
"Cabozantinib (XL184, BMS-907351)",0,37,501.5,18.70736841985658
"Cabozantinib malate (XL184)",0,37,501.5,18.70736841985658
"Caffeic Acid",0,13,180.2,8.827384361280737
"Calcitriol",0,30,416.6,17.385183248147367
"Calcium D-Panthotenate",0,15,219.2,10.053846487610267
"Calcium Dobesilate",0,12,190.2,6.211865342685482
"Calcium folinate",0,34,473.4,11.987446446846402
"Calcium Gluceptate",0,15,226.2,8.04904088205255
"Calcium gluconate",0,13,196.2,6.359763492171046
"Camostat Mesilate",0,29,398.4,17.180700252540127
"Camphor",0,11,152.2,4.914017807381875
"Camptothecin",0,26,348.4,11.866954207348307
"Camptothecin",0,26,348.4,12.040065966855138
"Camylofin Chlorhydrate",0,23,320.5,10.647381277171695
"Canagliflozin",0,31,444.5,14.972590017029269
"Canagliflozin hemihydrate",0,31,444.5,14.972590017029269
"Candesartan",0,33,440.5,12.52079922777233
"Candesartan Cilexetil",0,45,610.7,18.077956418038447
"Cangrelor Tetrasodium",0,44,776.4,17.201903329793687
"Canrenone",0,25,340.5,12.416628972855754
"Cantharidic Acid",0,15,214.2,5.388088116718494
"Cantharidin",0,14,196.2,5.212729981408606
"Cantharidin",0,14,196.2,5.212729981408606
"Capecitabine",0,25,359.4,13.140408360825774
"Capmatinib (INCB28060)",0,31,412.4,12.346130466993344
"Capric acid",0,12,172.3,7.598608569142467
"Captopril",0,14,217.3,7.299235125867842
"Carazolol",0,22,298.4,11.013212162082976
"Carbadox",0,19,262.2,12.11216352937084
"Carbamazepine",0,18,236.3,7.233104910175524
"Carbazochrome",0,17,236.2,9.417248619333137
"Carbazochrome sodium sulfonate (AC-17)",0,20,300.3,11.020690949869138
"Carbendazim",0,14,191.2,9.141138732190262
"Carbenicillin disodium",0,26,378.4,11.157866232398764
"Carbenoxolone Sodium",0,41,570.8,16.999907833891793
"Carbetamide",0,18,271.3,8.969948614210907
"Carbetapentane",0,24,333.5,9.819940611824515
"Carbidopa",0,16,226.2,8.937730551777728
"CarbinoxaMine Maleate",0,20,290.8,9.662003356382504
"Carboprost",0,26,368.5,12.374325055961217
"Carglumic Acid",0,13,190.2,6.497445758949764
"Cariprazine HCl",0,28,427.4,10.84352691534679
"Carmofur",0,18,257.3,11.225489083003273
"Carmustine",0,12,214.1,7.726763042565905
"Carprofen",0,19,273.7,10.764488379401596
"Carprofen",0,19,273.7,10.764488379401596
"Carteolol HCl",0,21,292.4,9.687356287620368
"Carvacrol",0,11,150.2,6.575797855059963
"Carvedilol",0,30,406.5,9.789000540567942
"Carvedilol Phosphate",0,30,406.5,9.789000540567942
"Caryophyllene oxide",0,16,220.4,6.728285537442832
"Carzenide",0,13,201.2,7.579848798822527
"Casticin",0,27,374.3,13.52497762619289
"Catalpol",0,25,362.3,10.512924898727606
"Catharanthine",0,25,336.4,9.78612678181007
"Catharanthine hemitartrate",0,25,336.4,9.78612678181007
"CB-5083",0,31,413.5,11.742409807011994
"Cefaclor",0,24,367.8,10.069450883615914
"Cefadroxil hydrate",0,25,363.4,10.913964874435958
"Cefamandole nafate",0,33,490.5,13.52021593787524
"Cefathiamidine",0,31,472.6,13.401754685378542
"Cefazedone",0,33,548.5,12.873167065294517
"Cefazolin",0,29,454.5,8.870318058774297
"Cefazolin Sodium",0,29,454.5,8.870318058774297
"Cefcapene Pivoxil Hydrochloride",0,30,453.5,13.12153312652782
"Cefdinir",0,26,395.4,10.77641589347181
"Cefditoren Pivoxil",0,41,620.7,17.045063890344704
"Cefepime Dihydrochloride Monohydrate",0,32,480.6,14.605014540936217
"Cefetamet pivoxil hydrochloride",0,26,397.4,12.614072952823571
"Cefixime",0,30,453.5,14.130995660470436
"Cefmenoxime hydrochloride",0,33,511.6,12.804207643615904
"Cefmetazole sodium",0,30,471.5,14.498224833264127
"Cefminox Sodium",0,33,519.6,12.610851969012048
"Cefodizime",0,37,584.7,13.64886301820897
"Cefodizime Sodium",0,37,584.7,13.64886301820897
"Cefonicid sodium",0,35,542.6,12.957715723551775
"Cefoperazone",0,44,645.7,16.625880648710012
"Cefoperazone sodium",0,44,645.7,16.625880648710012
"Ceforanide",0,35,519.6,12.631499329262535
"Cefoselis Sulfate",0,35,522.6,11.405437951096438
"Cefotaxime",0,30,455.5,15.187624990601089
"Cefotaxime sodium",0,30,455.5,15.187624990601089
"Cefotiam Hexetil Hydrochloride",0,34,525.6,13.236386923677395
"Cefotiam hydrochloride",0,34,525.6,13.236386923677395
"Cefoxitin",0,28,427.5,12.640656351181025
"Cefoxitin sodium",0,28,427.5,12.640656351181025
"Cefozopran hydrochloride",0,35,515.5,16.027463328583675
"Cefpiramide acid",0,42,612.7,13.136289167076162
"Cefpiramide sodium",0,42,612.7,13.136289167076162
"Cefpirome sulfate",0,35,514.6,12.07841222818343
"Cefpodoxime proxetil",0,37,557.6,14.409071405038997
"Cefradine",0,24,349.4,12.576205133188314
"Cefsulodin sodium",0,36,532.6,14.372154805790693
"Ceftaroline Fosamil",0,43,684.7,15.404184296467605
"Ceftazidime",0,37,546.6,13.179124074875137
"Ceftazidime Pentahydrate",0,37,546.6,13.179124074875137
"Ceftezole",0,28,440.5,8.531313197652436
"Ceftezole sodium",0,28,440.5,8.531313197652436
"Ceftibuten dihydrate",0,27,410.4,11.82317578508293
"Ceftiofur",0,34,523.6,16.602239199149274
"Ceftiofur HCl",0,34,523.6,16.602239199149274
"Ceftiofur sodium",0,34,523.6,16.602239199149274
"Ceftizoxime",0,25,383.4,12.208444651968254
"Ceftizoxime sodium",0,25,383.4,12.208444651968254
"Ceftriaxone Sodium",0,36,554.6,16.38056996036803
"Ceftriaxone Sodium Trihydrate",0,36,554.6,16.38056996036803
"Cefuroxime axetil",0,35,510.5,12.83232007241536
"Cefuroxime sodium",0,29,424.4,13.10455958169956
"Celecoxib",0,26,381.4,11.03310257715848
"Celiprolol hydrochloride",0,27,379.5,14.456587536346536
"Centrophenoxine Hydrochloride",0,17,257.7,7.6674663715117335
"Cephalexin",0,24,347.4,12.535748304545375
"Cephalothin",0,26,396.4,13.622467192231499
"Cephapirin Benzathine",0,28,423.5,13.642528608610622
"Cephapirin Sodium",0,28,423.5,13.642528608610622
"Cepharanthine",0,45,606.7,12.291632676126046
"Cephradine monohydrate",0,24,349.4,12.576205133188314
"Ceritinib (LDK378)",0,38,558.1,15.303252207758737
"Ceritinib dihydrochloride",0,38,558.1,15.303252207758737
"Cetilistat",0,29,401.6,15.438551928390414
"Cetirizine DiHCl",0,27,388.9,12.160304175931337
"Cetrimonium Bromide",0,20,284.6,12.65446616544609
"Cetrimonium Bromide (CTAB)",0,20,284.6,12.65446616544609
"Cetylpyridinium Chloride",0,22,304.5,11.002734380130663
"Cetylpyridinium Chloride",0,22,304.5,11.002734380130663
"Cetylpyridinium chloride monohydrate",0,22,304.5,11.002734380130663
"Cevimeline",0,13,199.3,6.546676941786444
"Chaulmoogric Acid, Ethyl Ester",0,22,308.5,15.940360950788287
"Chelerythrine Chloride",0,26,348.4,13.373954976399817
"Chenodeoxycholic Acid",0,28,392.6,15.013036256331088
"Chloramine-T",0,2,51.5,1.7610002352432435
"Chloramphenicol",0,20,323.1,9.636089355519275
"Chloramphenicol",0,20,323.1,9.636199730278754
"Chloramphenicol",0,20,323.1,9.636199730278754
"Chloramphenicol sodium succinate",0,20,323.1,9.636089355519275
"Chloranil",0,12,245.9,6.331200189416022
"Chlorhexidine",0,34,505.5,19.88707484284605
"Chlorhexidine",0,34,505.5,19.88707484284605
"Chlorhexidine diacetate",0,34,505.5,19.88707484284605
"Chlorhexidine?2HCl",0,34,505.5,19.88707484284605
"Chlormezanone",0,17,273.7,8.21539965610145
"Chloroambucil",0,19,304.2,10.593929657501537
"Chlorobutanol",0,8,177.5,4.203839094511255
"Chlorogenic Acid",0,25,354.3,12.021283654700415
"Chloroprocaine HCl",0,18,270.8,10.642082363904679
"Chloropyramine hydrochloride",0,20,289.8,8.709198958449376
"Chloroquine",0,22,319.9,11.740685589984263
"Chloroquine Phosphate",0,22,319.9,11.740685589984263
"Chlorotetracycline",0,33,478.9,11.606326361934942
"Chlorothiazide",0,17,295.7,7.582813322588906
"Chlorotrianisene",0,27,380.9,13.567079125266297
"Chloroxine",0,13,214.1,6.7315931849134945
"Chlorphenesin",0,13,202.6,8.658260980502469
"Chlorpheniramine Maleate",0,19,274.8,8.95156403825844
"Chlorpromazine",0,21,318.9,9.255085258975692
"Chlorpromazine",0,21,318.9,9.255085258975692
"Chlorpromazine HCl",0,21,318.9,9.255085258975692
"Chlorpropamide",0,17,276.7,8.366639766763296
"Chlorprothixene",0,21,315.9,8.881913751003406
"Chlorprothixene hydrochloride",0,21,315.9,8.881913751003406
"Chlorquinaldol",0,14,228.1,7.499025416989784
"Chlortetracycline HCl",0,33,478.9,11.606326361934942
"Chlortetracycline Hcl",0,33,478.9,11.606326361934942
"Chlorthal-Dimethyl",0,18,332.0,9.404617950616801
"Chlorthalidone",0,22,338.8,9.67008957923511
"Chlorzoxazone",0,11,169.6,7.340004226698751
"cholecalciferol (Vitamin D3)",0,28,384.6,15.351160376584298
"Cholesterol",0,28,386.7,11.773006454104785
"Cholic acid",0,29,408.6,14.216141612417506
"Cholic Acid",0,29,408.6,14.216141612417506
"Choline bitartrate",0,7,104.2,4.432515032722039
"Choline Chloride",0,7,104.2,4.432515032722039
"Choline Fenofibrate",0,22,318.8,11.85611968450931
"Choline Glycerophosphate",0,16,257.2,10.82313479925764
"Chondroitin sulfate",0,35,531.5,13.058374825779756
"Chromocarb",0,14,190.2,7.400213925226004
"Ciclesonide",0,39,540.7,14.106763619298054
"Ciclopirox",0,15,207.3,7.918048920563975
"Ciclopirox ethanolamine",0,15,207.3,7.918048920563975
"Cidofovir",0,18,279.2,8.993155641990375
"Cilastatin",0,24,358.5,11.603684591423024
"Cilengitide?trifluoroacetate",0,42,588.7,14.409756252868327
"Cilnidipine",0,36,492.5,16.300480056619712
"Cilostazol",0,27,369.5,11.262094364797617
"Cimetidine",0,17,252.3,7.912527361552804
"Cimifugin",0,22,306.3,10.79886106221272
"Cinchocaine",0,25,343.5,10.812552306106358
"Cinchonidine",0,22,294.4,8.655682110238379
"Cinchonine(LA40221)",0,22,294.4,9.958505713530746
"Cinepazide maleate",0,30,417.5,15.560454948192067
"Cinitapride Hydrogen Tartrate",0,29,402.5,13.996614467240768
"Cinnamaldehyde",0,10,132.2,7.126515843316267
"Cinnamic acid",0,11,148.2,7.518500679768188
"Cinnamyl acetate",0,10,134.2,7.322864119549835
"Cinnarizine",0,28,368.5,11.346734434789838
"Cinoxacin",0,19,262.2,9.028465214842571
"Ciprofibrate",0,18,289.2,10.39131029828919
"Ciprofloxacin hydrochloride",0,24,331.3,11.467105712444758
"Ciprofloxacin hydrochloride hydrate",0,24,331.3,11.467105712444758
"cis-Aconitic acid",0,12,174.1,6.939315360763621
"cis-Anethole",0,11,148.2,7.294865995185874
"Cisapride",0,32,466.0,12.227714718123009
"Cisapride hydrate",0,32,466.0,13.585808852212732
"Citalopram HBr",0,24,324.4,10.816514988676815
"Citicholine",0,31,488.3,12.08952312847151
"Citicoline sodium",0,31,488.3,12.08952312847151
"Citiolone",0,10,159.2,6.3440862261214175
"Citral",0,11,152.2,8.140385191048562
"Citric acid",0,13,192.1,5.424030840656341
"Citric acid trilithium salt tetrahydrate",0,13,192.1,5.424030840656341
"Citronellal",0,11,154.3,6.9815431540497475
"Citronellyl acetate",0,14,198.3,7.373551803246136
"Cladribine",0,19,285.7,9.958246107758457
"Clarithromycin",0,52,748.0,13.931462202313098
"Clascoterone",0,29,402.5,11.681491050231987
"Clebopride (malate)",0,26,373.9,13.700469507226959
"Clemastine",0,24,343.9,9.733655088507302
"Clemastine Fumarate",0,24,343.9,9.733655088507302
"Clemizole",0,23,325.8,10.572300570061406
"Clevidipine Butyrate",0,30,456.3,11.74907246565875
"Clevudine",0,18,260.2,8.420348126071426
"Clidinium Bromide",0,26,352.5,9.468176274961335
