name,hit,heavy_atoms,mw,length_A
"Fesoterodine Fumarate",0,30,411.6,9.910293332204363
"Fexofenadine HCl",0,37,501.7,16.415580633654997
"Fimasartan",0,36,501.7,13.45666671936544
"Finasteride",0,27,372.6,14.671482218529142
"Fingolimod",0,22,307.5,13.711314423881786
"Fingolimod (FTY720) HCl",0,22,307.5,13.711314423881786
"Fipexide hydrochloride",0,27,388.9,14.780502468216437
"Fipronil",0,26,437.2,11.781925214645115
"Flavin Adenine Dinucleotide",0,53,785.6,15.527641897479052
"Flavoxate HCl",0,29,391.5,9.43366710330312
"Flibanserin",0,28,390.4,13.415465228873488
"Flopropione",0,13,182.2,6.728488640025747
"Florfenicol",0,21,358.2,11.866875429141324
"Floxuridine",0,17,246.2,8.301691924589935
"Flubendazole",0,23,313.3,12.295658705459449
"Flucloxacillin sodium",0,30,453.9,11.104320385263584
"Fluconazole",0,22,306.3,8.96279265221158
"Flucytosine",0,9,129.1,5.3315087447808365
"Fludarabine",0,20,285.2,8.93143677537584
"Fludarabine Phosphate",0,24,365.2,12.569796421289293
"Fludrocortisone acetate",0,30,422.5,11.995983331068198
"Flumazenil",0,22,303.3,11.217218194399669
"Flumequine",0,19,261.3,8.51080054963968
"Flumequine",0,19,261.3,8.51080054963968
"Flumethasone",0,29,410.5,12.90951302108611
"Flunarizine 2HCl",0,30,404.5,11.90357604980746
"Flunisolide",0,31,434.5,12.141374163132324
"Fluocinolone Acetonide",0,32,452.5,12.204719167041807
"Fluocinonide",0,35,494.5,14.781908310655664
"Fluorescein",0,25,332.3,9.443747883182137
"Fluorometholone",0,27,376.5,11.921103554244267
"Fluorometholone Acetate",0,30,418.5,11.85377951555618
"Fluorouracil (5-Fluoracil, 5-FU)",0,9,130.1,5.376676101547453
"Fluoxetine HCl",0,22,309.3,11.206060052624869
"Flupenthixol dihydrochloride",0,30,434.5,10.719765107844085
"Fluphenazine dihydrochloride",0,30,437.5,12.709009397362049
"Flupirtine maleate",0,22,304.3,12.464957787290583
"Fluralaner",0,36,556.3,18.274947432542046
"Flurandrenolide",0,31,436.5,11.80156506550646
"Flurbiprofen",0,18,244.3,9.789553269397135
"Flurbiprofen",0,18,244.3,9.789553269397135
"Flurbiprofen Axetil",0,24,330.4,12.412551669784216
"Fluridon",0,24,329.3,11.196249140956091
"Fluroxypyr",0,15,255.0,7.68452287170844
"Flutamide",0,19,276.2,9.232600635220962
"fluticasone furoate",0,37,538.6,13.343817798718138
"Fluticasone propionate",0,34,500.6,13.348061729718214
"Fluvastatin Sodium",0,30,411.5,12.399073624123222
"Fluvoxamine maleate",0,22,318.3,11.289914760247253
"Fluzoparib (SHR-3162)",0,34,472.4,10.587239817559484
"Folic acid",0,32,441.4,14.4975754353814
"Folic Acid",0,32,441.4,14.4975754353814
"Folinic acid",0,34,473.4,11.987446446846402
"Fomepizole",0,6,82.1,3.7132506386447455
"Formononetin",0,20,268.3,12.818129051990503
"Formoterol Hemifumarate",0,25,344.4,15.154050411946468
"Forsythin",0,38,534.6,16.9601434781326
"Fosamprenavir calcium salt",0,39,585.6,12.23923453614542
"Fosaprepitant dimeglumine salt",0,41,614.4,13.5647263085028
"Foscarnet Sodium",0,7,126.0,4.054512138120263
"Fosfluconazole",0,26,386.3,8.945941013674274
"Fosfomycin Disodium",0,8,138.1,4.724769168641011
"Fosfomycin Tromethamine",0,8,138.1,4.724769168641011
"Fosfosal",0,14,218.1,6.543425339098874
"Fosinopril Sodium",0,39,563.7,15.238302406731634
"Fosphenytoin (disodium)",0,25,362.3,10.375464316641423
"Fostamatinib (R788)",0,40,580.5,12.702063179922206
"Fostamatinib disodium hexahydrate",0,40,580.5,12.702063179922206
"Fostemsavir",0,41,583.5,11.759520335065861
"Frovatriptan Succinate",0,18,243.3,10.170824332226443
"Fructose",0,12,180.2,6.966308442461773
"Fruquintinib",0,29,393.4,15.899969484109882
"Fudosteine",0,11,179.2,8.033069914000805
"Fulvestrant",0,41,606.8,16.0881651584193
"Fumagillin",0,33,458.6,18.632702509766922
"Fumaric acid",0,8,116.1,5.873798893435241
"Furaltadone HCl",0,23,324.3,13.843764745658621
"Furazolidone",0,16,225.2,10.327970439588972
"Furazolidone",0,16,225.2,8.817363117586234
"Furosemide",0,21,330.7,8.995032182881364
"Furosemide sodium",0,21,330.7,8.995032182881364
"Fursultiamine",0,26,398.6,10.178146092585777
"Fusaric Acid",0,13,179.2,7.626346621463974
"Fusidate Sodium",0,37,516.7,12.864345566007488
"Fusidine",0,37,516.7,12.864345566007488
"Gabapentin",0,12,171.2,5.518546413169164
"Gabapentin HCl",0,12,171.2,5.518546413169164
"Gabexate Mesylate",0,23,321.4,12.005087692628985
"Galanthamine",0,21,287.4,8.787497876766516
"Galanthamine HBr",0,21,287.4,8.787497876766516
"Gallamine Triethiodide",0,36,510.8,13.583986183450165
"Gallic acid",0,12,170.1,6.391308535664241
"Gallic Acid",0,12,170.1,6.391308535664241
"Gamithromycin",0,54,777.1,14.34596972487099
"Gamma-Acetylinic Gaba",0,9,127.1,7.197496109392713
"Gamma-Oryzanol",0,44,602.9,24.092283899443583
"Ganciclovir",0,18,255.2,8.916995242646419
"Ganciclovir sodium",0,18,255.2,8.916995242646419
"Ganoderic acid A",0,37,516.7,14.445848026710829
"Garenoxacin",0,31,426.4,13.655365313787179
"Gastrodin",0,20,286.3,10.455621631657413
"Gatifloxacin",0,27,375.4,12.021603353155246
"Gatifloxacin hydrochloride",0,27,375.4,12.021603353155246
"Gefarnate",0,29,400.6,9.905454114486048
"Gefitinib (ZD1839)",0,31,446.9,16.872046729941516
"Gefitinib hydrochloride",0,31,446.9,16.872046729941516
"Gelsemine",0,24,322.4,8.417095534477353
"Gemcitabine",0,18,263.2,8.888869158791959
"Gemcitabine HCl",0,18,263.2,8.888869158791959
"Gemfibrozil",0,18,250.3,10.081384457528621
"Gemfibrozil",0,18,250.3,10.081384457528621
"Geneticin (G418 Sulfate)",0,34,496.6,15.076326219537258
"Geniposide",0,27,388.4,11.275162003333536
"Genistein",0,20,270.2,12.057968579229854
"Gentian Violet",0,28,372.5,12.01643895819404
"Gentisic acid",0,11,154.1,6.009650248791464
"Geraniol",0,11,154.3,7.489748155275261
"Geranyl acetate",0,14,196.3,6.431901838276844
"Germacrone",0,16,218.3,6.744293405563367
"Gestodene",0,23,310.4,10.954854777110587
"Gilteritinib (ASP2215)",0,40,552.7,19.43109991145328
"Gimeracil",0,9,145.5,5.784791322243202
"Ginkgolide C",0,31,440.4,7.783747528460079
"Ginsenoside Rg1",0,56,801.0,17.684018445466034
"Glafenine HCl",0,26,372.8,10.858695366802515
"Glasdegib (PF-04449913)",0,28,374.4,18.306222599435998
"Glecaprevir",0,58,838.9,13.312401395947592
"Gliclazide",0,22,323.4,11.018894128093715
"Glimepiride",0,34,490.6,11.547815921591573
"Glipizide",0,31,445.5,10.041228885848064
"Gliquidone",0,37,527.6,12.066022268376402
"Gluconolactone",0,12,178.1,5.869247922568261
"Glucosamine",0,12,179.2,5.573744051435202
"Glucosamine hydrochloride",0,12,179.2,5.573744051435202
"Glucosamine sulfate",0,12,179.2,5.573744051435202
"Glucuronic Acid",0,13,194.1,7.278810826150289
"Glutaric acid",0,9,132.1,5.295392665457291
"Glutathione",0,20,307.3,12.537120984022557
"Glyburide",0,33,494.0,12.64263398383831
"Glyburide (Glibenclamide)",0,33,494.0,12.64263398383831
"Glycerol phenylbutyrate",0,39,530.7,10.050458266181913
"Glycerol Tri-n-octanoate",0,33,470.7,13.467807286122774
"Glycine",0,5,75.1,3.657266827843081
"Glycocholic acid",0,33,465.6,16.79519636390295
"Glycolic acid",0,5,76.1,3.6334528991336428
"Glycopyrrolate",0,23,318.4,9.099613856982176
"Glycylglycine",0,9,132.1,5.693831405049749
"Glycyrrhetinic acid",0,34,470.7,14.089954562519054
"Glycyrrhizin (Glycyrrhizic Acid)",0,58,822.9,17.92682899998496
"Glyphosate",0,10,169.1,6.955999491175118
"Gossypol",0,38,518.6,14.331071267936617
"gossypol-Acetic acid",0,38,518.6,14.331071267936617
"Gramine",0,13,174.2,6.952170255972758
"Granisetron",0,23,312.4,11.310710477835828
"Granisetron HCl",0,23,312.4,11.310710477835828
"Grazoprevir",0,54,766.9,17.9361093536395
"Griseofulvin",0,24,352.8,11.173938236813303
"GS-9876 (lanraplenib)",0,33,443.5,16.988678821399805
"Guaiacol",0,9,124.1,5.047465313481719
"Guaiazulene",0,15,198.3,7.036973728652257
"Guaifenesin",0,14,198.2,8.08814502285814
"Guanethidine Monosulfate",0,14,198.3,6.673487206397655
"Guanethidine Sulfate",0,14,198.3,6.673487206397655
"Guanfacine Hydrochloride",0,15,246.1,7.0812995361230335
"Guanidine HCl",0,4,59.1,2.3310984736008904
"Guanosine",0,20,283.2,9.823578123006376
"Guanosine",0,20,283.2,9.823578123006376
"Gw2974",0,30,395.5,14.133859648395738
"Halazone",0,15,270.1,7.680851561557981
"Halcinonide",0,31,455.0,13.24109774998196
"Halobetasol Propionate",0,33,485.0,13.26370909288123
"Halofuginone",0,24,414.7,12.385873661459858
"Haloperidol",0,26,375.9,13.129246852215596
"Haloperidol Decanoate",0,37,530.1,15.953383064903614
"Halothane",0,7,197.4,4.110328876695881
"Harmaline",0,16,214.3,9.227958988075885
"Harmaline",0,16,214.3,9.227958988075885
"Harmine",0,16,212.3,9.232349088089348
"Harmine hydrochloride",0,16,212.3,9.232349088089348
"Harpagoside",0,35,494.5,11.364615164908821
"Harringtonine",0,38,531.6,11.104939831530292
"Hederagenin",0,34,472.7,12.720703691028003
"Helicide",0,20,284.3,10.629718839025493
"Hematoxylin",0,22,302.3,9.548170947168392
"HEPES",0,15,238.3,11.32031906188279
"Hesperetin",0,22,302.3,9.384054391005936
"Hesperidin",0,43,610.6,17.02843538128422
"Hesperidin Methyl Chalcone",0,43,610.6,17.02843538128422
"Hexachlorophene",0,21,406.9,10.14272234687879
"Hexaminolevulinate hydrochloride",0,15,215.3,10.029286365059031
"Hexestrol",0,20,270.4,11.452789276882672
"Hexetidine",0,24,339.6,9.41447232460059
"Hexylene glycol",0,8,118.2,5.004386019885584
"Hexythiazox",0,23,352.9,9.514458395645844
"Hippuric acid",0,13,179.2,8.26621717515765
"Histamine",0,8,111.1,5.859663780242454
"Histamine 2HCl",0,8,111.1,5.859663780242454
"Histamine Phosphate",0,8,111.1,5.859663780242454
"HMN-214",0,30,424.5,13.911786441855753
"Homatropine Bromide",0,20,275.3,9.375414931266578
"Homatropine Methylbromide",0,21,289.4,10.388715742763335
"Homidium Bromide",0,24,314.4,9.914710568416867
"Homoharringtonine",0,39,545.6,11.935643712397482
"Homoorientin",0,32,448.4,15.006696988250702
"Homosalate",0,19,262.3,9.252134233860977
"Homotaurine",0,8,139.2,6.052611241714352
"HS-10296",0,39,525.7,16.142431110387285
"Hydralazine HCl",0,12,160.2,6.507320083750093
"Hydrocortisone",0,26,362.5,12.64215207806774
"Hydrocortisone acetate",0,29,404.5,14.598151905552186
"Hydrocortisone butyrate",0,31,432.6,13.443110301913615
"Hydrocortisone hemisuccinate",0,33,462.5,16.419939283431113
"Hydrocortisone sodium succinate",0,33,462.5,16.419939283431113
"Hydroflumethiazide",0,20,331.3,7.626758980908262
"Hydroquinidine",0,24,326.4,10.226391264387397
"Hydroquinine",0,24,326.4,9.293327512252285
"Hydroquinone",0,8,110.1,5.494127688693253
"Hydroxy Camptothecine",0,27,364.4,13.206769111092061
"Hydroxychloroquine Sulfate",0,23,335.9,10.971093168247233
"Hydroxylammonium chloride",0,2,33.0,1.4537493017220966
"Hydroxyprogesterone caproate",0,31,428.6,11.851767454626284
"Hydroxyprogesterone Caproate",0,31,428.6,11.851767454626284
"Hydroxyurea",0,5,76.1,3.5507222233614275
"Hydroxyzine 2HCl",0,26,374.9,12.021905851107034
"Hygromycin B",0,36,527.5,10.639670559502832
"Hyodeoxycholic acid (HDCA)",0,28,392.6,13.602211619006475
"Hyoscyamine",0,21,289.4,9.584178760579688
"Hypericin",0,38,504.5,11.005010731642434
"Hyperoside",0,33,464.4,12.034055444966988
"Hypoxanthine",0,10,136.1,4.594325733561425
"i-Inositol",0,12,180.2,5.594520909614066
"Ib-Meca",0,29,510.3,13.41312519310676
"Ibandronate sodium",0,19,319.2,11.115793479738294
"Ibrutinib (PCI-32765)",0,33,440.5,11.900329061935699
"Ibuprofen",0,15,206.3,9.83217620245184
"Ibuprofen",0,15,206.3,9.83217620245184
"Ibuprofen Lysine",0,15,206.3,9.83217620245184
"Ibutilide Fumarate",0,26,384.6,11.966718262364873
"Icotinib",0,29,391.4,13.864268950516594
"Idebenone",0,24,338.4,10.471044407956168
"Idelalisib (CAL-101, GS-1101)",0,31,415.4,9.18146844802145
"Idoxuridine",0,17,354.1,8.357205943461315
"Ifenprodil Tartrate",0,24,325.5,13.4647381567197
"Ifosfamide",0,14,261.1,7.5307989175331524
"Iguratimod",0,26,374.4,12.262934231474787
"Ilaprazole",0,26,366.4,10.704904040356272
"Ilaprazole sodium",0,26,366.4,10.704904040356272
"Iloperidone",0,31,426.5,9.838392399960826
"Imatinib (STI571)",0,37,493.6,14.449258909709831
"Imatinib Mesylate (STI571)",0,37,493.6,14.449258909709831
"Imazalil",0,19,297.2,10.282449311100587
"Imeglimin (EMD 387008) Hydrochloride",0,11,155.2,5.966897715471072
"Imidacloprid",0,17,255.7,10.578333770237789
"Imidacloprid",0,17,255.7,10.578333770237789
"Imidafenacin",0,24,319.4,9.298746182586145
"Imidapril HCl",0,29,405.5,11.584217516266545
"Imidazole",0,5,68.1,2.2589343010088196
"Imidazolidinyl Urea",0,27,388.3,14.151406641021284
"Imidocarb dipropionate",0,26,348.4,15.521057099526379
"Iminostilbene",0,15,193.2,8.028861352089406
"Imipenem",0,20,299.4,10.495564459175855
"Imipramine HCl",0,21,280.4,8.414665677093263
"Imiquimod",0,18,240.3,8.262329426995256
"Imperatorin",0,20,270.3,9.364633795145297
"Indacaterol",0,29,392.5,14.406931357378143
"Indacaterol Maleate",0,29,392.5,14.406931357378143
"Indapamide",0,24,365.8,11.029109454919011
"Indigo",0,20,262.3,10.607354498828203
"Indigo carmine",0,28,422.4,15.52749487708178
"Indinavir Sulfate",0,45,613.8,12.114842817772256
"Indirubin",0,20,262.3,9.930326295313659
"Indirubin-3'-Oxime",0,21,277.3,10.165868850419407
"Indobufen",0,22,295.3,12.577765315348806
"Indocyanine green",0,53,753.0,22.08449305557376
"Indole",0,9,117.2,4.614641529701344
"Indole-3-Butyric Acid",0,15,203.2,8.527115949911893
"Indole-3-carboxylic acid",0,12,161.2,6.542460573486302
"Indometacin Sodium",0,25,357.8,13.016494934911936
"Indomethacin",0,25,357.8,13.016494934911936
"Indomethacin",0,25,357.8,13.016494934911936
"Indoximod (NLG-8189���",0,16,218.3,7.770480065354777
"Inosine",0,19,268.2,8.594532554300516
"Iodoacetamide",0,5,185.0,3.706295513485497
"Iohexol",0,34,821.1,11.79772252852583
"Iopamidol",0,31,777.1,12.209336260406015
"Iopanoic acid",0,17,570.9,9.301243999493916
"Iopromide",0,32,791.1,11.89688379010365
"Ioversol",0,33,807.1,12.779850167308377
"Ipragliflozin (ASP1941)",0,28,404.5,12.85690336895805
"Ipratropium Bromide",0,24,332.5,8.96820547020504
"Ipratropium bromide monohydrate",0,24,332.5,8.96820547020504
"Ipriflavone (Osteofix)",0,21,280.3,12.76192021004511
"Iproniazid",0,13,179.2,7.448941029118908
"Iproniazid phosphate",0,13,179.2,7.448941029118908
"Irbesartan",0,32,428.5,12.734254058974855
"Irbinitinib (ARRY-380, ONT-380)",0,36,480.5,18.094499515875192
"Irinotecan",0,43,586.7,22.044769290149787
"Irinotecan HCl Trihydrate",0,43,586.7,22.044769290149787
"Irinotecan hydrochloride",0,43,586.7,22.044769290149787
"Irisflorentin",0,28,386.4,12.895312612579412
"Iron sucrose",0,23,342.3,9.550228600149842
"Irsogladine",0,16,256.1,8.356639486342221
"Isatin",0,11,147.1,5.888498450277859
"Isavuconazole",0,31,437.5,12.565338506448128
"Isepamicin Sulphate",0,39,569.6,11.596925121148525
"Isoconazole nitrate",0,25,416.1,10.760029392055547
"Isoetharine Mesylate",0,17,239.3,8.875806441194117
"Isoeugenol",0,12,164.2,6.495765779339673
"Isofraxidin",0,16,222.2,8.302376508360906
"isoleucine",0,9,131.2,5.698499297868269
"Isoliquiritigenin",0,19,256.3,11.980159179272945
"Isomalt",0,23,344.3,11.490748137924975
"Isoniazid",0,10,137.1,6.457231320567632
"Isonicotinic acid",0,9,123.1,5.054188788315398
"Isoprenaline HCl",0,15,211.3,9.080845126039993
"Isopropamide Iodide",0,26,353.5,9.924827175237533
"Isopropyl myristate",0,19,270.5,13.171155710921653
"Isoproterenol sulfate dihydrate",0,15,211.3,9.080845126039993
"Isoquercitrin",0,33,464.4,11.965216218185224
"Isorhamnetin",0,23,316.3,10.72410220080282
"Isosorbide",0,10,146.1,5.371308987360266
"Isosorbide dinitrate",0,16,236.1,8.743527881057194
"Isosorbide Mononitrate",0,13,191.1,6.215786010361762
"Isosulfan Blue",0,37,544.7,12.533212835229536
"Isotretinoin",0,22,300.4,13.388258214708516
"Isoxsuprine hydrochloride",0,22,301.4,10.832312344513314
"Isradipine",0,27,371.4,9.585756068741489
"Itopride hydrochloride",0,26,358.4,15.613931599369469
"Itraconazole",0,49,705.6,23.186555490157478
"Ivabradine HCl",0,34,468.6,17.297293917486492
"Ivacaftor (VX-770)",0,29,392.5,13.696696737077051
"Ivosidenib (AG-120)",0,41,583.0,14.35044972710695
"Ixazomib (MLN2238)",0,23,361.0,10.3849997604912
"Ixazomib citrate",0,34,517.1,12.287776234730925
"Ixazomib Citrate (MLN9708)",0,34,517.1,12.287776234730925
"Josamycin",0,58,828.0,14.93216505802998
"Kaempferol",0,21,286.2,10.738009679604096
"Kanamycin sulfate",0,33,484.5,14.117141183738637
"Kasugamycin hydrochloride",0,26,379.4,13.730162321240806
"Kasugamycin hydrochloride hydrate",0,26,379.4,13.730162321240806
"Ketanserin",0,29,395.4,10.29800374002532
"Ketoconazole",0,36,531.4,18.678805885228858
"Ketoconazole",0,36,531.4,18.678805885228858
"Ketoconazole",0,36,531.4,18.678805885228858
"Ketorolac",0,19,255.3,8.961863880064831
"Ketorolac tromethamine salt",0,19,255.3,8.961863880064831
"Ketotifen Fumarate",0,22,309.4,8.372422521858542
"Kinetin",0,16,215.2,7.738929459145992
"Kinetin",0,16,215.2,7.738929459145992
"Kinetin Riboside",0,25,347.3,14.29163936175756
"Kitasamycin",0,55,786.0,18.012575677704753
"Kojic acid",0,10,142.1,6.247343759062582
"L-(-)-��-Methyldopa hydrate",0,15,211.2,7.967976171053804
"L-(+)-Arabinose",0,10,150.1,4.310714612167115
"L-(+)-Arabinose",0,10,150.1,5.483565282387204
"L-(+)-Rhamnose Monohydrate",0,11,164.2,5.386270057377838
"L-162,313",0,40,582.8,13.924392326257907
"L-165,041",0,29,402.4,9.528521796561545
"L-5-Hydroxytryptophan",0,16,220.2,8.17176013415802
"L-701,324",0,26,363.8,11.424803898083466
"L-Alanine",0,6,89.1,3.6408356086375506
"L-Alpha-(Aminoethoxyvinyl)Glycine Hcl",0,11,160.2,8.199295018214292
"L-arginine",0,12,174.2,6.812504060058226
"L-Arginine HCl (L-Arg)",0,12,174.2,6.812504060058226
"L-Asparagine",0,9,132.1,4.785644377143346
"L-aspartic Acid",0,9,133.1,5.3466203359544755
"L-Aspartic Acid (Sodium Salt)",0,9,133.1,5.3466203359544755
"L-carnitine",0,11,161.2,5.3793277963656045
"L-Carnitine hydrochloride",0,11,162.2,5.837559288521214
"L-Citrulline",0,12,175.2,5.605495984627859
"L-Cycloserine",0,7,102.1,3.648137011474802
"L-cysteine",0,7,121.2,4.711511810399041
"L-Cysteine HCl",0,7,121.2,4.711511810399041
"L-Dopa",0,14,197.2,7.864689706998743
"L-Fucose",0,11,164.2,4.791552629984176
"L-Glutamic acid monosodium salt",0,10,147.1,5.900548801738122
"L-Glutamine",0,10,146.1,5.864442278184949
"L-Histidine monohydrochloride monohydrate",0,11,155.2,5.846268479701977
"L-Hydroxyproline",0,9,131.1,5.274656753263618
"L-Lactic acid",0,6,90.1,3.6347872064006914
"L-Leucine",0,9,131.2,5.511361669319973
"L-lysine",0,10,146.2,6.772756415298634
"L-Lysine hydrochloride",0,10,146.2,7.4408841303941875
"L-methionine",0,9,149.2,5.312121365307139
"L-Ornithine",0,9,132.2,6.8417407797611975
"L-Ornithine hydrochloride",0,9,132.2,6.038968396674413
"L-Proline",0,8,115.1,4.226852373812889
"L-Pyroglutamic acid",0,9,129.1,5.725217299629353
"L-Rhamnose monohydrate",0,11,164.2,5.386270057377838
"L-SelenoMethionine",0,9,196.1,5.632636365930839
"L-serine",0,7,105.1,4.339523590325379
"L-Theanine",0,12,174.2,8.086111799427684
"L-Threitol",0,8,122.1,4.423705039959179
"L-Threonine",0,8,119.1,4.393505592874909
"L-Thyroxine",0,24,776.9,13.518245960487354
"L-Thyroxine sodium salt pentahydrate",0,24,776.9,12.67595686911093
"L-Tryptophan",0,15,204.2,7.5957507425819255
"L-Valine",0,8,117.1,4.966618552931535
"L-Xylose",0,10,150.1,5.989070411239268
"L(+)-Arabinose",0,10,150.1,4.5397239883153375
"L(+)-Asparagine monohydrate",0,9,132.1,4.785644377143346
"Labetalol HCl",0,24,328.4,9.672717837870795
"Lacidipine",0,33,455.6,9.925924593950281
"Lactitol",0,23,344.3,8.9015478349513
"Lactitol monohydrate",0,23,344.3,8.9015478349513
"Lactobionic acid",0,24,358.3,10.352188280553198
"Lactose",0,23,342.3,8.603967601145108
"Lactulose",0,23,342.3,9.56838932308457
"Lafutidine",0,30,431.6,10.617795791575146
"Lamivudine",0,15,229.3,7.9010766276210145
"Lamotrigine",0,16,256.1,9.12601462274505
"Landiolol hydrochloride",0,36,509.6,14.21531360894169
"Lansoprazole",0,25,369.4,15.020798552228143
"Lansoprazole",0,25,369.4,15.020798552228143
"Lansoprazole",0,25,369.4,15.020798552228143
"Lapatinib",0,40,581.1,18.89805955964401
"Lapatinib (GW-572016) Ditosylate",0,40,581.1,18.89805955964401
"Lapatinib ditosylate monohydrate",0,40,581.1,18.89805955964401
"Lappaconite HBr",0,42,584.7,15.61823349913073
"Lappaconitine",0,42,584.7,14.718444000382291
"Laquinimod",0,25,356.8,9.662712580520264
"Larotrectinib",0,31,428.4,10.752890750539152
"Larotrectinib (LOXO-101) sulfate",0,31,428.4,10.752890750539152
"Lasalocid Sodium",0,42,590.8,13.981232613161296
"Lasmiditan",0,27,377.4,12.909886231691722
"Lasmiditan succinate",0,27,377.4,12.909886231691722
"Latamoxef sodium",0,36,520.5,10.933326195005224
"Latrepirdine 2HCl",0,24,319.5,10.92681217108743
"Lauric Acid",0,14,200.3,7.192502870581337
"Laurocapram",0,20,281.5,7.912380355374677
"Lawsone",0,13,174.2,6.479230724047712
"Ledipasvir (GS5885)",0,65,889.0,25.808741245118924
"Ledipasvir acetone",0,65,889.0,25.808741245118924
"Lefamulin acetate (Xenleta)",0,35,507.7,11.409085980456764
"Leflunomide",0,19,270.2,10.991227963575627
"Lenalidomide (CC-5013)",0,19,259.3,9.448259058943119
"Lenvatinib (E7080)",0,30,426.9,16.691563527468137
"lenvatinib Mesylate",0,30,426.9,16.691563527468137
"Lercanidipine",0,45,611.7,12.171058135471252
"Lercanidipine hydrochloride",0,45,611.7,12.171058135471252
"Lesinurad sodium",0,24,404.3,9.666511978460631
"Letermovir(AIC246)",0,41,572.6,12.87333128401796
"Letrozole",0,22,285.3,11.629196740542259
"Leucovorin Calcium Pentahydrate",0,34,473.4,16.305354914161857
"levalbuterol tartrate",0,17,239.3,10.319736751289778
"Levamisole Hcl",0,14,204.3,8.27927443197441
"Levamisole hydrochloride",0,14,204.3,8.27927443197441
"Levamlodipine",0,28,408.9,10.886024451413869
"Levetiracetam",0,12,170.2,5.872805963163925
"Levobetaxolol HCl",0,22,307.4,13.256898783746465
"Levobupivacaine",0,21,288.4,10.159106716421602
"Levobupivacaine HCl",0,21,288.4,10.159106716421602
"Levocetirizine",0,27,388.9,10.774742769463893
"Levocetirizine Dihydrochloride",0,27,388.9,10.774742769463893
"Levodropropizine",0,17,236.3,9.669586887268798
"Levofloxacin",0,26,361.4,11.968005216820348
"Levofloxacin",0,26,361.4,11.967862567127721
"Levofloxacin hydrate",0,26,361.4,11.968005216820348
"Levoleucovorin calcium",0,34,473.4,17.367163101376555
"Levomilnacipran Hydrochloride",0,18,246.4,8.19364442238746
"Levonorgestrel",0,23,312.5,10.895668876668056
"Levosimendan",0,21,280.3,13.454030315537212
"Levosulpiride",0,23,341.4,10.894492934988618
"Levothyroxine sodium",0,24,776.9,13.518245960487354
"Levulinic acid",0,8,116.1,6.217180269076347
"Lidocaine",0,17,234.3,9.133335193652279
"Lidocaine hydrochloride",0,17,234.3,9.133335193652279
"Lifitegrast",0,41,615.5,19.543008572349805
"Ligustilide",0,14,190.2,7.578300173994347
"Ligustrazine hydrochloride",0,10,136.2,5.699192820142359
"Linalool",0,11,154.3,7.591897505570365
"Linalyl Acetate",0,14,196.3,6.498563399012181
"Lincomycin HCl",0,27,406.5,14.580323075093597
"Lincomycin Hydrochloride Monohydrate",0,27,406.5,14.580323075093597
"Linezolid",0,24,337.4,11.923793702943994
"Linoleic acid",0,20,280.5,15.479435361488429
"Liquiritin",0,30,418.4,14.789983316537702
"Liranaftate",0,23,328.4,10.800305773943341
"Lisinopril dihydrate",0,29,405.5,9.28669559774961
"Lithocholic acid",0,27,376.6,13.442684217243155
"Lobeline hydrochloride",0,25,337.5,11.112496557195797
"Lodoxamide Tromethamine",0,21,311.6,12.002662618219668
"Loganin",0,27,390.4,11.207337739681638
"Lomefloxacin",0,25,351.4,11.620854805049838
"Lomefloxacin HCl",0,25,351.4,11.620854805049838
"Lomerizine 2HCl",0,34,468.5,13.82977253050545
"Lomitapide",0,50,693.7,15.885793119757869
"Lomitapide Mesylate",0,50,693.7,15.885793119757869
"Lomustine",0,15,233.7,8.096002295117392
"Lonafarnib",0,36,638.8,16.182330132545474
"Loperamide HCl",0,34,477.0,12.555697984419801
"Lopinavir",0,46,628.8,13.834020099062199
"Loratadine",0,27,382.9,13.235985688694988
"Loratadine",0,27,382.9,13.235985688694988
"Lorlatinib?(PF-6463922)",0,30,406.4,12.087036784441084
"Lornoxicam",0,23,371.8,12.264429224692869
"Losartan",0,30,422.9,12.316977101202431
"Losartan Potassium (DuP 753)",0,30,422.9,12.316977101202431
"Loteprednol etabonate",0,32,467.0,12.241993079767866
"Lovastatin",0,29,404.5,12.586123083401137
"Loxapine",0,23,327.8,9.904278870551057
"Loxoprofen",0,18,246.3,10.32034848159721
"Loxoprofen Sodium",0,18,246.3,10.32034848159721
"Lubiprostone",0,27,390.5,14.872045327465711
"Luliconazole",0,21,354.3,13.295221437832641
"Lumefantrine",0,35,529.0,15.675550521516799
"Lumiracoxib",0,20,293.7,9.12634567479201
"lurasidone",0,35,492.7,16.253530036590256
"Lusutrombopag",0,39,591.6,20.99527487278548
"lutein",0,42,568.9,29.136095375417625
"Luteolin",0,21,286.2,10.713553793402175
"Luteolin",0,21,286.2,10.713553793402175
"Ly-294,002 Hydrochloride",0,23,307.3,9.232802004030592
"LY-367,265",0,32,452.6,12.792226774971947
"Macitentan",0,32,588.3,11.870133288537804
"Madecassic acid",0,36,504.7,13.011532818313302
"Mafenide Acetate",0,12,186.2,7.555865642178065
"Mafenide hydrochloride",0,12,186.2,7.555865642178065
"Magnolin",0,30,416.5,11.848844452288198
"Malachite green",0,25,329.5,11.836472175925461
"Maleic acid",0,8,116.1,5.3052701136700495
"Maleimide",0,28,378.4,11.083827481150433
"Malic acid",0,9,134.1,5.1728709557733055
