comp,entry,mw_bin,mw,n_heavy,n_rot,length,buried,head,mid,tail,null_gap
00N,1A61,500-620,514.6560000000002,36,10,12.391974116983315,0.8487458943220215,0.929899470700751,0.8967748590428662,0.6742857142857144,0.10936483991839345
00Q,1TBZ,500-620,537.69,38,11,12.056257946921797,0.8456221824373151,0.8264063806278674,0.9870188524535016,0.7880720115058257,0.10635218965052876
00R,1D6W,500-620,527.6070000000003,37,7,12.26552079276625,0.8082450197747387,0.9238263026364527,0.8519869835564303,0.7021150167316559,0.11329597997381087
012,3CKP,500-620,545.6840000000002,40,13,14.4366784924845,0.8259046995379298,0.8201395509337513,0.9668233711182531,0.7562988781990794,0.09560350636423473
017,1T3R,500-620,547.6740000000003,38,11,15.146874686051936,0.9291088449386494,0.9442219116668749,0.9401288506878329,0.8856694624014049,0.059707276882162374
01G,2R75,500-620,608.2869999999998,38,9,13.807717996129757,0.7964488449570879,0.84283133640553,0.6830634424651009,0.8278050604956444,0.12759473583178674
031,3H5B,500-620,601.7220000000001,42,12,16.02151890583257,0.9235458645689757,0.9448299100193629,0.982963781570085,0.8455871427788192,0.05419393876518105
034,3RVF,500-620,521.4000000000002,36,7,16.73452319153531,0.9608208293974643,0.9968621762678522,0.9921875,0.8714146111695756,0.041581861932153984
03D,1HRN,500-620,503.7240000000002,36,15,15.787807597613636,0.9018364775772767,0.9037526091088139,0.95251948988867,0.8594805642638292,0.06225059029840326
03P,3POZ,500-620,547.9650000000001,38,9,12.851388973446866,0.893147831169526,1.0,1.0,0.7941365779574481,0.09343051991107716
03R,2AEI,500-620,532.5470000000003,39,11,12.489552912888794,0.7214012086198798,0.7298281498995631,0.810986655493416,0.6195864627294063,0.14012622919014664
03X,3U6H,500-620,528.5400000000002,39,7,19.762254911498985,0.913799571506805,0.9395395022413362,1.0,0.8333261334000203,0.04773944378046553
044,3U6I,500-620,542.5670000000001,40,8,20.580048222011946,0.921207787252307,0.9264523170008603,0.9934316925414237,0.861257811506541,0.05443958809448448
046,3UGC,500-620,569.5880000000004,41,6,22.299590085071422,0.893738294227154,0.898874564272794,0.9941231997483433,0.8312303098593448,0.08512499501505515
04A,3UO9,500-620,524.6970000000002,35,12,19.501612009123654,0.8044303173780638,0.8279403158640046,1.0,0.6022680223583696,0.09901141162742702
051,2XPC,500-620,526.5420000000003,37,8,17.02700003077636,0.7392693089295094,0.875679110567869,0.4978715933442305,0.7846932076651616,0.10058576884616528
052,4ZEG,500-620,512.6140000000004,38,9,19.110278047557028,0.8667918889946831,0.9697260709307963,0.979872711390013,0.614276112255701,0.1307709208549824
054,3SKE,500-620,501.44600000000014,35,4,11.309179546932913,0.8326228269021841,0.8834532288383937,0.8738565146374152,0.7090453715895412,0.11591649911712829
05J,7N3U,500-620,526.6450000000002,39,7,14.645365801436025,0.7367622942758576,0.8161719041861991,0.9687862022671416,0.46210044349244916,0.12697333903614888
05M,7EXP,500-620,584.7370000000002,36,16,20.843452786824933,0.602430667020129,0.7097442989574227,0.4285714285714286,0.5683438030504198,0.10076575688909632
064,3DCT,500-620,542.8460000000002,36,8,16.568188782806484,0.9615418022409623,0.9831838229658978,0.979517055798794,0.9072159351902117,0.032071605941873846
065,2QCI,500-620,576.6680000000002,40,11,15.834119447021415,0.9258716237101392,0.9526744579513559,0.929349203978626,0.8778285212646166,0.04310997406405783
066,3GWT,500-620,518.5950000000003,37,7,11.448869155519812,0.7844929432566169,1.0,0.9136114775514728,0.5519890864688175,0.14376371677727043
06F,3UVR,500-620,521.6650000000004,39,5,16.745275833121696,0.934035296512032,0.9240274765975377,1.0,0.9083528129207762,0.03215447440396415
06I,7N44,500-620,519.9700000000001,36,6,16.108908559988038,0.8524703106751245,0.8328786721867275,0.8904672382751804,0.8107586907753929,0.08141274167910555
06Q,7W7O,500-620,614.6740000000002,45,12,14.629237123903513,0.6051129284871691,0.5650787679442563,0.8734054854124529,0.5022808524307786,0.12118852583240887
072,4PRG,500-620,614.8520000000004,44,18,20.67693095883794,0.9462616575707289,0.9776089808878711,0.9501260216186382,0.9160599439369385,0.036303973979845465
073,2FJM,500-620,603.562,43,10,13.693038733747905,0.8164704767700145,1.0,0.8488888888888889,0.6859818986987447,0.13159865885317606
076,3TOF,500-620,516.6380000000003,38,13,16.276036021741973,0.8413821648033146,0.8394556690017563,0.9744660019997824,0.7335357866839798,0.08694310843160837
079,3TOG,500-620,533.6690000000003,39,14,16.18332797810681,0.8197196776401621,0.75957545711276,0.9601630072618719,0.7475590611406979,0.11050442501852271
07J,3TT0,500-620,560.4860000000003,38,8,20.767052617288066,0.7404790141548319,0.9705889744822283,0.895484151631965,0.32803245581112717,0.15915136032495664
084,1OUK,500-620,506.57600000000025,37,6,12.628954582805092,0.8241565474386562,0.9497759630466256,0.8111644915693204,0.7470773323181836,0.08732054421187799
088,3HC6,500-620,535.4270000000002,37,8,15.733679782888235,0.9709904682830713,0.9873233187551499,1.0,0.9273621992395977,0.021218601673100232
08S,2XYW,500-620,539.0790000000001,34,8,13.235406918337912,0.9511876309685647,0.9753668349343338,0.9067995443807391,0.9725557958532478,0.04315184604978406
094,1OUY,500-620,519.4040000000002,34,4,13.101791245174734,0.8140636015103132,0.9638624602292329,0.7091977786212484,0.7882338895965835,0.08747354001448933
0AE,7OQL,500-620,591.8239999999998,44,10,19.358117878490233,0.7882370310484079,0.8604651162790697,0.745831234256927,0.7542147329091718,0.11905532432187868
0AN,8PPZ,500-620,590.9600000000003,38,6,10.537410438500423,0.968184520051745,0.9712787712446833,0.9829741999778541,0.9471905479665015,0.025875726285996527
0AX,8GXH,500-620,602.7320000000003,44,12,13.739242816091647,0.6569728940354642,0.64269752600843,0.8532141239293205,0.39406110863186705,0.14146755115612536
0BA,7OQO,500-620,518.6620000000004,38,7,16.925781461097188,0.8681005957189103,0.9089783569266593,0.8240849254552548,0.8486794553142725,0.08408341676418074
0BI,3K5C,500-620,571.7620000000002,42,8,15.003654050977506,0.8584102091953756,0.8417548579385524,0.9839625200271003,0.8285584914309709,0.051285301970660814
0BO,8GXI,500-620,552.6720000000003,40,11,14.248326911561726,0.708073511655693,0.8312688735383664,0.8490545444281791,0.2822325278375817,0.14952655153017572
0BT,4L6C,500-620,536.215,29,3,9.06781281545268,0.801964367206749,0.8864851911799732,0.7681037223774159,0.7509585443830884,0.08389821297927749
0C2,3UPI,500-620,513.5220000000002,36,5,10.094963326919569,0.8344748236005,0.9167509623361023,0.8315028480306432,0.7589852288162195,0.0897714639212098
0CA,3UPE,500-620,525.6530000000002,39,7,12.162556421547555,0.6817958663502156,0.801238792922345,0.35542327908018034,0.7367242388758781,0.13180397775904415
0CB,3UUZ,500-620,537.6420000000003,38,9,13.744007960294642,0.686471486754564,0.8658757459139846,0.3708372058571482,0.6600147028040253,0.11639198413980298
0D6,1MEM,500-620,528.7190000000003,37,12,14.327274107566524,0.6442649474341248,0.7242397399934954,0.503240810267862,0.6754844890299707,0.14605996681298383
0E6,1THE,500-620,519.0220000000003,35,15,13.455013476050734,0.7987123627247871,0.7977769435371741,0.9036004867122148,0.7386317740605335,0.10608432007807549
0E7,1HDT,500-620,554.6480000000004,40,15,11.891793021578502,0.7414529217137106,0.9833492342467036,0.8358273050889748,0.5292963052440777,0.172658976719917
0E8,1ODW,500-620,543.7050000000002,39,12,13.704679507605853,0.8623169297004694,0.8389568444163867,0.9930180945369194,0.8227742040569105,0.06730930834503035
0EU,3TDC,500-620,512.6760000000005,36,4,12.418755065654462,0.2812993325134382,0.29179074821610707,0.45238095238095233,0.22710180681042502,0.12326830517433426
0EW,7N66,500-620,530.5000000000002,36,6,15.079592278881991,0.827200772762763,0.983922863660094,0.7957754783453264,0.741032562447439,0.0898767844464194
0F4,3V5Q,500-620,503.48400000000015,37,5,19.22692788619198,0.8946428820114207,0.9633386447925241,0.9486118584419795,0.7841078719283415,0.08523498422832129
0F7,1DY8,500-620,527.5650000000002,37,15,14.705424702399991,0.6203912808065128,0.9183493876844171,0.49777561862667563,0.4480861700953518,0.1462452760654968
0FX,3VBI,500-620,547.3470000000001,35,8,13.857438545149424,0.767988821194388,0.8252903621017829,0.6566890201690757,0.748933166131299,0.15940989459324198
0FY,3VAP,500-620,563.6870000000002,40,8,20.163638343703873,0.7805215167063962,0.8822675265349763,0.9476079249146874,0.5775793225881991,0.11277909739447382
0G3,7ORF,500-620,580.6890000000003,42,9,19.127501708795222,0.7607936218378831,0.9949167658761277,0.8415228385770177,0.5109326247378284,0.1470453738835716
001,1J4R,620-800,624.7250000000001,45,15,14.124126567503108,0.6312621565731635,0.5171453697126615,0.9204609709948107,0.43308997222652346,0.17155108646422793
006,3FNU,620-800,631.7950000000002,45,10,14.0746047103497,0.633544708923381,0.7990550771870089,0.5537152083283129,0.49933979271299966,0.13144068020545635
016,3NLS,620-800,631.7950000000002,45,10,17.13762989531753,0.9201484071399503,0.9078272114247542,0.9591659517199475,0.8844423108615276,0.056486185801203126
01E,2WPO,620-800,709.6260000000003,43,12,17.406085664555576,0.6452076273413196,0.6403514092827375,0.705533456015312,0.6070806315923949,0.20590984492083625
038,3KYR,620-800,722.8040000000003,52,19,17.28516335876291,0.5290964745459288,0.8933610503317966,0.41090942451713375,0.0062893081761006275,0.1900941324604096
03F,3S0K,620-800,726.0929999999993,51,34,24.621394016796742,0.8480235819697195,0.9347258485639687,0.955982246325365,0.6306427614989296,0.05929719478132445
08F,3U4R,620-800,627.1040000000002,42,8,15.292937914624758,0.8061602842003455,0.9006268924668681,0.7038314149879614,0.7938213538263923,0.13244435079489866
08Y,3UA1,620-800,654.6059999999999,43,5,16.728007178955966,0.8668553917811963,0.9429394778457525,0.8661870939068195,0.7963597330718424,0.07019574983655452
09N,3UBX,620-800,770.1459999999992,54,36,20.292434440024522,0.9550205696007814,0.9628252788104089,0.9296875,0.9567935899894844,0.03436542450800213
0B8,7WJ8,620-800,630.6530000000001,47,8,20.02857130048737,0.7337931998546618,0.9653099683556386,0.7867522846146225,0.46116998074500737,0.1219711344030342
0BH,7OQP,620-800,640.8539999999999,46,10,20.247396890555983,0.8040623462512221,0.8383830793700207,0.8397360901807243,0.7555105945777693,0.10764288419823057
0DO,1IDB,620-800,650.8420000000003,46,12,16.811544639494137,0.8716778564592679,0.8671372321515857,0.9949756536172732,0.7889958392400062,0.08586183277563042
0E9,9HVP,620-800,736.9100000000001,54,18,20.964408292047402,0.8011485273662078,0.7441441624400683,0.9951903490675483,0.7256799991962839,0.11013423115547324
0ED,1CGL,620-800,625.7669999999998,45,18,17.755362390879654,0.8028756688543403,0.8876109991509055,0.8705993932551758,0.6104960918153224,0.10520575707621735
0EI,7ORE,620-800,648.8119999999999,47,10,19.97217929722455,0.673183446071482,0.99119259162891,0.7408580316070004,0.38545548722113454,0.11652837307082424
0EJ,4HN2,620-800,702.0670000000006,39,13,10.944844668883977,0.6235917525341802,0.7329104384213523,0.6114166577317367,0.3938745048047054,0.13106836386141382
0EM,1ENT,620-800,663.7770000000002,46,17,19.944207328031634,0.7520140261556452,0.7614711701717454,0.8824989700389594,0.6424437999537056,0.10932300101819122
0EO,1EED,620-800,633.8270000000001,45,17,20.251017261104074,0.7197579784790091,0.6784181218421905,0.8853425349321868,0.6261849411412318,0.12233546356347313
0FP,1JQ7,620-800,717.953,43,19,17.883532804441906,0.560464618116655,0.7406009983435244,0.6079767430867574,0.35312108977168555,0.18144772353755884
0GE,1CVW,620-800,628.1520000000003,41,17,16.73655136794356,0.6575923541305506,0.9294294711114881,0.5582638591010283,0.38084924506173823,0.1221356685110093
0GH,4GID,620-800,665.8570000000002,47,16,17.033076229280496,0.9167620040314112,0.9041785006821826,0.9534775371540685,0.9007270186713523,0.06031278962900475
0GQ,1E80,620-800,793.0269999999994,57,19,24.105327134187384,0.6538464747172513,0.6527553814577084,0.8932614548571062,0.45911823402154184,0.11345964520945362
0I0,7WJJ,620-800,629.6690000000001,47,8,21.139423531707664,0.7218414667424211,0.9846039066983581,0.6342840461162571,0.43775100401606426,0.10431023883643946
0I7,7WJK,620-800,,57,,21.774000020736178,0.6566221936824993,0.9767613082472609,0.8111433694800431,0.31601650227145217,0.13416786400157674
0IU,1BIL,620-800,643.895,45,16,15.387379613792639,0.8582281349474453,0.8817359485045925,0.9724462392246565,0.7594236458367849,0.07631367418423626
0J1,7JM6,620-800,694.6449999999996,45,24,21.345390946727562,0.7798900446777882,0.9342112015571301,0.8741936781236803,0.584070796460177,0.09867424079935876
0JV,4DFG,620-800,633.7640000000002,44,13,16.95863998526967,0.8846097044905172,0.866975653781312,0.9873436801272533,0.8432982134284925,0.09059031214567412
0JZ,3G60,620-800,687.4229999999999,36,3,10.471932818942111,0.8010152157735695,0.9762819628029444,0.7611169652265543,0.7053647946698003,0.11242120188099385
0K3,4DE8,620-800,642.9460000000006,45,24,30.09147010834936,0.8708812254434317,0.8692307692307693,0.9849056603773585,0.7570151947138231,0.0721328911912745
0L3,4DF4,620-800,741.5650000000009,48,20,19.261253607812478,0.6977219628091753,0.6654162303926743,0.8366781581156415,0.5311756997047292,0.10276923073835417
0L5,4DFK,620-800,719.5110000000004,46,20,21.14230063803845,0.7093005060937722,0.7729436233316261,0.7527516855804572,0.5668343133282232,0.08852434970530114
0LG,4DPF,620-800,648.8260000000002,46,9,19.03967160326841,0.8192638884626751,0.8565491849351582,0.9392068457312894,0.7164931526741057,0.08729348577009545
0MC,4DRM,620-800,639.7420000000003,46,14,14.109538015314822,0.6085853914850936,0.7532401641592162,0.5837298585188273,0.47935614735326837,0.1380183874656719
0MD,4DRO,620-800,639.7420000000003,41,14,14.355419080568613,0.6275258335147005,0.687144057056206,0.6027054066791793,0.5661257893630904,0.15109120500372955
0O2,24IO,620-800,683.1390000000005,40,12,14.877453949523991,0.7016141776800524,0.9440932088755134,0.7554496841766357,0.3587309577388017,0.16120129190921934
0O9,4E6A,620-800,640.8359999999999,23,28,10.795906234557002,0.7898882347651259,0.9835430514459167,0.9191919191919192,0.5062147527434847,0.15279017774366957
0OA,4E8A,620-800,680.9009999999996,23,28,12.57795595032459,0.7220149537437583,0.9404604359906937,0.8205128205128205,0.47881775141210337,0.1718063066829955
0OS,4DRQ,620-800,666.5760000000001,35,13,11.813813303078861,0.6806260995014664,0.8172750271184083,0.6848772344376589,0.474025974025974,0.17654920241603902
0PO,1IDA,620-800,724.972,52,14,19.146729634280288,0.8104838489609093,0.779558104004155,0.9747395252631359,0.6611406269387388,0.10509678695368985
0PP,1JLD,620-800,661.844,48,16,17.24333500440819,0.8824929675480465,0.8877397686088061,1.0,0.8171808252877778,0.06485592672874081
0Q5,4EHR,620-800,672.9240000000002,47,12,18.246447158112087,0.7028569986202586,0.7137909751441319,0.6977011610607597,0.689166287802317,0.13527726783979502
0QB,1BIM,620-800,682.9320000000002,48,14,15.660886967921748,0.8456068461927714,0.8102688357202126,0.9852304677161999,0.7352154250812601,0.12337814911521978
0QF,1EPQ,620-800,656.9120000000004,38,17,14.86490020696927,0.7931337040455867,0.8405240741442277,0.9324073647243214,0.6285125814196499,0.13710680942359774
0QS,1EPR,620-800,784.9479999999999,54,18,20.427881214005822,0.7331800054037607,0.6278840569411052,0.8882630369439946,0.6149276263867649,0.12164298246562547
0RQ,4EUC,620-800,791.5380000000001,51,20,18.614367626797737,0.8020674264212545,1.0,0.9334998347455897,0.6196694362943587,0.11270517447265072
0SH,4F7E,620-800,718.0699999999993,50,34,19.82869970448543,0.832498511707753,0.9748062015503876,0.9123266343033409,0.4469527323883291,0.12197034057307277
0SS,4F6W,620-800,639.8490000000002,47,7,17.504574321284785,0.8893520389228686,0.945910855971739,0.968946783802888,0.7977662978908832,0.083133308101774
0T1,5DW5,620-800,749.501,48,18,19.101519074367918,0.6894028374717676,0.9104381660371664,0.775747583890866,0.5508918370060617,0.16323025336185776
0TQ,4FE6,620-800,642.7750000000001,45,12,17.694551347343463,0.5490348847823453,0.6974311757266444,0.5841830003719946,0.40057977108455123,0.12974940672176968
0U4,4FCO,620-800,739.9830000000004,53,17,20.730814632992104,0.7822081900177796,0.9068276030805661,0.9237494709600981,0.4582958312803638,0.12633306221018628
0UR,7WLM,620-800,781.1749999999997,57,22,28.94892591259661,0.4773235662633417,0.4501527372895354,0.7142857142857143,0.370121621161959,0.10673805169233694
0W0,4FSF,620-800,672.611,45,14,20.41875095656468,0.7145671510605616,0.8421880023893715,0.9002099974667724,0.35869068210665134,0.1172549933410918
0W3,4FGY,620-800,709.0179999999999,50,23,15.744991347050775,0.9025116537994049,0.9665781432113947,0.9235240725331272,0.781071328046636,0.07162487475086965
0WD,4FS3,620-800,745.4250000000001,48,13,17.48289462884747,0.9053596945671001,0.9010251383196362,0.9391648772834389,0.8876638736046638,0.04275676965471538
0ZQ,1LZQ,620-800,687.8380000000002,50,19,16.47738491677506,0.8725345643912964,0.9073349050157257,0.9924374833266575,0.7860522889962083,0.07240488272951037
0ZR,1IIQ,620-800,702.8530000000002,51,19,16.4866601755014,0.8626144372082363,0.890147499282343,1.0,0.7790223011494658,0.07965128927558411
0ZS,1Z8C,620-800,703.8370000000001,51,19,16.17328163517884,0.8638051095759367,0.92220142033675,0.9939050552207706,0.7313130970743551,0.08473825727553348
0ZT,1FQX,620-800,703.8370000000001,51,19,17.475492425582367,0.8420162145178878,0.8976863121952787,1.0,0.7102912656454989,0.12129500499011774
128,1I5D,620-800,717.263,46,10,11.974041094766577,0.6567061013660367,0.8877196304677775,0.4596207835535808,0.5819552385184447,0.15581065443319606
12D,3AR6,620-800,638.2920000000001,42,9,14.280723347124415,0.7220604176708441,0.8100844364547585,0.7840221880944662,0.6104097157064992,0.12285303334083082
01A,3CW9,800-1100,920.1209999999996,58,22,28.06548569940844,0.774986700046071,0.9292371121522562,0.9500831654849594,0.5477918543187967,0.13368801287657764
01K,3BIY,800-1100,994.8050000000002,64,28,27.821456803307882,0.7255771508827618,0.722113529124605,0.9914610605256201,0.5931146500690394,0.1107943738727272
03B,3SP7,800-1100,908.5469999999996,63,17,21.76627510203248,0.7253592080549456,0.801708006024242,0.7078916627006446,0.6575122096677086,0.10878677047795274
063,6U26,800-1100,1077.2429999999997,76,20,21.224350300134965,0.5096635336923565,0.8478176624120077,0.5749033775708401,0.05679833822816682,0.12280214527559555
06O,7WLD,800-1100,1073.4809999999986,74,51,24.899893296413545,0.4286525385771728,0.41320293398533015,0.4872022246120018,0.37782669743049113,0.10662017197075338
075,2PK5,800-1100,803.96,56,14,16.53610576817827,0.8790985180586234,0.9248034155859485,0.9931063282409389,0.7935327619201387,0.05374543306102878
07D,7EQD,800-1100,901.4439999999997,66,17,27.951839871413696,0.6427381640487231,0.8243452920385023,0.760430955984676,0.27963525835866254,0.14254128585390388
07P,3TVM,800-1100,910.4599999999995,64,47,27.296061105446544,0.9516569686197032,0.9966666666666667,0.8963407031744093,0.9924812030075187,0.05232693225905984
08I,7EQD,800-1100,879.1549999999994,65,17,18.433888035163015,0.7184975522992133,0.9256469328301982,0.36072483229963337,0.7159904534606205,0.08026423447520982
0BU,3UPF,800-1100,1031.0020000000006,66,12,26.41551094436349,0.5460546550753044,0.5456091103662521,0.7947205203119885,0.4310772081022426,0.11135422996622872
0EK,5ER2,800-1100,948.2199999999996,68,26,22.286110095754665,0.6889211650742633,0.6561449509334516,0.9582122435372473,0.5184410717175127,0.1012165906654308
0EL,3ER3,800-1100,947.2319999999996,56,27,23.09019074448883,0.7252430159749055,0.6267674275634767,0.9121643170540059,0.5852381881633442,0.11870924511709254
0ET,4GAH,800-1100,937.8370000000003,60,29,23.70724274857687,0.6185130504399053,0.7933836222996059,0.8571393871033385,0.2803643034164923,0.10857001544745434
0FQ,4K4A,800-1100,885.6759999999997,57,22,22.071593237585756,0.71132367603402,0.9919652228760222,0.9458883369430058,0.49833762554575456,0.13126372123203978
0GM,1FQ5,800-1100,840.078,62,10,18.571030571046393,0.7451134343292318,0.7101619908166412,0.9569193393669664,0.6266716622190958,0.08138446695817021
0HJ,7N6B,800-1100,1071.613,68,50,32.280932368295076,0.5562536009903669,0.5330073349633252,0.6197638115413826,0.5100560223467163,0.11942288568374997
0Q4,1A8K,800-1100,833.0689999999995,59,29,22.66003764341628,0.7864267740273254,0.8619857981601202,0.9359812456257097,0.5861413732714342,0.11261261474598543
0SG,4F7C,800-1100,804.0749999999996,53,33,21.57560475411023,0.712927685853711,0.912037037037037,0.905967373717453,0.31891292174082975,0.1155926886374831
0UK,4FDV,800-1100,883.005,63,18,15.332170845919617,0.4493824493451467,0.4478267499911428,0.4683712485601357,0.43481546865350074,0.1488341820135457
0ZD,4H30,800-1100,883.0580000000003,62,20,16.8438315236481,0.8255265770876767,0.8759316810271647,0.6399656929492883,0.8668295992608224,0.1087681723866543
0ZP,4ER1,800-1100,815.136,60,21,19.083699306522316,0.7891525877175318,0.7797690819190073,0.9158048784386197,0.6999983608020843,0.0896451869317711
11R,2CG1,800-1100,903.278999999999,60,14,25.428032171968194,0.3405325348187004,0.9033719108326853,0.2336956521739132,0.01103752759381893,0.12994287318864184
12F,3ABU,800-1100,1043.8489999999995,72,17,29.159512919368158,0.9385041687420833,0.9969834744661729,0.9975849146217014,0.8304354659361577,0.056560981615672766
146,1BWB,800-1100,824.942,62,12,26.4956225066431,0.7879075235835578,0.6949025152070738,0.9274302569472174,0.6406104043869039,0.09370583549524913
1BV,4I31,800-1100,817.9659999999999,58,10,14.758484821728302,0.6210535965211731,0.8090898478021268,0.46418605056839835,0.5007468207825769,0.10369156174122654
1C4,4I49,800-1100,954.6919999999997,61,26,23.566919732040066,0.7658830839948679,0.9972755248514574,0.7858027510542602,0.5505642244449054,0.11763366807964715
1CV,4I4B,800-1100,929.7510000000001,58,24,23.431987868296716,0.78555514383178,0.9439438442773933,0.9530483163654627,0.6106065467200387,0.10327353005467507
1CZ,4I56,800-1100,927.7350000000004,58,23,23.852132288792447,0.7165704487988025,0.8516707938055708,0.6790449119388879,0.6312103604372418,0.09684824787604987
1DG,2CIG,800-1100,850.5210000000003,56,15,21.15561057343627,0.8667884168380989,0.8858683491643455,0.8889672185841294,0.8357150374673102,0.05661631341408815
1E9,4IEH,800-1100,874.5109999999996,59,15,21.1130656221256,0.729661842839198,0.8482584487104079,0.7103526281095465,0.6231196834471129,0.13024703769059945
1GZ,4IZC,800-1100,867.6830000000001,54,21,20.433207692493347,0.6621251152418008,0.9955818163929784,0.7872337151047171,0.3869955068939638,0.19064233299218075
1HE,4IZD,800-1100,869.6990000000001,45,22,13.129129582564808,0.5348154590126313,0.5634412012708205,0.6506861055139882,0.3866135118170252,0.15077868266525624
1L9,4IRJ,800-1100,1011.9079999999997,70,46,24.70632366863643,0.8980860903516776,0.9633912534053953,0.9008037788048037,0.8608230619152214,0.08326191131383676
1LA,4IRS,800-1100,978.4509999999997,69,46,24.525160575373178,0.8932527001955083,0.9897959183673469,0.9857923277311633,0.6210156510388721,0.05821642976386145
1VU,1XNY,800-1100,823.6050000000002,52,20,20.510762425855873,0.7071200288452939,0.8247195486073746,0.7611042460741413,0.5863196125121838,0.18247678700078526
1XJ,4LVT,800-1100,974.634,65,16,24.90531013479092,0.6874177748124769,0.761276041948799,0.6941855336680456,0.5920366196256985,0.11790690422407549
1Y1,4MAN,800-1100,922.5049999999998,65,17,21.00544991610437,0.664153976878006,0.6759343028955416,0.7580097001968673,0.6011373883887446,0.11886511282348974
1ZK,1HIV,800-1100,813.033,59,21,18.372697035073642,0.8276775719975713,0.8568169023144676,1.0,0.7295629000824038,0.0876765138892797
25A,1WDY,800-1100,1005.6419999999997,67,16,21.203983502510077,0.5308974381164069,0.6119398946369727,0.425415706205462,0.5687695515048896,0.13468148605227975
29D,4MCR,800-1100,828.7490000000005,59,24,25.532950880722932,0.7528014840165099,0.9846636193496451,0.6344687123998995,0.6481023442052175,0.09492784566365507
2A4,4MPV,800-1100,847.0259999999998,62,11,26.955000951218693,0.6950641729085208,0.8391553103719656,0.3358901785937264,0.8378293412734893,0.1383117131213253
2AV,4MPX,800-1100,831.2689999999998,57,10,27.991944897711228,0.6937596388718823,0.8404365653447864,0.3902288297653681,0.8388266190463196,0.12299977078298541
2CP,1EF9,800-1100,853.6310000000002,54,22,18.523635059893746,0.6031120684362585,0.9508417595622968,0.8125227339576729,0.19076089507583815,0.14960056795712479
2DP,2AT9,800-1100,901.2379999999994,60,43,32.82669438715159,0.2391911135050525,0.3401015228426396,0.18399798323403738,0.1817224873576625,0.09248464362304798
2GO,4N7K,800-1100,,66,,18.1953588465494,0.5262352192294144,0.7786054690797495,0.48460482125354487,0.23199999999999998,0.1114371782017722
2KO,4P9Y,800-1100,864.0060000000001,62,24,12.557812019399211,0.41736336568687726,0.5426533026346396,0.3582341446201962,0.3422601444740986,0.13835189875810494
2KQ,4NNC,800-1100,869.6299999999998,55,22,26.31097624351581,0.7298767371281276,0.9582620747186492,0.8355477341196964,0.5572970810514926,0.1374806058298996
2MC,1RX0,800-1100,835.6160000000001,53,20,23.748258116657368,0.7217929063942343,0.8881319246475731,0.9807517215353639,0.44356498282029333,0.12588947139826998
2MX,3OCH,800-1100,1031.1529999999996,75,28,29.38551994002657,0.6985211793085819,0.8382421046443456,0.215514705380354,0.830316211258677,0.08723362304097462
2NE,4I4Z,800-1100,887.6479999999998,57,20,21.039419702253717,0.7489225485741469,0.9387931019570057,0.947421473146156,0.5041862275314095,0.15916477664516476
2OJ,6EO9,800-1100,864.3670000000001,59,18,18.926912797523016,0.5675973661428197,0.8223715617658633,0.7386184368215745,0.23234104780313747,0.14175573618549045
2PF,3ABT,800-1100,1009.6849999999996,68,14,26.686956320020922,0.9439517660359671,0.9967129090696585,0.9968741485515588,0.8609662866615895,0.051863614603136564
2S1,4OC6,800-1100,889.6269999999996,58,17,20.020374928393103,0.8100536825917255,0.8104883829884098,0.9809073703334789,0.6744930115341543,0.0901042180498769
2Y5,4PH7,800-1100,967.1209999999998,65,40,26.968240145825757,0.9581860484131733,0.9730639730639731,0.9878951907420672,0.8996828409110422,0.0278592801814538
2YN,4Q4D,800-1100,819.9880000000006,44,16,13.49845064659598,0.599920369586238,0.6368771740598308,0.6051058852868019,0.5614491077930098,0.12555949073955505
2Z4,1A8G,800-1100,826.0040000000001,60,20,23.89167785372291,0.8227576747254862,0.7649270867166408,1.0,0.7415674467949767,0.09369052718931896
37K,4TW7,800-1100,800.9899999999999,58,18,18.773277227249736,0.6155803010744547,0.9748995210327126,0.5524944924234689,0.43025698600815787,0.13622721004515212
37M,4TW8,800-1100,1089.204,71,21,17.18089387853739,0.5645752180811032,0.8609570960535039,0.6584722684757891,0.3288579161433588,0.12339260823195222
38V,4TY0,800-1100,850.4180000000001,54,14,14.481990070039647,0.7595598697395837,0.8615239125814711,0.6325903786352896,0.813735215433456,0.1352175480385011
398,4AQ3,800-1100,866.2220000000003,53,12,20.249353349471082,0.817749273077567,0.9537640438047882,0.756037829426668,0.706789833766952,0.09579202932979218
