lig,name,label,heavy,clogp,model,apo_cav,holo_cav,apo_main,holo_main,fill,apo_rmax,holo_rmax,n_comp
lig0235,Nabumetone,0,17,3.37,2,110.6,38.4,110.6,0.0,0.653,3.0,0.0,1
lig0235,Nabumetone,0,17,3.37,3,135.2,39.1,87.7,0.0,0.711,3.19,0.0,1
lig0235,Nabumetone,0,17,3.37,4,130.5,42.8,130.5,0.0,0.672,3.27,0.0,1
lig0228,Gestodene,0,23,3.66,0,197.0,26.4,129.2,0.0,0.866,3.11,0.0,1
lig0228,Gestodene,0,23,3.66,1,191.8,23.1,122.0,0.0,0.88,3.2,0.0,1
lig0228,Gestodene,0,23,3.66,2,217.5,21.8,124.4,0.0,0.9,3.11,0.0,1
lig0228,Gestodene,0,23,3.66,3,191.8,28.3,94.2,0.0,0.852,3.08,0.0,1
lig0239,Etonogestrel,0,24,4.05,1,215.8,38.9,117.3,0.0,0.82,3.33,0.0,1
lig0239,Etonogestrel,0,24,4.05,2,213.0,23.3,152.7,0.0,0.891,3.34,0.0,1
lig0239,Etonogestrel,0,24,4.05,3,210.4,23.1,210.4,0.0,0.89,3.24,0.0,1
lig0239,Etonogestrel,0,24,4.05,4,226.8,25.9,141.7,0.0,0.886,3.31,0.0,1
lig0233,Saccharin,0,12,0.12,3,128.1,41.3,39.7,0.0,0.678,2.97,0.0,1
lig0233,Saccharin,0,12,0.12,4,129.6,24.4,48.8,0.0,0.812,3.05,0.0,1
lig0234,Levonorgestrel,0,23,3.88,0,192.9,22.5,112.8,0.0,0.883,3.1,0.0,1
lig0234,Levonorgestrel,0,23,3.88,1,177.1,21.0,83.8,0.0,0.881,3.22,0.0,1
lig0234,Levonorgestrel,0,23,3.88,2,207.1,26.8,118.8,0.0,0.871,3.28,0.0,1
lig0234,Levonorgestrel,0,23,3.88,3,211.0,40.2,127.0,0.0,0.809,3.19,0.0,1
lig0234,Levonorgestrel,0,23,3.88,4,191.4,25.9,72.1,0.0,0.865,3.3,0.0,1
lig0235,Nabumetone,0,17,3.37,0,137.4,42.3,137.4,0.0,0.692,3.22,0.0,1
lig0221,Detomidine HCl,0,14,2.62,3,144.9,46.0,86.6,0.0,0.683,3.07,0.0,1
lig0221,Detomidine HCl,0,14,2.62,4,143.0,22.7,143.0,0.0,0.841,3.18,0.0,1
lig0222,"2,3,4-Trihydroxybenzoic Acid",0,12,0.5,0,108.0,41.9,108.0,0.0,0.612,2.91,0.0,1
lig0222,"2,3,4-Trihydroxybenzoic Acid",0,12,0.5,1,118.8,38.4,82.5,0.0,0.677,2.98,0.0,1
lig0240,Dehydroepiandrosterone acetate,0,24,4.45,0,173.9,22.5,116.9,0.0,0.871,3.18,0.0,1
lig0240,Dehydroepiandrosterone acetate,0,24,4.45,1,180.8,27.4,131.3,0.0,0.848,3.27,0.0,1
lig0240,Dehydroepiandrosterone acetate,0,24,4.45,2,185.5,26.6,185.5,0.0,0.857,3.36,0.0,1
lig0240,Dehydroepiandrosterone acetate,0,24,4.45,3,194.8,29.4,113.0,0.0,0.849,3.41,0.0,1
lig0248,"Estradiol dipropionate(17-Beta-Estradiol-3,17-Dipropionate)",0,28,5.18,4,167.6,27.9,167.6,0.0,0.834,3.4,0.0,1
lig0249,Clofibrate,0,16,3.06,0,144.3,39.1,144.3,0.0,0.729,3.21,0.0,1
lig0249,Clofibrate,0,16,3.06,1,169.6,39.3,132.2,0.0,0.768,3.47,0.0,1
lig0249,Clofibrate,0,16,3.06,2,147.5,40.8,57.9,0.0,0.723,3.21,0.0,1
lig0257,Propham,0,13,2.64,3,144.1,42.3,96.3,0.0,0.706,3.08,0.0,1
lig0257,Propham,0,13,2.64,4,144.7,40.2,112.1,0.0,0.722,3.08,0.0,1
lig0258,Deoxycorticosterone acetate,0,27,4.27,0,153.4,21.4,128.5,0.0,0.86,3.21,0.0,1
lig0258,Deoxycorticosterone acetate,0,27,4.27,1,147.7,23.8,81.2,0.0,0.839,3.22,0.0,1
lig0232,Pregnenolone,0,23,4.52,4,178.6,23.5,14.7,0.0,0.868,3.2,0.0,1
lig0233,Saccharin,0,12,0.12,0,131.5,40.8,104.1,0.0,0.69,3.12,0.0,1
lig0233,Saccharin,0,12,0.12,1,135.0,30.7,48.6,0.0,0.773,3.12,0.0,1
lig0233,Saccharin,0,12,0.12,2,135.2,29.4,135.2,0.0,0.783,3.06,0.0,1
lig0238,Palonosetron,0,22,2.66,2,197.4,40.6,146.0,0.0,0.794,3.27,0.0,1
lig0238,Palonosetron,0,22,2.66,3,158.3,31.1,116.0,0.0,0.804,3.25,0.0,1
lig0238,Palonosetron,0,22,2.66,4,197.4,34.6,155.5,0.0,0.825,3.22,0.0,1
lig0239,Etonogestrel,0,24,4.05,0,217.7,23.5,217.7,0.0,0.892,3.28,0.0,1
lig0245,"2,3-Dihydroxybenzoic Acid",0,11,0.8,3,126.1,26.4,126.1,0.0,0.791,3.12,0.0,1
lig0245,"2,3-Dihydroxybenzoic Acid",0,11,0.8,4,115.6,28.9,70.4,0.0,0.75,2.97,0.0,1
lig0246,Metolachlor,0,19,3.16,0,169.1,40.4,138.0,0.0,0.761,3.23,0.0,1
lig0246,Metolachlor,0,19,3.16,1,173.2,32.2,66.3,0.0,0.814,3.25,0.0,1
lig0248,"Estradiol dipropionate(17-Beta-Estradiol-3,17-Dipropionate)",0,28,5.18,0,161.6,34.3,75.6,0.0,0.788,3.31,0.0,1
lig0248,"Estradiol dipropionate(17-Beta-Estradiol-3,17-Dipropionate)",0,28,5.18,1,203.3,36.9,88.6,0.0,0.818,3.45,0.0,1
lig0248,"Estradiol dipropionate(17-Beta-Estradiol-3,17-Dipropionate)",0,28,5.18,2,193.1,34.1,95.9,0.0,0.823,3.28,0.0,1
lig0248,"Estradiol dipropionate(17-Beta-Estradiol-3,17-Dipropionate)",0,28,5.18,3,205.2,31.5,127.7,0.0,0.846,3.3,0.0,1
lig0244,2-Methoxyestradiol (2-MeOE2),0,22,3.62,4,190.1,35.0,190.1,0.0,0.816,3.1,0.0,1
lig0245,"2,3-Dihydroxybenzoic Acid",0,11,0.8,0,116.4,23.3,116.4,0.0,0.8,2.96,0.0,1
lig0245,"2,3-Dihydroxybenzoic Acid",0,11,0.8,1,124.6,27.0,124.6,0.0,0.783,2.94,0.0,1
lig0245,"2,3-Dihydroxybenzoic Acid",0,11,0.8,2,134.1,26.8,104.8,0.0,0.8,3.02,0.0,1
lig0255,Ethynodiol diacetate,0,28,4.43,1,140.2,38.0,91.4,38.0,0.729,3.39,2.41,1
lig0255,Ethynodiol diacetate,0,28,4.43,2,176.3,39.5,176.3,0.0,0.776,3.3,0.0,1
lig0255,Ethynodiol diacetate,0,28,4.43,3,168.7,23.5,75.8,0.0,0.861,3.44,0.0,1
lig0255,Ethynodiol diacetate,0,28,4.43,4,166.3,20.1,166.3,0.0,0.879,3.33,0.0,1
lig0266,Tazarotene,0,25,4.43,2,174.1,32.4,129.4,0.0,0.814,3.29,0.0,1
lig0266,Tazarotene,0,25,4.43,3,180.1,41.9,131.8,0.0,0.767,3.18,0.0,1
lig0266,Tazarotene,0,25,4.43,4,144.9,43.6,102.2,0.0,0.699,3.13,0.0,1
lig0267,Sodium gualenate,0,19,3.78,0,165.5,36.1,114.3,0.0,0.782,3.37,0.0,1
lig0252,Hydroxychloroquine Sulfate,0,23,3.78,0,181.0,48.4,95.7,0.0,0.733,3.06,0.0,1
lig0252,Hydroxychloroquine Sulfate,0,23,3.78,1,223.8,42.6,104.1,0.0,0.81,3.09,0.0,1
lig0252,Hydroxychloroquine Sulfate,0,23,3.78,2,216.4,37.6,148.4,0.0,0.826,3.19,0.0,1
lig0252,Hydroxychloroquine Sulfate,0,23,3.78,3,148.2,27.6,93.3,0.0,0.814,3.4,0.0,1
lig0250,Apremilast (CC-10004),0,32,2.43,2,186.0,46.7,122.7,0.0,0.749,3.16,0.0,1
lig0250,Apremilast (CC-10004),0,32,2.43,3,196.1,39.5,155.5,0.0,0.799,3.2,0.0,1
lig0250,Apremilast (CC-10004),0,32,2.43,4,158.8,24.0,63.7,0.0,0.849,3.24,0.0,1
lig0251,Embelin,0,21,4.31,0,121.0,23.8,62.0,0.0,0.803,2.79,0.0,1
lig0244,2-Methoxyestradiol (2-MeOE2),0,22,3.62,0,184.2,27.9,124.8,0.0,0.849,3.24,0.0,1
lig0244,2-Methoxyestradiol (2-MeOE2),0,22,3.62,1,207.1,36.3,124.8,0.0,0.825,3.21,0.0,1
lig0244,2-Methoxyestradiol (2-MeOE2),0,22,3.62,2,207.8,40.0,120.3,0.0,0.808,3.29,0.0,1
lig0244,2-Methoxyestradiol (2-MeOE2),0,22,3.62,3,191.6,23.3,191.6,0.0,0.878,3.22,0.0,1
lig0267,Sodium gualenate,0,19,3.78,1,178.8,30.7,178.8,0.0,0.828,3.39,0.0,1
lig0267,Sodium gualenate,0,19,3.78,2,137.4,44.1,82.1,0.0,0.679,3.24,0.0,1
lig0267,Sodium gualenate,0,19,3.78,3,165.5,46.9,165.5,0.0,0.717,3.26,0.0,1
lig0267,Sodium gualenate,0,19,3.78,4,199.4,38.4,112.5,0.0,0.807,3.17,0.0,1
lig0224,Protriptyline hydrochloride,0,20,4.3,4,186.8,48.6,157.9,48.6,0.74,3.31,2.44,1
lig0225,Umbelliferone,0,12,1.5,0,108.4,22.0,67.8,0.0,0.797,2.98,0.0,1
lig0225,Umbelliferone,0,12,1.5,1,124.8,30.7,124.8,0.0,0.754,3.02,0.0,1
lig0225,Umbelliferone,0,12,1.5,2,111.0,23.1,77.8,0.0,0.792,2.94,0.0,1
lig0252,Hydroxychloroquine Sulfate,0,23,3.78,4,191.6,35.0,119.7,0.0,0.817,3.23,0.0,1
lig0253,Flumequine,0,19,2.35,0,154.7,40.2,154.7,0.0,0.74,3.02,0.0,1
lig0253,Flumequine,0,19,2.35,1,170.0,45.4,125.9,0.0,0.733,3.05,0.0,1
lig0253,Flumequine,0,19,2.35,2,170.2,32.8,114.5,0.0,0.807,3.04,0.0,1
lig0247,Indirubin,0,20,2.66,1,156.2,35.4,156.2,0.0,0.773,3.12,0.0,1
lig0247,Indirubin,0,20,2.66,2,180.4,32.8,125.3,32.8,0.818,3.18,2.44,1
lig0247,Indirubin,0,20,2.66,3,180.6,40.8,135.9,0.0,0.774,3.18,0.0,1
lig0247,Indirubin,0,20,2.66,4,156.8,37.4,156.8,0.0,0.761,3.17,0.0,1
lig0242,Ciclopirox,0,15,2.44,2,138.0,31.8,63.3,0.0,0.77,2.99,0.0,1
lig0242,Ciclopirox,0,15,2.44,3,130.0,35.0,130.0,0.0,0.731,3.1,0.0,1
lig0242,Ciclopirox,0,15,2.44,4,141.9,22.5,95.7,0.0,0.841,3.09,0.0,1
lig0243,Podocarpic Acid,0,20,3.49,0,174.1,27.4,174.1,0.0,0.843,3.31,0.0,1
lig0263,Spironolactone,0,29,4.85,1,221.6,26.6,142.6,0.0,0.88,3.57,0.0,1
lig0263,Spironolactone,0,29,4.85,2,185.1,24.8,127.4,0.0,0.866,3.35,0.0,1
lig0263,Spironolactone,0,29,4.85,3,235.9,24.2,141.3,0.0,0.897,3.3,0.0,1
lig0263,Spironolactone,0,29,4.85,4,195.3,26.4,89.2,0.0,0.865,3.5,0.0,1
lig0246,Metolachlor,0,19,3.16,2,179.9,49.0,128.1,0.0,0.728,3.29,0.0,1
lig0246,Metolachlor,0,19,3.16,3,172.2,33.7,132.2,0.0,0.804,3.21,0.0,1
lig0246,Metolachlor,0,19,3.16,4,168.5,35.9,168.5,0.0,0.787,3.18,0.0,1
lig0247,Indirubin,0,20,2.66,0,165.9,35.9,106.1,0.0,0.784,3.27,0.0,1
lig0258,Deoxycorticosterone acetate,0,27,4.27,2,192.2,24.6,108.9,0.0,0.872,3.34,0.0,1
lig0258,Deoxycorticosterone acetate,0,27,4.27,3,195.9,24.8,149.7,0.0,0.873,3.21,0.0,1
lig0258,Deoxycorticosterone acetate,0,27,4.27,4,214.3,24.0,67.4,0.0,0.888,3.2,0.0,1
lig0259,Dihydro-Obliquin,0,18,2.59,0,118.2,31.8,118.2,0.0,0.731,3.12,0.0,1
lig0261,Dienogest,0,23,3.84,3,151.8,27.9,151.8,0.0,0.816,3.25,0.0,1
lig0261,Dienogest,0,23,3.84,4,175.0,22.5,93.7,0.0,0.871,3.17,0.0,1
lig0262,Chromocarb,0,14,1.49,0,151.4,37.2,99.1,0.0,0.754,3.09,0.0,1
lig0262,Chromocarb,0,14,1.49,1,143.0,20.1,143.0,0.0,0.859,3.25,0.0,1
lig0254,Amfebutamone (Bupropion) HCl,0,16,3.3,2,183.0,37.8,109.3,0.0,0.793,3.3,0.0,1
lig0254,Amfebutamone (Bupropion) HCl,0,16,3.3,3,161.6,32.6,161.6,0.0,0.798,3.3,0.0,1
lig0254,Amfebutamone (Bupropion) HCl,0,16,3.3,4,146.7,34.8,116.6,0.0,0.763,3.12,0.0,1
lig0255,Ethynodiol diacetate,0,28,4.43,0,157.7,24.8,63.7,0.0,0.843,3.26,0.0,1
lig0249,Clofibrate,0,16,3.06,3,150.8,35.0,150.8,0.0,0.768,3.06,0.0,1
lig0249,Clofibrate,0,16,3.06,4,150.8,41.0,150.8,0.0,0.728,3.03,0.0,1
lig0250,Apremilast (CC-10004),0,32,2.43,0,189.0,75.0,146.7,36.7,0.603,3.33,2.67,1
lig0250,Apremilast (CC-10004),0,32,2.43,1,163.9,49.2,109.5,49.2,0.7,3.2,2.71,1
lig0271,Vindoline,0,33,1.64,1,236.7,33.3,191.4,0.0,0.859,3.48,0.0,1
lig0271,Vindoline,0,33,1.64,2,237.0,27.2,135.2,0.0,0.885,3.47,0.0,1
lig0271,Vindoline,0,33,1.64,3,212.5,30.7,143.2,0.0,0.856,3.45,0.0,1
lig0271,Vindoline,0,33,1.64,4,194.8,29.6,143.9,0.0,0.848,3.37,0.0,1
lig0259,Dihydro-Obliquin,0,18,2.59,1,179.9,31.1,179.9,0.0,0.827,3.24,0.0,1
lig0259,Dihydro-Obliquin,0,18,2.59,2,139.1,25.7,99.8,0.0,0.815,3.11,0.0,1
lig0259,Dihydro-Obliquin,0,18,2.59,3,189.9,44.5,100.0,44.5,0.766,3.19,2.48,1
lig0259,Dihydro-Obliquin,0,18,2.59,4,138.0,38.9,63.9,0.0,0.718,3.15,0.0,1
lig0236,Norgestrel,0,23,3.88,4,197.4,26.6,129.2,0.0,0.865,3.24,0.0,1
lig0237,Mexiletine HCl,0,13,2.03,0,154.0,36.5,154.0,0.0,0.763,3.04,0.0,1
lig0237,Mexiletine HCl,0,13,2.03,1,159.6,32.8,159.6,0.0,0.794,3.19,0.0,1
lig0237,Mexiletine HCl,0,13,2.03,2,147.5,28.7,107.8,0.0,0.805,3.18,0.0,1
lig0240,Dehydroepiandrosterone acetate,0,24,4.45,4,205.4,21.6,111.5,0.0,0.895,3.21,0.0,1
lig0241,"2,4,5-Trichlorophenoxyacetic Acid, Methyl Ester",0,15,3.2,0,144.1,34.3,106.5,0.0,0.762,3.03,0.0,1
lig0241,"2,4,5-Trichlorophenoxyacetic Acid, Methyl Ester",0,15,3.2,1,141.0,25.1,141.0,0.0,0.822,3.15,0.0,1
lig0241,"2,4,5-Trichlorophenoxyacetic Acid, Methyl Ester",0,15,3.2,2,174.5,25.1,112.3,0.0,0.856,3.15,0.0,1
lig0268,Buparvaquone,0,24,5.12,4,217.1,28.5,217.1,0.0,0.869,3.47,0.0,1
lig0269,"2,3-Dimethoxy-1,4-Naphthoquinone",0,16,1.57,0,142.6,42.1,142.6,0.0,0.705,2.95,0.0,1
lig0269,"2,3-Dimethoxy-1,4-Naphthoquinone",0,16,1.57,1,138.9,39.3,138.9,0.0,0.717,2.99,0.0,1
lig0269,"2,3-Dimethoxy-1,4-Naphthoquinone",0,16,1.57,2,124.0,40.4,124.0,0.0,0.674,3.0,0.0,1
lig0273,Liranaftate,0,23,3.77,3,185.1,42.8,115.6,0.0,0.769,3.25,0.0,1
lig0273,Liranaftate,0,23,3.77,4,160.3,44.9,97.6,0.0,0.72,3.13,0.0,1
lig0274,Buflomedil HCl,0,22,2.77,0,188.1,35.4,149.0,0.0,0.812,3.25,0.0,1
lig0274,Buflomedil HCl,0,22,2.77,1,193.5,29.6,98.7,0.0,0.847,3.18,0.0,1
lig0256,6-Methoxy-2-naphthoic acid,0,15,2.55,0,171.9,33.7,94.2,0.0,0.804,3.26,0.0,1
lig0256,6-Methoxy-2-naphthoic acid,0,15,2.55,1,184.5,44.9,90.1,0.0,0.757,3.17,0.0,1
lig0256,6-Methoxy-2-naphthoic acid,0,15,2.55,2,154.9,33.5,117.1,0.0,0.784,2.95,0.0,1
lig0256,6-Methoxy-2-naphthoic acid,0,15,2.55,3,175.8,35.9,95.7,0.0,0.796,3.09,0.0,1
lig0243,Podocarpic Acid,0,20,3.49,1,160.1,49.7,90.7,0.0,0.69,3.38,0.0,1
lig0243,Podocarpic Acid,0,20,3.49,2,167.2,19.4,102.2,0.0,0.884,3.28,0.0,1
lig0243,Podocarpic Acid,0,20,3.49,3,170.2,35.0,121.8,0.0,0.794,3.29,0.0,1
lig0243,Podocarpic Acid,0,20,3.49,4,156.8,27.0,82.9,0.0,0.828,3.18,0.0,1
lig0264,Aniracetam,0,16,1.46,4,124.0,37.4,64.6,0.0,0.698,2.99,0.0,1
lig0265,Paeonol,0,12,1.6,0,121.4,28.5,75.8,0.0,0.765,2.97,0.0,1
lig0265,Paeonol,0,12,1.6,1,113.6,41.9,78.4,0.0,0.631,2.82,0.0,1
lig0265,Paeonol,0,12,1.6,2,117.5,39.1,95.3,0.0,0.667,3.12,0.0,1
lig0279,Piroctone Olamine,0,17,3.01,1,165.2,46.4,81.0,0.0,0.719,3.07,0.0,1
lig0279,Piroctone Olamine,0,17,3.01,2,141.0,36.7,89.2,0.0,0.74,3.32,0.0,1
lig0279,Piroctone Olamine,0,17,3.01,3,129.8,46.0,48.0,0.0,0.646,3.11,0.0,1
lig0279,Piroctone Olamine,0,17,3.01,4,151.2,46.2,114.5,0.0,0.694,3.28,0.0,1
lig0276,"Dl-6,8-Thioctic Acid",0,12,2.79,0,130.9,27.9,96.1,0.0,0.787,2.99,0.0,1
lig0276,"Dl-6,8-Thioctic Acid",0,12,2.79,1,142.6,36.5,93.3,0.0,0.744,3.07,0.0,1
lig0276,"Dl-6,8-Thioctic Acid",0,12,2.79,2,131.8,25.1,131.8,0.0,0.81,2.98,0.0,1
lig0276,"Dl-6,8-Thioctic Acid",0,12,2.79,3,151.2,22.2,99.6,0.0,0.853,3.1,0.0,1
lig0260,Ampalex (CX-516),0,18,2.26,0,173.4,45.4,173.4,0.0,0.738,3.12,0.0,1
lig0260,Ampalex (CX-516),0,18,2.26,1,159.0,40.8,77.1,0.0,0.743,3.03,0.0,1
lig0260,Ampalex (CX-516),0,18,2.26,2,172.2,32.2,172.2,0.0,0.813,3.26,0.0,1
lig0260,Ampalex (CX-516),0,18,2.26,3,144.1,46.7,115.3,0.0,0.676,3.12,0.0,1
lig0287,Medrysone,0,25,3.94,1,215.4,23.3,173.7,0.0,0.892,3.36,0.0,1
lig0287,Medrysone,0,25,3.94,2,242.8,32.4,242.8,0.0,0.867,3.58,0.0,1
lig0287,Medrysone,0,25,3.94,3,197.4,26.8,124.2,0.0,0.864,3.48,0.0,1
lig0287,Medrysone,0,25,3.94,4,189.4,25.3,95.3,0.0,0.866,3.32,0.0,1
lig0277,Diethylstilbestrol,0,20,4.83,3,206.1,40.0,108.4,0.0,0.806,3.29,0.0,1
lig0277,Diethylstilbestrol,0,20,4.83,4,186.4,39.3,88.8,0.0,0.789,3.24,0.0,1
lig0278,"2,4-Dichlorophenoxyacetic Acid, Methyl Ester",0,14,2.55,0,129.8,34.1,87.0,0.0,0.737,3.11,0.0,1
lig0278,"2,4-Dichlorophenoxyacetic Acid, Methyl Ester",0,14,2.55,1,138.9,22.0,103.0,0.0,0.842,3.16,0.0,1
lig0256,6-Methoxy-2-naphthoic acid,0,15,2.55,4,173.4,40.4,108.9,0.0,0.767,3.12,0.0,1
lig0257,Propham,0,13,2.64,0,130.7,36.3,92.7,0.0,0.722,2.94,0.0,1
lig0257,Propham,0,13,2.64,1,128.5,41.0,128.5,0.0,0.681,3.14,0.0,1
lig0257,Propham,0,13,2.64,2,141.3,42.1,79.7,0.0,0.702,3.12,0.0,1
lig0264,Aniracetam,0,16,1.46,0,125.3,35.0,98.1,0.0,0.721,2.96,0.0,1
lig0264,Aniracetam,0,16,1.46,1,125.3,37.8,125.3,0.0,0.698,3.12,0.0,1
lig0264,Aniracetam,0,16,1.46,2,139.5,39.5,80.6,0.0,0.717,3.03,0.0,1
lig0264,Aniracetam,0,16,1.46,3,127.0,33.7,49.9,0.0,0.735,2.91,0.0,1
lig0268,Buparvaquone,0,24,5.12,0,187.7,43.6,135.2,0.0,0.768,3.35,0.0,1
lig0268,Buparvaquone,0,24,5.12,1,155.3,30.2,131.5,0.0,0.806,3.34,0.0,1
lig0268,Buparvaquone,0,24,5.12,2,185.8,51.0,185.8,51.0,0.726,3.29,2.43,1
lig0268,Buparvaquone,0,24,5.12,3,165.9,41.7,124.4,0.0,0.749,3.24,0.0,1
lig0270,Avobenzone,0,23,4.45,2,184.5,41.7,136.5,0.0,0.774,3.21,0.0,1
lig0270,Avobenzone,0,23,4.45,3,192.0,77.1,117.9,54.9,0.598,3.28,2.76,1
lig0270,Avobenzone,0,23,4.45,4,157.0,34.3,96.3,0.0,0.782,3.17,0.0,1
lig0271,Vindoline,0,33,1.64,0,216.9,27.6,150.3,0.0,0.873,3.61,0.0,1
lig0280,Lumiracoxib,0,20,4.16,0,171.7,39.7,63.9,0.0,0.769,3.07,0.0,1
lig0280,Lumiracoxib,0,20,4.16,1,167.4,41.7,86.0,0.0,0.751,3.18,0.0,1
lig0280,Lumiracoxib,0,20,4.16,2,139.1,50.1,139.1,0.0,0.64,3.01,0.0,1
lig0280,Lumiracoxib,0,20,4.16,3,161.6,48.0,35.0,0.0,0.703,2.99,0.0,1
lig0265,Paeonol,0,12,1.6,3,143.6,39.3,143.6,0.0,0.726,3.15,0.0,1
lig0265,Paeonol,0,12,1.6,4,137.2,40.0,54.4,0.0,0.708,3.08,0.0,1
lig0266,Tazarotene,0,25,4.43,0,160.5,45.1,112.8,0.0,0.719,3.19,0.0,1
lig0266,Tazarotene,0,25,4.43,1,160.1,37.8,142.3,0.0,0.764,3.22,0.0,1
lig0253,Flumequine,0,19,2.35,3,172.6,36.3,63.3,0.0,0.79,3.2,0.0,1
lig0253,Flumequine,0,19,2.35,4,163.7,41.5,75.8,0.0,0.746,3.07,0.0,1
lig0254,Amfebutamone (Bupropion) HCl,0,16,3.3,0,150.6,35.4,150.6,0.0,0.765,3.14,0.0,1
lig0254,Amfebutamone (Bupropion) HCl,0,16,3.3,1,184.7,48.0,82.5,0.0,0.74,3.18,0.0,1
lig0274,Buflomedil HCl,0,22,2.77,2,188.8,42.3,140.4,0.0,0.776,3.08,0.0,1
lig0274,Buflomedil HCl,0,22,2.77,3,181.2,25.1,95.7,0.0,0.861,3.48,0.0,1
lig0274,Buflomedil HCl,0,22,2.77,4,165.7,37.8,165.7,0.0,0.772,3.32,0.0,1
lig0275,Arteether,0,22,3.23,0,184.9,25.7,129.2,0.0,0.861,3.38,0.0,1
lig0272,Piperine,0,21,3.0,4,187.7,41.5,187.7,0.0,0.779,3.36,0.0,1
lig0273,Liranaftate,0,23,3.77,0,189.2,45.6,115.8,0.0,0.759,2.91,0.0,1
lig0273,Liranaftate,0,23,3.77,1,201.7,48.6,95.3,48.6,0.759,3.17,2.48,1
lig0273,Liranaftate,0,23,3.77,2,182.7,41.5,100.9,0.0,0.773,3.23,0.0,1
lig0262,Chromocarb,0,14,1.49,2,156.4,39.5,85.8,0.0,0.747,3.1,0.0,1
lig0262,Chromocarb,0,14,1.49,3,133.7,41.7,133.7,0.0,0.688,2.98,0.0,1
lig0262,Chromocarb,0,14,1.49,4,133.9,27.9,95.0,0.0,0.792,3.19,0.0,1
lig0263,Spironolactone,0,29,4.85,0,191.2,25.5,99.8,0.0,0.867,3.41,0.0,1
lig0291,Obeticholic Acid,0,30,5.11,1,183.4,22.9,135.0,0.0,0.875,3.47,0.0,1
lig0291,Obeticholic Acid,0,30,5.11,2,189.4,25.1,158.3,0.0,0.867,3.22,0.0,1
lig0291,Obeticholic Acid,0,30,5.11,3,176.5,28.5,141.0,0.0,0.839,3.34,0.0,1
lig0291,Obeticholic Acid,0,30,5.11,4,149.3,28.9,85.3,0.0,0.806,3.16,0.0,1
lig0275,Arteether,0,22,3.23,1,186.4,22.7,186.4,0.0,0.878,3.23,0.0,1
lig0275,Arteether,0,22,3.23,2,182.1,31.1,147.3,0.0,0.829,3.49,0.0,1
lig0275,Arteether,0,22,3.23,3,210.4,28.3,210.4,0.0,0.865,3.3,0.0,1
lig0275,Arteether,0,22,3.23,4,187.1,24.0,150.3,0.0,0.872,3.39,0.0,1
lig0272,Piperine,0,21,3.0,0,185.1,21.8,122.5,0.0,0.882,3.2,0.0,1
lig0272,Piperine,0,21,3.0,1,182.1,34.6,132.4,0.0,0.81,3.31,0.0,1
lig0272,Piperine,0,21,3.0,2,184.7,42.8,184.7,0.0,0.768,3.29,0.0,1
lig0272,Piperine,0,21,3.0,3,189.6,43.6,85.3,0.0,0.77,3.25,0.0,1
lig0260,Ampalex (CX-516),0,18,2.26,4,159.0,46.4,106.5,0.0,0.708,3.14,0.0,1
lig0261,Dienogest,0,23,3.84,0,159.8,22.7,159.8,0.0,0.858,3.17,0.0,1
lig0261,Dienogest,0,23,3.84,1,170.4,42.8,97.2,0.0,0.749,3.26,0.0,1
lig0261,Dienogest,0,23,3.84,2,185.1,21.0,105.2,0.0,0.887,3.31,0.0,1
lig0278,"2,4-Dichlorophenoxyacetic Acid, Methyl Ester",0,14,2.55,2,148.2,36.7,148.2,0.0,0.752,3.09,0.0,1
lig0278,"2,4-Dichlorophenoxyacetic Acid, Methyl Ester",0,14,2.55,3,132.2,35.6,132.2,0.0,0.731,3.09,0.0,1
lig0278,"2,4-Dichlorophenoxyacetic Acid, Methyl Ester",0,14,2.55,4,151.6,28.7,116.2,0.0,0.811,3.16,0.0,1
lig0279,Piroctone Olamine,0,17,3.01,0,143.0,34.1,82.7,0.0,0.762,3.09,0.0,1
lig0282,Ampiroxicam,0,31,2.56,2,178.2,44.9,156.8,0.0,0.748,3.24,0.0,1
lig0282,Ampiroxicam,0,31,2.56,3,184.5,42.3,79.3,0.0,0.771,3.18,0.0,1
lig0282,Ampiroxicam,0,31,2.56,4,197.4,19.4,81.2,0.0,0.902,3.69,0.0,1
lig0283,Thiabendazole,0,14,2.69,0,135.6,33.3,93.3,0.0,0.754,3.02,0.0,1
lig0269,"2,3-Dimethoxy-1,4-Naphthoquinone",0,16,1.57,3,156.6,37.4,51.2,0.0,0.761,3.15,0.0,1
lig0269,"2,3-Dimethoxy-1,4-Naphthoquinone",0,16,1.57,4,139.5,34.1,86.6,0.0,0.756,3.11,0.0,1
lig0270,Avobenzone,0,23,4.45,0,198.9,30.0,151.6,0.0,0.849,3.17,0.0,1
lig0270,Avobenzone,0,23,4.45,1,162.9,44.9,113.4,0.0,0.724,2.95,0.0,1
lig0276,"Dl-6,8-Thioctic Acid",0,12,2.79,4,164.6,23.3,94.8,0.0,0.858,3.16,0.0,1
lig0277,Diethylstilbestrol,0,20,4.83,0,205.4,39.3,205.4,0.0,0.809,3.22,0.0,1
lig0277,Diethylstilbestrol,0,20,4.83,1,199.2,35.6,199.2,0.0,0.821,3.2,0.0,1
lig0277,Diethylstilbestrol,0,20,4.83,2,175.8,40.0,110.6,0.0,0.772,3.3,0.0,1
