lig,name,label,heavy,clogp,model,apo_cav,holo_cav,apo_main,holo_main,fill,apo_rmax,holo_rmax,n_comp
lig0180,Atipamezole hydrochloride,1,16,2.86,0,146.7,38.4,107.4,0.0,0.738,3.15,0.0,1
lig0180,Atipamezole hydrochloride,1,16,2.86,1,175.8,25.9,175.8,0.0,0.853,3.31,0.0,1
lig0180,Atipamezole hydrochloride,1,16,2.86,2,163.7,37.4,73.9,0.0,0.772,3.27,0.0,1
lig0180,Atipamezole hydrochloride,1,16,2.86,3,139.3,37.8,139.3,0.0,0.729,3.19,0.0,1
lig0205,(-)-Parthenolide,0,18,2.76,3,163.3,24.8,105.0,0.0,0.848,3.15,0.0,1
lig0205,(-)-Parthenolide,0,18,2.76,4,164.4,27.0,121.8,0.0,0.836,3.3,0.0,1
lig0206,Parthenolide,0,18,2.76,0,152.1,22.7,152.1,0.0,0.851,3.11,0.0,1
lig0206,Parthenolide,0,18,2.76,1,169.8,23.8,146.4,0.0,0.86,3.22,0.0,1
lig0177,Evodiamine,1,23,3.31,3,190.9,38.2,118.2,0.0,0.8,3.16,0.0,1
lig0177,Evodiamine,1,23,3.31,4,187.9,44.7,102.4,0.0,0.762,3.22,0.0,1
lig0178,Benzyl cinnamate,1,18,3.44,0,167.6,69.6,167.6,69.6,0.585,3.15,2.48,1
lig0178,Benzyl cinnamate,1,18,3.44,1,178.2,56.2,116.4,56.2,0.685,3.18,2.43,1
lig0166,Metyrapone,1,17,2.64,2,160.7,45.8,59.8,0.0,0.715,3.17,0.0,1
lig0166,Metyrapone,1,17,2.64,3,152.3,33.9,97.2,0.0,0.777,3.08,0.0,1
lig0166,Metyrapone,1,17,2.64,4,156.8,37.2,86.6,0.0,0.763,3.05,0.0,1
lig0167,Hydroxyzine pamoate,1,26,3.06,0,188.1,39.5,140.2,0.0,0.79,3.26,0.0,1
lig0208,Norcantharidin,0,12,-0.14,4,124.0,24.8,124.0,0.0,0.8,3.2,0.0,1
lig0209,Valpromide,0,10,1.69,0,114.0,18.8,114.0,0.0,0.835,2.9,0.0,1
lig0209,Valpromide,0,10,1.69,1,122.5,33.3,81.9,0.0,0.728,2.93,0.0,1
lig0209,Valpromide,0,10,1.69,2,117.1,28.3,77.3,0.0,0.758,2.91,0.0,1
lig0202,(1R)-(-)-Menthyl acetate,0,14,3.01,2,154.4,27.0,105.4,0.0,0.825,3.26,0.0,1
lig0202,(1R)-(-)-Menthyl acetate,0,14,3.01,3,180.4,26.1,105.4,0.0,0.855,3.22,0.0,1
lig0202,(1R)-(-)-Menthyl acetate,0,14,3.01,4,172.2,23.8,120.7,0.0,0.862,3.29,0.0,1
lig0203,7-Methoxycoumarin,0,13,1.8,0,140.8,20.1,140.8,0.0,0.857,3.23,0.0,1
lig0190,Cyclobenzaprine HCl,0,21,4.55,2,204.6,49.2,63.1,0.0,0.76,3.21,0.0,1
lig0190,Cyclobenzaprine HCl,0,21,4.55,3,208.7,45.8,208.7,0.0,0.781,3.39,0.0,1
lig0190,Cyclobenzaprine HCl,0,21,4.55,4,196.1,45.1,106.3,0.0,0.77,3.47,0.0,1
lig0191,"5,5-Dimethyl Oxazolidine 2,4-Dione",0,9,0.03,0,89.2,21.6,51.4,0.0,0.758,2.91,0.0,1
lig0197,Orotic acid (6-Carboxyuracil),0,11,-1.24,3,121.4,24.8,33.3,0.0,0.796,2.95,0.0,1
lig0197,Orotic acid (6-Carboxyuracil),0,11,-1.24,4,112.8,28.5,71.3,0.0,0.747,2.97,0.0,1
lig0198,4-Allylanisole,0,11,2.42,0,135.6,24.0,135.6,0.0,0.823,3.12,0.0,1
lig0198,4-Allylanisole,0,11,2.42,1,151.2,39.5,57.0,0.0,0.739,3.14,0.0,1
lig0176,Magnolol,1,20,4.22,0,157.2,51.6,86.8,0.0,0.672,3.13,0.0,1
lig0176,Magnolol,1,20,4.22,1,146.0,45.6,63.5,0.0,0.688,3.2,0.0,1
lig0176,Magnolol,1,20,4.22,2,159.6,42.8,97.8,0.0,0.732,3.31,0.0,1
lig0176,Magnolol,1,20,4.22,3,162.6,47.7,132.8,0.0,0.707,3.14,0.0,1
lig0188,Taurine,0,7,-1.17,0,129.6,24.6,129.6,0.0,0.81,3.08,0.0,1
lig0188,Taurine,0,7,-1.17,1,129.8,26.4,93.7,0.0,0.797,3.04,0.0,1
lig0188,Taurine,0,7,-1.17,2,125.9,25.5,95.5,0.0,0.797,3.04,0.0,1
lig0188,Taurine,0,7,-1.17,3,119.7,21.0,77.1,0.0,0.825,2.98,0.0,1
lig0186,MPEP,0,15,2.79,2,146.0,41.3,146.0,0.0,0.717,3.11,0.0,1
lig0186,MPEP,0,15,2.79,3,171.3,49.7,102.0,0.0,0.71,3.01,0.0,1
lig0186,MPEP,0,15,2.79,4,151.4,39.7,67.0,0.0,0.738,3.34,0.0,1
lig0187,(+)-Borneol,0,11,2.19,0,139.1,25.1,139.1,0.0,0.82,3.38,0.0,1
lig0165,Chloroxylenol,1,10,2.66,3,124.6,30.9,81.2,0.0,0.752,3.01,0.0,1
lig0165,Chloroxylenol,1,10,2.66,4,113.6,40.2,89.2,0.0,0.646,2.91,0.0,1
lig0166,Metyrapone,1,17,2.64,0,139.5,45.4,53.8,0.0,0.675,3.23,0.0,1
lig0166,Metyrapone,1,17,2.64,1,156.0,42.8,52.9,0.0,0.726,3.14,0.0,1
lig0206,Parthenolide,0,18,2.76,2,158.1,26.1,158.1,0.0,0.835,3.2,0.0,1
lig0206,Parthenolide,0,18,2.76,3,170.6,24.6,117.7,0.0,0.856,3.4,0.0,1
lig0206,Parthenolide,0,18,2.76,4,169.8,35.0,114.5,0.0,0.794,3.3,0.0,1
lig0207,Deoxygedunol Acetate,0,37,5.71,0,178.8,21.8,136.5,0.0,0.878,3.4,0.0,1
lig0200,Neticonazole,0,21,4.66,0,174.5,52.7,135.2,0.0,0.698,3.25,0.0,1
lig0200,Neticonazole,0,21,4.66,1,172.4,46.4,172.4,0.0,0.731,3.28,0.0,1
lig0200,Neticonazole,0,21,4.66,2,202.0,38.4,111.7,0.0,0.81,3.21,0.0,1
lig0200,Neticonazole,0,21,4.66,3,205.8,27.6,108.4,0.0,0.866,3.2,0.0,1
lig0179,5-Bromo-2-Hydroxybenzophenone,1,13,0.34,1,144.9,48.2,111.7,0.0,0.667,3.19,0.0,1
lig0179,5-Bromo-2-Hydroxybenzophenone,1,13,0.34,2,73.7,40.0,73.7,0.0,0.457,2.45,0.0,1
lig0179,5-Bromo-2-Hydroxybenzophenone,1,13,0.34,3,118.2,41.9,53.4,0.0,0.646,3.09,0.0,1
lig0179,5-Bromo-2-Hydroxybenzophenone,1,13,0.34,4,121.8,22.9,44.3,0.0,0.812,3.01,0.0,1
lig0172,2-Aminopyrimidine,1,7,0.06,0,147.5,67.2,104.8,67.2,0.544,3.08,2.42,1
lig0172,2-Aminopyrimidine,1,7,0.06,1,125.7,37.6,125.7,0.0,0.701,3.04,0.0,1
lig0172,2-Aminopyrimidine,1,7,0.06,2,131.5,47.3,131.5,0.0,0.64,3.04,0.0,1
lig0172,2-Aminopyrimidine,1,7,0.06,3,117.1,24.2,117.1,0.0,0.793,2.91,0.0,1
lig0201,Benztropine mesylate,0,23,4.42,3,218.4,29.2,132.4,0.0,0.866,3.46,0.0,1
lig0201,Benztropine mesylate,0,23,4.42,4,179.5,40.2,179.5,0.0,0.776,3.26,0.0,1
lig0202,(1R)-(-)-Menthyl acetate,0,14,3.01,0,160.9,29.8,103.5,0.0,0.815,3.34,0.0,1
lig0202,(1R)-(-)-Menthyl acetate,0,14,3.01,1,156.8,26.6,156.8,0.0,0.83,3.09,0.0,1
lig0192,Eliglustat,0,29,3.43,0,176.3,28.3,121.8,0.0,0.839,3.24,0.0,1
lig0192,Eliglustat,0,29,3.43,1,190.9,38.4,109.3,0.0,0.799,3.18,0.0,1
lig0192,Eliglustat,0,29,3.43,2,189.0,42.8,189.0,0.0,0.774,3.29,0.0,1
lig0192,Eliglustat,0,29,3.43,3,173.9,36.9,96.6,0.0,0.788,3.09,0.0,1
lig0209,Valpromide,0,10,1.69,3,129.8,30.0,129.8,0.0,0.769,2.9,0.0,1
lig0209,Valpromide,0,10,1.69,4,108.9,22.2,108.9,0.0,0.796,2.88,0.0,1
lig0210,Carbamazepine,0,18,3.39,0,131.5,39.5,63.7,0.0,0.7,3.18,0.0,1
lig0210,Carbamazepine,0,18,3.39,1,152.7,51.0,115.3,0.0,0.666,3.14,0.0,1
lig0189,Fendiline hydrochloride,0,24,5.56,3,182.1,31.5,87.9,0.0,0.827,3.41,0.0,1
lig0189,Fendiline hydrochloride,0,24,5.56,4,166.8,41.0,76.0,0.0,0.754,3.18,0.0,1
lig0190,Cyclobenzaprine HCl,0,21,4.55,0,205.0,39.5,140.8,0.0,0.807,3.33,0.0,1
lig0190,Cyclobenzaprine HCl,0,21,4.55,1,175.4,39.3,83.8,0.0,0.776,3.13,0.0,1
lig0188,Taurine,0,7,-1.17,4,124.2,22.9,124.2,0.0,0.816,3.02,0.0,1
lig0189,Fendiline hydrochloride,0,24,5.56,0,211.5,49.2,151.6,0.0,0.767,3.46,0.0,1
lig0189,Fendiline hydrochloride,0,24,5.56,1,224.9,45.8,150.6,0.0,0.796,3.44,0.0,1
lig0189,Fendiline hydrochloride,0,24,5.56,2,181.7,40.8,181.7,0.0,0.775,3.23,0.0,1
lig0198,4-Allylanisole,0,11,2.42,2,128.1,35.6,128.1,0.0,0.722,2.94,0.0,1
lig0198,4-Allylanisole,0,11,2.42,3,158.3,33.3,122.5,0.0,0.79,3.24,0.0,1
lig0198,4-Allylanisole,0,11,2.42,4,144.5,35.9,70.0,0.0,0.752,3.08,0.0,1
lig0199,Benzyl benzoate,0,16,3.04,0,193.5,73.9,76.0,73.9,0.618,3.23,2.52,1
lig0207,Deoxygedunol Acetate,0,37,5.71,1,149.7,26.4,63.7,0.0,0.824,3.55,0.0,1
lig0207,Deoxygedunol Acetate,0,37,5.71,2,207.4,26.1,207.4,0.0,0.874,3.47,0.0,1
lig0207,Deoxygedunol Acetate,0,37,5.71,3,179.1,29.6,99.6,0.0,0.835,3.61,0.0,1
lig0207,Deoxygedunol Acetate,0,37,5.71,4,187.5,32.6,93.7,0.0,0.826,3.48,0.0,1
lig0194,Desloratadine,0,22,4.02,2,200.0,47.1,171.9,0.0,0.764,3.3,0.0,1
lig0194,Desloratadine,0,22,4.02,3,205.6,24.2,73.0,0.0,0.882,3.27,0.0,1
lig0194,Desloratadine,0,22,4.02,4,204.1,47.5,161.8,0.0,0.767,3.38,0.0,1
lig0195,Carvacrol,0,11,2.82,0,147.5,41.0,121.4,0.0,0.722,3.01,0.0,1
lig0200,Neticonazole,0,21,4.66,4,166.1,41.0,86.8,0.0,0.753,3.15,0.0,1
lig0201,Benztropine mesylate,0,23,4.42,0,189.6,34.3,189.6,0.0,0.819,3.34,0.0,1
lig0201,Benztropine mesylate,0,23,4.42,1,178.8,42.3,69.8,0.0,0.763,3.3,0.0,1
lig0201,Benztropine mesylate,0,23,4.42,2,221.0,47.3,94.6,0.0,0.786,3.39,0.0,1
lig0193,Sevoflurane,0,12,2.42,3,132.2,26.6,56.4,0.0,0.799,3.17,0.0,1
lig0193,Sevoflurane,0,12,2.42,4,130.7,30.7,83.8,0.0,0.765,3.08,0.0,1
lig0194,Desloratadine,0,22,4.02,0,172.8,44.1,127.9,0.0,0.745,3.32,0.0,1
lig0194,Desloratadine,0,22,4.02,1,184.5,41.7,99.4,0.0,0.774,3.23,0.0,1
lig0203,7-Methoxycoumarin,0,13,1.8,1,127.0,40.4,97.4,0.0,0.682,3.11,0.0,1
lig0203,7-Methoxycoumarin,0,13,1.8,2,151.2,35.4,101.3,0.0,0.766,3.11,0.0,1
lig0203,7-Methoxycoumarin,0,13,1.8,3,121.0,42.3,46.9,0.0,0.65,3.0,0.0,1
lig0203,7-Methoxycoumarin,0,13,1.8,4,136.5,29.6,136.5,0.0,0.783,3.06,0.0,1
lig0212,Ligustilide,0,14,2.87,4,147.3,31.8,98.3,0.0,0.784,3.16,0.0,1
lig0213,Bendazol,0,16,3.15,0,162.4,38.7,122.0,0.0,0.762,3.18,0.0,1
lig0213,Bendazol,0,16,3.15,1,122.0,45.1,78.8,0.0,0.63,2.94,0.0,1
lig0213,Bendazol,0,16,3.15,2,129.8,44.5,55.3,0.0,0.657,3.05,0.0,1
lig0196,Allylestrenol,0,22,5.26,4,191.6,27.2,138.2,0.0,0.858,3.33,0.0,1
lig0197,Orotic acid (6-Carboxyuracil),0,11,-1.24,0,108.9,21.6,108.9,0.0,0.802,2.95,0.0,1
lig0197,Orotic acid (6-Carboxyuracil),0,11,-1.24,1,126.1,24.2,96.3,0.0,0.808,2.97,0.0,1
lig0197,Orotic acid (6-Carboxyuracil),0,11,-1.24,2,92.2,24.4,92.2,0.0,0.735,2.89,0.0,1
lig0192,Eliglustat,0,29,3.43,4,149.5,24.6,78.8,0.0,0.835,3.18,0.0,1
lig0193,Sevoflurane,0,12,2.42,0,119.7,22.9,60.7,0.0,0.809,2.89,0.0,1
lig0193,Sevoflurane,0,12,2.42,1,87.0,22.7,87.0,0.0,0.739,2.8,0.0,1
lig0193,Sevoflurane,0,12,2.42,2,122.0,24.6,86.0,0.0,0.798,3.06,0.0,1
lig0199,Benzyl benzoate,0,16,3.04,1,194.4,50.1,194.4,0.0,0.742,3.18,0.0,1
lig0199,Benzyl benzoate,0,16,3.04,2,190.1,37.2,132.0,0.0,0.804,3.17,0.0,1
lig0199,Benzyl benzoate,0,16,3.04,3,194.2,45.6,194.2,0.0,0.765,3.09,0.0,1
lig0199,Benzyl benzoate,0,16,3.04,4,187.9,69.3,96.8,22.5,0.631,3.2,2.59,1
lig0215,Tacrine HCl,0,15,2.7,1,140.2,43.2,109.1,0.0,0.692,3.09,0.0,1
lig0215,Tacrine HCl,0,15,2.7,2,173.9,40.0,132.0,0.0,0.77,3.18,0.0,1
lig0215,Tacrine HCl,0,15,2.7,3,149.9,40.2,106.3,0.0,0.732,3.07,0.0,1
lig0215,Tacrine HCl,0,15,2.7,4,133.7,50.8,133.7,0.0,0.62,3.09,0.0,1
lig0204,Phenindione,0,17,2.85,0,126.6,45.6,44.5,0.0,0.64,3.15,0.0,1
lig0204,Phenindione,0,17,2.85,1,146.9,27.2,64.8,0.0,0.815,3.13,0.0,1
lig0204,Phenindione,0,17,2.85,2,135.2,40.2,135.2,0.0,0.703,3.0,0.0,1
lig0204,Phenindione,0,17,2.85,3,139.3,35.6,90.9,0.0,0.744,2.94,0.0,1
lig0204,Phenindione,0,17,2.85,4,141.5,42.6,78.2,0.0,0.699,3.06,0.0,1
lig0205,(-)-Parthenolide,0,18,2.76,0,160.5,29.4,160.5,0.0,0.817,3.2,0.0,1
lig0205,(-)-Parthenolide,0,18,2.76,1,160.3,25.9,101.3,0.0,0.838,3.1,0.0,1
lig0205,(-)-Parthenolide,0,18,2.76,2,155.1,40.4,49.2,0.0,0.74,3.15,0.0,1
lig0213,Bendazol,0,16,3.15,3,159.8,47.3,120.3,0.0,0.704,3.18,0.0,1
lig0213,Bendazol,0,16,3.15,4,140.2,40.6,140.2,0.0,0.71,3.1,0.0,1
lig0214,Pronamide,0,16,3.14,0,169.8,42.1,169.8,0.0,0.752,3.16,0.0,1
lig0214,Pronamide,0,16,3.14,1,161.8,42.6,161.8,0.0,0.737,3.21,0.0,1
lig0191,"5,5-Dimethyl Oxazolidine 2,4-Dione",0,9,0.03,1,102.4,24.4,63.1,0.0,0.762,2.83,0.0,1
lig0191,"5,5-Dimethyl Oxazolidine 2,4-Dione",0,9,0.03,2,95.9,28.9,95.9,0.0,0.699,2.77,0.0,1
lig0191,"5,5-Dimethyl Oxazolidine 2,4-Dione",0,9,0.03,3,112.3,21.2,33.7,0.0,0.811,2.92,0.0,1
lig0191,"5,5-Dimethyl Oxazolidine 2,4-Dione",0,9,0.03,4,98.3,21.6,32.6,0.0,0.78,2.89,0.0,1
lig0210,Carbamazepine,0,18,3.39,2,137.2,44.7,46.7,0.0,0.674,3.03,0.0,1
lig0210,Carbamazepine,0,18,3.39,3,149.7,45.1,121.2,0.0,0.699,3.26,0.0,1
lig0210,Carbamazepine,0,18,3.39,4,131.1,38.9,70.6,0.0,0.703,2.96,0.0,1
lig0211,Ketotifen Fumarate,0,22,4.01,0,211.7,47.7,211.7,0.0,0.775,3.51,0.0,1
lig0219,Bornyl acetate,0,14,2.76,1,142.8,21.6,142.8,0.0,0.849,3.19,0.0,1
lig0219,Bornyl acetate,0,14,2.76,2,155.7,28.5,90.1,0.0,0.817,3.16,0.0,1
lig0219,Bornyl acetate,0,14,2.76,3,140.4,25.3,140.4,0.0,0.82,3.17,0.0,1
lig0219,Bornyl acetate,0,14,2.76,4,137.2,24.2,69.6,0.0,0.824,3.14,0.0,1
lig0228,Gestodene,0,23,3.66,4,211.5,24.8,107.6,0.0,0.883,3.15,0.0,1
lig0229,Methyl salicylate,0,11,1.18,0,115.8,36.1,115.8,0.0,0.688,2.95,0.0,1
lig0229,Methyl salicylate,0,11,1.18,1,108.6,43.8,36.7,0.0,0.597,2.85,0.0,1
lig0229,Methyl salicylate,0,11,1.18,2,130.5,39.1,80.1,0.0,0.7,3.09,0.0,1
lig0218,Androsterone,0,21,3.96,2,221.6,22.7,190.3,0.0,0.898,3.3,0.0,1
lig0218,Androsterone,0,21,3.96,3,190.5,22.0,151.4,0.0,0.885,3.2,0.0,1
lig0218,Androsterone,0,21,3.96,4,167.8,24.2,82.5,0.0,0.856,3.25,0.0,1
lig0219,Bornyl acetate,0,14,2.76,0,136.5,22.5,136.5,0.0,0.835,3.07,0.0,1
lig0208,Norcantharidin,0,12,-0.14,0,122.7,27.4,122.7,0.0,0.777,3.21,0.0,1
lig0208,Norcantharidin,0,12,-0.14,1,133.3,25.3,107.6,0.0,0.81,3.13,0.0,1
lig0208,Norcantharidin,0,12,-0.14,2,111.2,20.5,83.4,0.0,0.816,2.91,0.0,1
lig0208,Norcantharidin,0,12,-0.14,3,116.0,24.0,49.0,0.0,0.793,3.07,0.0,1
lig0216,Clemizole,0,23,4.33,4,174.7,40.8,174.7,0.0,0.766,3.14,0.0,1
lig0217,Dihydrotestosterone(DHT),0,21,3.96,0,192.5,25.5,106.3,0.0,0.868,3.28,0.0,1
lig0217,Dihydrotestosterone(DHT),0,21,3.96,1,185.3,26.1,112.8,0.0,0.859,3.25,0.0,1
lig0217,Dihydrotestosterone(DHT),0,21,3.96,2,201.3,25.3,160.3,0.0,0.874,3.21,0.0,1
lig0216,Clemizole,0,23,4.33,0,201.3,43.8,132.0,0.0,0.782,3.13,0.0,1
lig0216,Clemizole,0,23,4.33,1,181.9,48.2,181.9,0.0,0.735,3.32,0.0,1
lig0216,Clemizole,0,23,4.33,2,178.0,43.8,152.7,0.0,0.754,3.21,0.0,1
lig0216,Clemizole,0,23,4.33,3,199.8,44.3,141.5,0.0,0.778,3.19,0.0,1
lig0220,Epiandrosterone,0,21,3.96,0,206.1,22.9,122.0,0.0,0.889,3.24,0.0,1
lig0220,Epiandrosterone,0,21,3.96,1,203.0,23.5,79.1,0.0,0.884,3.33,0.0,1
lig0220,Epiandrosterone,0,21,3.96,2,187.5,31.1,117.9,0.0,0.834,3.33,0.0,1
lig0220,Epiandrosterone,0,21,3.96,3,213.2,26.6,145.6,0.0,0.875,3.46,0.0,1
lig0220,Epiandrosterone,0,21,3.96,4,195.7,25.9,195.7,0.0,0.868,3.27,0.0,1
lig0221,Detomidine HCl,0,14,2.62,0,148.6,24.4,148.6,0.0,0.836,3.24,0.0,1
lig0221,Detomidine HCl,0,14,2.62,1,144.7,36.3,50.8,0.0,0.749,3.05,0.0,1
lig0221,Detomidine HCl,0,14,2.62,2,148.6,40.4,148.6,0.0,0.728,3.18,0.0,1
lig0211,Ketotifen Fumarate,0,22,4.01,1,206.9,40.6,136.9,0.0,0.804,3.22,0.0,1
lig0211,Ketotifen Fumarate,0,22,4.01,2,201.1,41.5,65.2,0.0,0.794,3.23,0.0,1
lig0211,Ketotifen Fumarate,0,22,4.01,3,201.5,37.4,163.1,0.0,0.814,3.25,0.0,1
lig0211,Ketotifen Fumarate,0,22,4.01,4,204.1,53.1,152.5,0.0,0.74,3.35,0.0,1
lig0222,"2,3,4-Trihydroxybenzoic Acid",0,12,0.5,2,125.7,35.0,125.7,0.0,0.722,3.12,0.0,1
lig0222,"2,3,4-Trihydroxybenzoic Acid",0,12,0.5,3,106.3,40.6,75.8,0.0,0.618,2.99,0.0,1
lig0222,"2,3,4-Trihydroxybenzoic Acid",0,12,0.5,4,119.0,35.9,67.2,0.0,0.698,3.04,0.0,1
lig0223,Estrone,0,20,3.82,0,177.3,24.2,134.6,0.0,0.864,3.21,0.0,1
lig0223,Estrone,0,20,3.82,1,181.9,44.5,102.4,0.0,0.755,3.19,0.0,1
lig0223,Estrone,0,20,3.82,2,212.1,41.7,147.7,0.0,0.803,3.41,0.0,1
lig0223,Estrone,0,20,3.82,3,221.6,45.6,221.6,0.0,0.794,3.27,0.0,1
lig0223,Estrone,0,20,3.82,4,181.4,48.0,96.3,0.0,0.735,3.22,0.0,1
lig0237,Mexiletine HCl,0,13,2.03,3,142.1,33.3,142.1,0.0,0.766,3.27,0.0,1
lig0237,Mexiletine HCl,0,13,2.03,4,145.6,40.4,94.2,0.0,0.723,3.04,0.0,1
lig0238,Palonosetron,0,22,2.66,0,231.1,39.7,231.1,0.0,0.828,3.49,0.0,1
lig0238,Palonosetron,0,22,2.66,1,211.2,44.1,116.9,0.0,0.791,3.31,0.0,1
lig0229,Methyl salicylate,0,11,1.18,3,117.5,26.8,55.9,0.0,0.772,2.95,0.0,1
lig0229,Methyl salicylate,0,11,1.18,4,116.9,40.6,52.1,0.0,0.653,2.85,0.0,1
lig0230,Fluvastatin Sodium,0,30,4.63,0,229.2,37.6,139.8,0.0,0.836,3.21,0.0,1
lig0230,Fluvastatin Sodium,0,30,4.63,1,210.4,40.4,210.4,0.0,0.808,3.31,0.0,1
lig0212,Ligustilide,0,14,2.87,0,165.5,25.7,122.3,0.0,0.845,3.13,0.0,1
lig0212,Ligustilide,0,14,2.87,1,148.6,24.8,99.6,0.0,0.833,3.09,0.0,1
lig0212,Ligustilide,0,14,2.87,2,145.6,20.5,108.9,0.0,0.859,2.99,0.0,1
lig0212,Ligustilide,0,14,2.87,3,156.6,37.6,105.2,0.0,0.76,3.26,0.0,1
lig0227,Hexythiazox,0,23,4.98,1,170.0,41.0,111.5,0.0,0.759,3.27,0.0,1
lig0227,Hexythiazox,0,23,4.98,2,183.8,44.9,92.9,0.0,0.756,3.2,0.0,1
lig0227,Hexythiazox,0,23,4.98,3,173.2,39.7,173.2,0.0,0.771,3.26,0.0,1
lig0227,Hexythiazox,0,23,4.98,4,158.1,47.5,71.5,0.0,0.7,3.08,0.0,1
lig0230,Fluvastatin Sodium,0,30,4.63,2,201.3,40.4,160.5,0.0,0.799,3.29,0.0,1
lig0230,Fluvastatin Sodium,0,30,4.63,3,214.5,33.7,121.8,0.0,0.843,3.36,0.0,1
lig0230,Fluvastatin Sodium,0,30,4.63,4,218.2,44.5,105.2,0.0,0.796,3.32,0.0,1
lig0231,Rutaecarpine,0,22,3.1,0,200.9,36.7,177.6,0.0,0.817,3.13,0.0,1
lig0231,Rutaecarpine,0,22,3.1,1,194.0,59.8,107.1,0.0,0.692,3.19,0.0,1
lig0231,Rutaecarpine,0,22,3.1,2,198.1,58.1,149.0,58.1,0.707,3.16,2.43,1
lig0231,Rutaecarpine,0,22,3.1,3,196.6,42.6,110.4,0.0,0.783,3.15,0.0,1
lig0231,Rutaecarpine,0,22,3.1,4,180.4,104.1,159.4,59.2,0.423,3.15,2.71,1
lig0225,Umbelliferone,0,12,1.5,3,116.6,25.3,76.5,0.0,0.783,2.99,0.0,1
lig0225,Umbelliferone,0,12,1.5,4,116.6,20.7,116.6,0.0,0.822,2.91,0.0,1
lig0226,Norethindrone,0,22,3.49,0,200.0,23.5,108.4,0.0,0.883,3.12,0.0,1
lig0226,Norethindrone,0,22,3.49,1,202.0,24.4,64.4,0.0,0.879,3.1,0.0,1
lig0214,Pronamide,0,16,3.14,2,163.1,43.0,103.7,0.0,0.736,3.22,0.0,1
lig0214,Pronamide,0,16,3.14,3,174.5,48.4,174.5,0.0,0.723,3.35,0.0,1
lig0214,Pronamide,0,16,3.14,4,149.9,41.0,149.9,0.0,0.726,3.24,0.0,1
lig0215,Tacrine HCl,0,15,2.7,0,148.0,24.0,102.2,0.0,0.838,3.28,0.0,1
lig0251,Embelin,0,21,4.31,1,152.7,21.2,80.6,0.0,0.861,2.93,0.0,1
lig0251,Embelin,0,21,4.31,2,152.3,21.4,111.9,0.0,0.859,3.12,0.0,1
lig0251,Embelin,0,21,4.31,3,126.8,25.7,66.1,0.0,0.797,2.9,0.0,1
lig0251,Embelin,0,21,4.31,4,173.4,27.4,102.0,0.0,0.842,2.95,0.0,1
lig0241,"2,4,5-Trichlorophenoxyacetic Acid, Methyl Ester",0,15,3.2,3,132.6,39.7,95.9,0.0,0.701,3.06,0.0,1
lig0241,"2,4,5-Trichlorophenoxyacetic Acid, Methyl Ester",0,15,3.2,4,152.1,27.2,152.1,0.0,0.821,3.25,0.0,1
lig0242,Ciclopirox,0,15,2.44,0,159.4,45.1,123.8,0.0,0.717,3.34,0.0,1
lig0242,Ciclopirox,0,15,2.44,1,136.9,37.4,73.0,0.0,0.727,3.02,0.0,1
lig0217,Dihydrotestosterone(DHT),0,21,3.96,3,189.9,23.3,123.8,0.0,0.877,3.15,0.0,1
lig0217,Dihydrotestosterone(DHT),0,21,3.96,4,187.1,25.5,187.1,0.0,0.864,3.35,0.0,1
lig0218,Androsterone,0,21,3.96,0,204.8,28.7,98.7,0.0,0.86,3.46,0.0,1
lig0218,Androsterone,0,21,3.96,1,216.2,27.6,156.2,0.0,0.872,3.3,0.0,1
lig0226,Norethindrone,0,22,3.49,2,230.7,25.1,230.7,0.0,0.891,3.28,0.0,1
lig0226,Norethindrone,0,22,3.49,3,213.4,23.1,154.9,0.0,0.892,3.2,0.0,1
lig0226,Norethindrone,0,22,3.49,4,185.5,28.9,97.4,0.0,0.844,3.22,0.0,1
lig0227,Hexythiazox,0,23,4.98,0,177.8,36.9,177.8,0.0,0.792,3.35,0.0,1
lig0236,Norgestrel,0,23,3.88,0,193.8,27.2,128.7,0.0,0.86,3.44,0.0,1
lig0236,Norgestrel,0,23,3.88,1,194.4,22.5,80.8,0.0,0.884,3.33,0.0,1
lig0236,Norgestrel,0,23,3.88,2,203.5,27.6,62.0,0.0,0.864,3.43,0.0,1
lig0236,Norgestrel,0,23,3.88,3,214.7,21.2,89.2,0.0,0.901,3.25,0.0,1
lig0232,Pregnenolone,0,23,4.52,0,216.2,27.6,81.4,0.0,0.872,3.14,0.0,1
lig0232,Pregnenolone,0,23,4.52,1,211.9,22.5,169.6,0.0,0.894,3.39,0.0,1
lig0232,Pregnenolone,0,23,4.52,2,177.1,23.3,116.0,0.0,0.868,3.16,0.0,1
lig0232,Pregnenolone,0,23,4.52,3,233.5,28.9,130.0,0.0,0.876,3.31,0.0,1
lig0224,Protriptyline hydrochloride,0,20,4.3,0,175.0,52.9,175.0,0.0,0.698,3.33,0.0,1
lig0224,Protriptyline hydrochloride,0,20,4.3,1,177.8,40.6,135.4,0.0,0.772,3.17,0.0,1
lig0224,Protriptyline hydrochloride,0,20,4.3,2,195.5,39.5,141.5,0.0,0.798,3.47,0.0,1
lig0224,Protriptyline hydrochloride,0,20,4.3,3,194.8,35.9,194.8,0.0,0.816,3.31,0.0,1
lig0235,Nabumetone,0,17,3.37,1,132.8,36.5,110.2,0.0,0.725,3.18,0.0,1
